rank,my_score,ticker,company,sentiment_score,analyst_score,relative_strength,returns_multiple,current_price,1yr_target,est_g/l,52_week_low,52_week_high,20_day_ma,50_day_ma,200_day_ma,adj_analyst_recom,in_russell_3k
1,69.33333333333333,RWT,"Redwood Trust, Inc.",47.0,1.7,72,1.32,13.16,14.04,6.69,$6.52,$12.71,11.83,11.7,9.86,89.0,True
2,69.33333333333333,EVRI,Everi Holdings Inc.,16.0,1.5,98,2.97,25.94,30.75,18.54,$5.53,$25.90,23.11,22.63,15.81,94.0,True
5,68.33333333333333,GNRC,Generac Holdings Inc.,18.0,1.5,93,1.98,404.95,497.0,22.73,$151.50,$457.00,434.96,388.02,300.84,94.0,True
6,68.0,EPRT,"Essential Properties Realty Trust, Inc.",41.0,1.9,79,1.44,28.39,32.36,13.98,$15.28,$30.28,28.38,27.45,23.01,84.0,True
7,67.5,IIPR,"Innovative Industrial Properties, Inc.",36.0,2.0,85,1.58,234.18,257.0,9.74,$101.78,$222.08,207.39,194.32,177.91,81.5,True
8,67.0,RDNT,"RadNet, Inc.",13.0,1.3,89,1.72,29.1,43.67,50.07,$13.49,$37.45,34.22,32.18,22.98,99.0,True
9,66.33333333333333,NET,"Cloudflare, Inc.",20.0,1.9,95,2.12,114.98,125.13,8.83,$32.69,$122.77,110.46,99.48,80.04,84.0,True
10,66.0,COF,Capital One Financial Corporation,21.0,1.9,93,1.9,166.54,183.18,9.99,$62.26,$168.00,159.68,159.5,123.57,84.0,True
11,65.5,CROX,"Crocs, Inc.",17.0,2.0,98,2.81,141.13,157.7,11.74,$35.17,$138.69,121.43,112.88,83.12,81.5,True
12,65.5,AXON,"Axon Enterprise, Inc.",22.0,1.8,88,1.67,178.77,213.0,19.15,$78.28,$212.37,179.78,162.79,145.14,86.5,True
13,65.5,NAVI,Navient Corporation,16.0,1.8,94,2.02,19.12,21.35,11.66,$7.42,$20.80,19.93,19.2,13.7,86.5,True
