no,ticker,company,sector,industry,country,market_cap,pe,forward_pe,peg,ps,pb,pcash,pfree_cash_flow,dividend_yield,payout_ratio,eps_ttm,eps_growth_this_year,eps_growth_next_year,eps_growth_past_5_years,eps_growth_next_5_years,sales_growth_past_5_years,eps_growth_quarter_over_quarter,sales_growth_quarter_over_quarter,shares_outstanding,shares_float,insider_ownership,insider_transactions,institutional_ownership,institutional_transactions,float_short,short_ratio,return_on_assets,return_on_equity,return_on_investment,current_ratio,quick_ratio,lt_debtequity,total_debtequity,gross_margin,operating_margin,profit_margin,performance_week,performance_month,performance_quarter,performance_half_year,performance_year,performance_ytd,beta,average_true_range,volatility_week,volatility_month,20day_simple_moving_average,50day_simple_moving_average,200day_simple_moving_average,50day_high,50day_low,52week_high,52week_low,relative_strength_index_14,change_from_open,gap,ar,average_volume,relative_volume,price,change,volume,earnings_date,target_price,ipo_date,afterhours_close,afterhours_change,analyst_recom,rs_rating,returns_multiple,current_price,day_ma_20,day_ma_50,day_ma_200,low_52_week,high_52_week,sentiment_score,est_gl,my_score,in_sp500
18,AAP,"Advance Auto Parts, Inc.",Consumer Cyclical,Specialty Retail,USA,14463.66,23.28,17.58,1.39,1.32,4.52,23.92,21.97,1.74%,25.10%,9.88,4.40%,10.26%,2.20%,16.70%,0.70%,25.90%,3.10%,62.85,62.08,0.20%,-4.77%,,,5.60%,5.75,5.50%,19.10%,11.80%,1.2,0.3,0.32,0.0,45.10%,8.00%,5.90%,1.21%,-0.03%,15.12%,16.25%,50.86%,46.04%,1.26,6.22,3.48%,2.45%,-0.51%,2.48%,12.87%,-5.36%,12.06%,-5.36%,60.68%,52.19,0.01%,1.38%,2.2,605.32,1.07,230.02,1.39%,649100,11/15/2021 4:30:00 PM,254.38,11/29/2001,230.02,0.00%,63.0,82,1.19,226.86,231.19,224.46,203.78,143.15,243.05,18.0,12.13,54.333333333333336,True
255,AJG,Arthur J. Gallagher & Co.,Financial,Insurance Brokers,USA,34926.72,36.16,28.34,2.68,4.4,4.12,12.77,34.8,1.15%,39.30%,4.63,19.40%,7.91%,15.30%,13.50%,5.40%,18.30%,15.60%,207.0,205.46,0.30%,-5.85%,85.10%,-0.37%,0.86%,1.82,3.70%,12.70%,9.80%,1.3,1.3,0.6,0.65,36.50%,15.20%,11.80%,1.60%,4.15%,16.54%,16.28%,44.33%,35.36%,0.69,3.62,2.64%,1.97%,2.20%,4.28%,16.25%,-0.62%,12.69%,-0.62%,48.29%,59.45,0.44%,0.75%,2.3,967.82,1.1,167.45,1.19%,1064325,10/28/2021 4:30:00 PM,178.58,6/20/1984,167.45,0.00%,59.0,79,1.15,165.48,163.84,160.58,144.04,112.92,168.5,13.0,7.92,50.333333333333336,True
273,ALB,Albemarle Corporation,Basic Materials,Specialty Chemicals,USA,30219.98,131.5,42.37,4.41,9.12,5.11,50.79,,0.63%,80.70%,1.89,-29.90%,46.14%,5.40%,29.83%,2.10%,-465.10%,11.20%,116.97,116.5,0.10%,-38.85%,83.00%,-2.37%,1.80%,1.73,2.00%,3.90%,5.60%,1.3,0.8,0.36,0.36,31.00%,27.80%,6.40%,-9.91%,-8.85%,4.09%,41.21%,78.52%,68.48%,1.59,11.55,5.81%,3.94%,-8.43%,0.29%,26.29%,-14.73%,18.08%,-14.73%,87.99%,40.24,-1.35%,0.19%,2.4,1216.26,0.84,248.54,-1.17%,1024240,11/3/2021 4:30:00 PM,262.9,2/22/1994,249.0,0.19%,56.0,91,1.44,251.47,271.43,247.82,196.8,133.82,291.48,21.0,4.55,56.0,True
384,ANET,"Arista Networks, Inc.",Technology,Computer Hardware,USA,38022.92,49.41,35.32,2.7,13.72,9.68,11.23,41.58,,0.00%,2.46,-24.90%,24.11%,36.70%,18.27%,22.60%,32.20%,23.70%,307.46,225.41,0.10%,-88.81%,65.90%,0.96%,1.70%,1.83,15.50%,21.90%,17.90%,5.1,4.4,0.0,0.0,63.90%,30.80%,28.30%,-3.91%,-7.11%,35.37%,37.18%,80.15%,67.46%,1.17,4.62,3.47%,2.88%,-5.36%,10.61%,33.77%,-9.31%,42.82%,-9.31%,85.67%,50.38,-0.69%,1.07%,2.3,2098.49,0.57,121.65,0.37%,1193551,11/1/2021 4:30:00 PM,127.24,6/6/2014,121.65,0.00%,59.0,91,1.41,121.2,128.54,109.98,90.94,65.52,134.14,16.0,4.98,55.333333333333336,True
685,AZO,"AutoZone, Inc.",Consumer Cyclical,Specialty Retail,USA,39536.19,19.55,17.03,1.4,2.7,,33.75,13.65,,0.00%,96.17,32.30%,11.72%,18.50%,14.00%,6.60%,16.70%,8.10%,21.12,20.89,0.10%,-62.77%,93.50%,0.03%,2.12%,2.63,15.10%,-142.00%,63.10%,0.9,0.2,,,52.80%,20.10%,14.80%,2.25%,3.92%,23.18%,34.95%,61.70%,58.59%,0.85,37.27,2.44%,1.89%,1.02%,5.20%,21.10%,-3.16%,15.03%,-3.16%,73.14%,59.06,0.12%,0.79%,2.2,168.21,1.05,1879.99,0.91%,177386,12/7/2021 8:30:00 AM,1866.71,4/2/1991,1879.99,0.00%,63.0,87,1.29,1863.0,1861.02,1787.03,1552.38,1085.85,1941.36,16.0,0.2,55.333333333333336,True
1213,CARR,Carrier Global Corporation,Industrials,Building Products & Equipment,USA,47881.32,22.38,23.43,1.39,2.39,7.03,17.93,61.78,0.86%,18.70%,2.5,-7.80%,7.97%,,16.06%,,-37.50%,6.80%,867.6,866.02,0.07%,-24.15%,88.20%,1.90%,0.75%,1.6,8.80%,33.70%,13.60%,1.9,1.5,1.39,1.4,29.60%,17.10%,11.10%,-0.23%,5.44%,-0.66%,20.47%,48.14%,48.06%,,1.39,3.16%,2.32%,0.98%,3.79%,14.24%,-3.66%,11.86%,-5.16%,63.26%,54.48,-0.92%,0.45%,2.1,4052.2,0.79,55.85,-0.48%,3194547,10/28/2021 8:30:00 AM,59.35,3/19/2020,55.85,0.00%,66.0,84,1.22,56.12,55.31,53.81,48.89,34.21,58.89,17.0,5.76,55.666666666666664,True
1289,CDNS,"Cadence Design Systems, Inc.",Technology,Software - Application,USA,50921.3,71.43,49.75,3.92,17.12,18.4,50.23,54.19,,0.00%,2.48,-40.10%,13.37%,21.20%,18.20%,9.50%,9.80%,12.60%,273.19,272.86,0.60%,-18.78%,88.30%,0.23%,0.98%,2.27,17.00%,27.20%,21.20%,1.7,1.6,0.13,0.0,89.60%,25.80%,23.30%,-5.08%,-1.31%,7.41%,41.52%,49.75%,29.89%,1.08,6.26,4.63%,3.01%,-2.54%,4.95%,20.40%,-6.78%,21.51%,-6.78%,55.72%,49.39,-0.37%,0.00%,2.3,1176.15,1.23,177.21,-0.37%,1444321,10/25/2021 4:30:00 PM,175.42,6/10/1987,177.21,0.00%,59.0,83,1.2,177.87,181.83,168.85,147.18,113.8,190.09,19.0,-1.38,53.666666666666664,True
1293,CDW,CDW Corporation,Technology,Information Technology Services,USA,26649.5,27.32,22.81,2.09,1.32,31.87,108.73,29.69,1.03%,22.20%,7.12,9.20%,9.09%,18.30%,13.10%,7.30%,43.30%,11.40%,137.3,133.3,0.20%,-29.87%,94.30%,-1.52%,1.11%,1.99,11.10%,93.00%,18.50%,1.4,1.2,4.82,4.86,17.20%,7.20%,5.00%,-0.22%,5.07%,-3.41%,16.76%,45.60%,47.49%,1.09,5.43,3.82%,2.65%,1.31%,3.78%,8.54%,-3.07%,12.85%,-4.63%,54.93%,54.21,0.70%,0.71%,2.1,745.0,0.88,194.38,1.41%,658037,11/3/2021 8:30:00 AM,206.12,6/27/2013,194.38,0.00%,66.0,80,1.16,191.67,191.86,187.29,179.09,125.46,203.82,17.0,7.54,54.333333333333336,True
2061,DOV,Dover Corporation,Industrials,Specialty Industrial Machinery,USA,24390.17,26.18,20.62,1.69,3.17,6.29,33.0,32.22,1.18%,30.30%,6.49,1.90%,9.48%,4.70%,15.49%,-0.80%,31.50%,15.40%,143.98,142.65,0.30%,-4.79%,85.40%,-1.50%,1.03%,2.09,9.90%,26.00%,12.00%,1.6,1.1,0.79,0.0,37.90%,16.20%,12.30%,-1.05%,-1.25%,-1.61%,11.82%,37.60%,34.65%,1.38,3.72,3.10%,1.99%,-1.41%,1.70%,9.13%,-4.67%,10.25%,-4.67%,46.69%,49.54,0.66%,1.12%,2.3,703.76,0.74,169.99,1.78%,521979,10/19/2021 8:30:00 AM,186.08,12/3/1956,169.99,0.00%,59.0,78,1.12,169.99,172.36,167.32,156.0,115.88,178.32,21.0,9.47,52.666666666666664,True
2074,DRE,Duke Realty Corporation,Real Estate,REIT - Industrial,USA,23171.32,25.06,77.24,4.18,20.92,3.87,2340.54,,1.68%,41.90%,2.43,-31.60%,-64.05%,8.50%,6.00%,4.60%,575.70%,7.00%,379.22,374.26,0.10%,-2.55%,98.40%,-1.23%,1.62%,4.01,9.60%,16.90%,4.60%,,,0.57,0.57,69.40%,92.40%,82.80%,2.25%,7.71%,14.70%,24.19%,57.65%,52.09%,0.62,1.21,2.57%,1.87%,4.40%,10.75%,24.37%,0.25%,28.25%,0.25%,61.63%,70.36,1.13%,0.72%,2.1,1514.17,0.84,60.79,1.86%,1264812,10/27/2021 4:30:00 PM,62.88,2/6/1986,61.0,0.35%,66.0,85,1.24,59.68,58.23,54.89,48.88,37.61,60.64,14.0,5.36,55.0,True
