"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Forward P/E","PEG","P/S","P/B","P/Cash","P/Free Cash Flow","Dividend Yield","Payout Ratio","EPS (ttm)","EPS growth this year","EPS growth next year","EPS growth past 5 years","EPS growth next 5 years","Sales growth past 5 years","EPS growth quarter over quarter","Sales growth quarter over quarter","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Return on Assets","Return on Equity","Return on Investment","Current Ratio","Quick Ratio","LT Debt/Equity","Total Debt/Equity","Gross Margin","Operating Margin","Profit Margin","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Average True Range","Volatility (Week)","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","Relative Strength Index (14)","Change from Open","Gap","Analyst Recom","Average Volume","Relative Volume","Price","Change","Volume","Earnings Date","Target Price","IPO Date","After-Hours Close","After-Hours Change"
1,"A","Agilent Technologies, Inc.","Healthcare","Diagnostics & Research","USA",41200.63,34.02,24.98,2.27,6.39,7.82,35.58,39.62,0.63%,19.40%,3.94,71.00%,10.04%,22.90%,15.00%,8.50%,0.20%,8.10%,301.00,300.03,0.20%,-17.45%,91.10%,0.22%,1.63%,2.49,11.50%,23.70%,14.70%,2.20,1.60,0.53,0.00,54.00%,21.60%,18.70%,0.12%,-7.18%,-11.33%,-24.79%,15.28%,-16.14%,1.05,4.30,2.78%,3.03%,-1.08%,-5.90%,-11.90%,-17.67%,8.80%,-25.44%,19.05%,46.75,-1.44%,-0.96%,,1958.83,1.96,133.89,-2.39%,3848468,2/22/2022 4:30:00 PM,164.94,11/18/1999,133.21,-0.51%
2,"AA","Alcoa Corporation","Basic Materials","Aluminum","USA",15367.78,41.68,12.19,,1.26,3.55,8.47,29.00,0.44%,4.40%,2.17,347.00%,-11.67%,24.80%,,5.50%,,39.60%,185.40,184.47,0.70%,-32.07%,84.30%,8.19%,5.35%,1.18,2.90%,11.00%,5.00%,1.60,1.00,0.37,0.37,24.70%,7.80%,3.50%,16.45%,53.12%,102.28%,93.26%,212.73%,52.17%,2.27,5.08,8.32%,6.79%,22.61%,38.92%,84.97%,5.75%,70.22%,5.75%,234.42%,76.31,10.56%,-1.07%,2.00,8330.41,2.36,90.66,9.37%,19662346,1/19/2022 4:30:00 PM,73.27,10/18/2016,90.45,-0.23%
3,"AAAU","Goldman Sachs Physical Gold ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.09%,8.90%,11.26%,8.60%,15.74%,7.59%,,0.23,1.25%,1.01%,4.99%,7.08%,8.56%,0.61%,10.44%,0.61%,17.19%,72.87,0.82%,0.78%,,578.63,2.30,19.56,1.61%,1330942,,,8/15/2018,19.58,0.11%
4,"AAC","Ares Acquisition Corporation","Financial","Shell Companies","USA",1219.98,43.62,,,,1.31,1355.53,,,,0.22,,,,,,,,125.00,100.00,,,74.60%,8.13%,0.07%,0.26,,,,1.70,1.70,0.00,0.00,,,,0.10%,0.00%,-0.10%,0.72%,,0.31%,,0.02,0.13%,0.26%,0.20%,0.23%,0.05%,-0.20%,0.72%,-2.30%,2.84%,59.36,0.10%,0.00%,,266.22,0.28,9.77,0.10%,74080,,,3/25/2021,,
5,"AACG","ATA Creativity Global","Consumer Defensive","Education & Training Services","China",38.90,,,,1.29,1.26,3.27,,,,-0.41,40.00%,-14.10%,-36.60%,25.00%,-17.20%,-61.50%,31.00%,31.19,29.64,18.70%,0.00%,17.10%,-2.45%,0.08%,0.03,-17.50%,-49.20%,-48.20%,0.30,0.30,0.00,0.00,46.60%,-53.20%,-50.50%,-11.03%,-25.77%,-19.33%,-56.32%,-70.34%,13.03%,1.44,0.12,6.48%,8.92%,-16.47%,-23.62%,-47.75%,-58.84%,21.00%,-80.03%,21.00%,34.13,-5.47%,3.23%,1.50,682.69,0.05,1.21,-2.42%,34965,,32.50,1/29/2008,1.26,4.13%
6,"AACI","Armada Acquisition Corp. I","Financial","Shell Companies","USA",203.37,,,,,1.37,508.43,,,,-0.09,,,,,,,,20.71,15.16,26.79%,0.00%,61.60%,,1.24%,4.99,,,,0.40,0.40,0.00,0.00,,,,0.10%,-0.20%,0.41%,,,0.31%,,0.03,0.04%,0.27%,-0.09%,0.02%,0.17%,-1.31%,0.82%,-1.31%,5.14%,49.39,0.00%,0.10%,,37.52,0.00,9.82,0.10%,2,,,11/10/2021,,
7,"AACIU","Armada Acquisition Corp. I","Financial","Shell Companies","USA",,,,,,,,,,,-0.09,,,,,,,,,10.72,,,7.66%,,0.00%,0.08,,,,,,,,,,,-1.60%,-1.70%,-0.40%,,,-1.89%,,0.09,0.12%,0.31%,-1.54%,-1.37%,-1.01%,-6.55%,0.20%,-6.55%,0.82%,41.88,0.00%,0.00%,,5.51,0.00,9.84,0.00%,1,,,8/13/2021,,
8,"AACIW","Armada Acquisition Corp. I","Financial","Shell Companies","USA",,,,,,48.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-17.24%,-20.13%,-53.86%,,,-57.10%,,0.04,10.66%,16.35%,-20.06%,-42.13%,-45.46%,-64.16%,14.12%,-64.16%,14.12%,32.79,0.00%,0.00%,,33.21,0.13,0.24,0.00%,0,,,11/11/2021,,
9,"AADI","Aadi Bioscience, Inc.","Healthcare","Biotechnology","USA",354.85,,,,3548.53,1.07,2.20,,,,-11.63,82.30%,52.60%,30.90%,,,-705.00%,,20.89,13.65,1.45%,0.00%,59.60%,9.59%,4.60%,3.69,-134.90%,-147.00%,-14.70%,14.00,14.00,0.04,0.04,,,,-2.48%,-5.89%,-15.56%,-40.26%,-23.22%,-29.90%,1.55,1.14,5.12%,6.29%,-7.23%,-17.50%,-35.18%,-35.38%,7.83%,-66.00%,18.30%,39.66,0.83%,-1.12%,1.60,170.06,0.42,16.93,-0.29%,71825,,48.75,8/8/2017,16.93,0.00%
10,"AADR","AdvisorShares Dorsey Wright ADR ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,0.31%,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.40%,-14.71%,-11.56%,-20.67%,-16.13%,-15.14%,,1.48,2.13%,1.61%,-10.73%,-12.36%,-15.73%,-16.07%,-3.98%,-21.40%,-3.98%,30.63,-3.40%,-1.89%,,3.93,2.43,54.52,-5.23%,9572,,,7/21/2010,54.95,0.79%
