date,DVN,SBNY,WFC,portfolio
2022-01-11,23.56816269660445,2459.3341292575224,17.097708045873173,2500.0
2022-01-12,23.615489408431987,2495.4016041453383,17.201403790702777,2536.2184973444732
2022-01-13,23.49244176300985,2489.6062309370154,17.07940790309974,2530.178080603125
2022-01-14,23.847383977733802,2491.242701345354,17.707686315222244,2532.79777163831
2022-01-18,23.833186866850273,2425.175904524432,17.289849611332208,2466.2989410026144
2022-01-19,23.156430233016916,2396.0627526446146,16.948262528443042,2436.167445406075
2022-01-20,23.014453708193226,2318.1326377306423,16.7744187684252,2357.921510207261
2022-01-21,21.826579418599238,2224.9299780687384,16.368781770162077,2263.1253392574995
2022-01-24,22.87247718336954,2142.0228291856033,16.262035806759215,2181.157342175732
2022-01-25,24.259116441321336,2115.7050975138,16.344383527574365,2156.3085974826954
2022-01-26,24.50994350068363,2083.1831351190667,16.51212685044569,2124.2052054701962
2022-01-27,24.48628104743459,2021.4117350063134,16.39623139998917,2062.294247453737
2022-01-28,24.396361197627,2052.7065006472794,16.527376774645866,2093.630238619552
2022-01-31,23.932570253693907,2076.9786963261545,16.408431105616085,2117.3196976854647
2022-02-01,24.874351057773087,2172.4312167032986,16.9574120154967,2214.2629797765685
2022-02-02,25.19616547688249,2157.4996986558467,17.058058710419164,2199.7539228431483
2022-02-03,25.087314942343887,2118.9095833064034,16.901815062168865,2160.898713310916
2022-02-04,25.021059351114797,2187.7035533812473,17.257192405274296,2229.9818051376365
2022-02-07,24.888548168656616,2204.271333767056,17.5635512166415,2246.723433152354
2022-02-08,24.225988645706792,2300.2011666828816,17.99858016782319,2342.4257354964116
2022-02-09,24.666117136390845,2319.0872628080047,18.093551820066825,2361.846931764462
2022-02-10,24.713443848218382,2345.1320066634394,18.090487577500127,2387.935938089158
2022-02-11,25.607897940470025,2294.8831060132397,17.863782711541422,2338.354786665251
2022-02-14,24.732372727619936,2259.292943664105,17.72285677012626,2301.7481731618514
2022-02-15,24.334837374915935,2333.404974408591,17.885227734843838,2375.6250395183506
2022-02-16,25.48485029504789,2385.3583843512392,17.811701105902618,2428.65493575219
2022-02-17,26.14740981799772,2308.519180352832,17.202047725734907,2351.8686378965645
2022-02-18,25.92497878573195,2285.746961174111,17.04274100358403,2328.7146809634273
2022-02-22,24.926407732789187,2324.337076523554,16.935514718405834,2366.1989989747494
2022-02-23,25.3428737702242,2260.315607625578,16.52805810699384,2302.186539502796
2022-02-24,24.964269102251215,2220.634789430552,16.14817266668541,2261.7472311994884
2022-02-25,26.12374736474868,2386.24476247451,16.577075470065946,2428.945585309325
2022-02-28,28.18241148801581,2351.4729393645357,16.350369435441124,2396.005720287993
2022-03-01,28.040434963192123,2159.6132735328847,15.406784904136519,2203.0604934002135
2022-03-02,27.756481913544746,2298.9057229750215,15.99805750356851,2342.6602623921344
2022-03-03,27.8511317265409,2237.066075908176,15.697826008668585,2280.6150336433857
2022-03-04,28.191876830381318,2078.3421789181243,14.947246687085714,2121.4813024355913
2022-03-07,28.343318697570513,1895.0735145727926,14.034297569451383,1937.4511308398146
2022-03-08,28.149283692401266,1947.8450556846196,14.233430095640394,1990.2277694726613
2022-03-09,27.89372486452095,2089.660145588384,15.060599120065065,2132.61446957297
2022-03-10,28.665133116679918,2109.0233461822063,15.014644830893538,2152.70312412978
2022-03-11,27.75174833969726,1972.1172513634947,14.8492119609415,2014.7182116641336
