Company,Recommendations
IIIIU,1.0
VRTV,1.0
INS,1.0
OCCI,1.0
KT,1.0
GRC,1.0
AE,1.0
VNDA,1.0
GPP,1.0
BBVA,1.0
DXPE,1.0
NVCN,1.0
BHP,1.0
RRBI,1.0
EBF,1.0
NUO,1.0
HSTO,1.0
TEF,1.0
SWM,1.0
EBR,1.0
OCN,1.0
LAUR,1.0
WINT,1.0
LEXX,1.0
APRN,1.0
GASS,1.0
APT,1.0
MIXT,1.0
HNNA,1.0
GBOX,1.0
ACU,1.0
WBK,1.0
RGCO,1.0
IEP,1.0
HOFT,1.0
OLB,1.0
VVR,1.0
MNSB,1.0
IEC,1.0
VTA,1.0
VCNX,1.0
PKX,1.0
ARDC,1.0
NEA,1.0
KB,1.0
NOTV,1.0
CNXC,1.0
JQC,1.0
JOUT,1.0
EQNR,1.0
TM,1.0
NEW,1.0
JMP,1.0
CEA,1.0
NGG,1.0
NNVC,1.0
JBSS,1.0
NGVC,1.0
SCKT,1.0
IZEA,1.0
BLDE,1.0
BARK,1.0
ISSC,1.0
TLK,1.0
VBIV,1.0
BLX,1.0
CNNE,1.0
TESS,1.0
EFT,1.0
AFT,1.0
EH,1.0
SHG,1.0
GANX,1.0
USDP,1.0
IRS,1.0
SHCR,1.0
SAL,1.0
SNY,1.0
UFPT,1.0
KE,1.0
BLFY,1.0
BBGI,1.0
EIGR,1.0
BTI,1.0
AIV,1.0
SSKN,1.0
PTSI,1.0
LQDT,1.0
YI,1.0
HMC,1.0
AUVI,1.0
IMNM,1.0
FNCH,1.0
LYRA,1.0
FTS,1.0
SSL,1.0
MEC,1.0
LGL,1.0
RELX,1.0
LOV,1.0
LPL,1.0
CVEO,1.0
HJLI,1.0
FTSI,1.0
CVGI,1.0
LNSR,1.0
OXBR,1.0
CTG,1.0
OPT,1.2
CNTG,1.2
IS,1.2
GMTX,1.2
IEA,1.2
VTGN,1.2
VRNA,1.2
BDSX,1.2
IDCC,1.2
GLTO,1.2
VAPO,1.2
TALK,1.2
VRDN,1.2
CPLP,1.2
ORGO,1.2
SIEN,1.2
TARS,1.2
BNGO,1.2
SSSS,1.2
PSTX,1.2
BOLT,1.2
TCMD,1.2
RADA,1.2
KELYA,1.2
MASS,1.2
DMS,1.2
LINC,1.2
LVTX,1.2
GRTX,1.2
SONY,1.2
CTOS,1.2
AMTI,1.2
PAR,1.2
TITN,1.2
AVEO,1.2
NPO,1.3
HDB,1.3
PETQ,1.3
PTR,1.3
IBN,1.3
COGT,1.3
EVAX,1.3
LNTH,1.3
CSTL,1.3
SCSC,1.3
QNST,1.3
TSQ,1.3
BBDC,1.3
IIN,1.3
SACH,1.3
KIRK,1.3
ALG,1.3
THR,1.3
AGEN,1.3
TH,1.3
ORIC,1.3
RXDX,1.3
CUE,1.3
NREF,1.3
FTAI,1.3
KARO,1.3
RPHM,1.3
IAA,1.3
SESN,1.3
UIS,1.3
IMTX,1.3
RLMD,1.3
ACIU,1.3
IMPL,1.3
CBZ,1.3
KRT,1.3
CMRE,1.3
SLNO,1.3
PTN,1.3
RETA,1.3
XENE,1.3
OBSV,1.3
AMSWA,1.3
PRDO,1.3
MGRC,1.3
WLDN,1.3
HLMN,1.3
MREO,1.3
CERS,1.4
KNTE,1.4
DOOR,1.4
GTN,1.4
GNCA,1.4
SQZ,1.4
IDYA,1.4
GMRE,1.4
TA,1.4
PINE,1.4
MRUS,1.4
OPK,1.4
ACET,1.4
KFY,1.4
NCNA,1.4
CGEN,1.4
FINV,1.4
BBL,1.4
RYAAY,1.4
AHCO,1.4
FSTX,1.4
ZIXI,1.4
AVDL,1.4
NVGS,1.4
CALT,1.4
PLYM,1.4
FLYW,1.4
BBCP,1.4
ROG,1.4
MIRM,1.4
ZNTL,1.4
STIM,1.4
HURN,1.4
WH,1.4
PGNY,1.4
SIOX,1.4
LOVE,1.4
HCCI,1.4
TARA,1.4
ISEE,1.5
ALDX,1.5
NLTX,1.5
AQMS,1.5
SOFI,1.5
TKC,1.5
PFMT,1.5
SLRX,1.5
ALBO,1.5
