"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Forward P/E","PEG","P/S","P/B","P/Cash","P/Free Cash Flow","Dividend Yield","Payout Ratio","EPS (ttm)","EPS growth this year","EPS growth next year","EPS growth past 5 years","EPS growth next 5 years","Sales growth past 5 years","EPS growth quarter over quarter","Sales growth quarter over quarter","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Return on Assets","Return on Equity","Return on Investment","Current Ratio","Quick Ratio","LT Debt/Equity","Total Debt/Equity","Gross Margin","Operating Margin","Profit Margin","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Average True Range","Volatility (Week)","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","Relative Strength Index (14)","Change from Open","Gap","Analyst Recom","Average Volume","Relative Volume","Price","Change","Volume","Earnings Date","Target Price","IPO Date","After-Hours Close","After-Hours Change"
1,"A","Agilent Technologies, Inc.","Healthcare","Diagnostics & Research","USA",45354.83,38.35,31.27,2.74,7.18,9.28,31.76,44.29,0.52%,24.40%,3.95,-31.60%,14.09%,12.00%,14.00%,5.70%,35.30%,25.80%,303.00,302.58,0.30%,-2.50%,90.30%,0.01%,1.44%,2.84,9.20%,19.00%,8.90%,2.10,1.60,0.55,0.58,53.90%,18.10%,14.60%,-3.10%,-6.26%,-11.63%,3.42%,27.28%,27.79%,1.00,4.31,2.97%,2.81%,-1.92%,-2.75%,2.08%,-8.61%,3.50%,-15.68%,34.63%,43.93,0.71%,-0.30%,,1535.03,1.64,151.42,0.41%,2524897,11/22/2021 4:30:00 PM,177.31,11/18/1999,152.80,0.91%
2,"AA","Alcoa Corporation","Basic Materials","Aluminum","USA",10296.28,12.51,8.56,,0.92,2.59,7.09,228.81,0.74%,0.00%,4.29,85.00%,1.88%,28.00%,,-3.70%,769.80%,31.50%,187.00,184.14,0.10%,-48.95%,77.50%,-1.59%,5.28%,1.16,5.60%,23.00%,5.60%,1.50,0.90,0.44,0.44,22.00%,12.60%,7.30%,10.10%,12.12%,10.87%,62.38%,142.25%,133.10%,2.41,2.76,5.52%,5.15%,11.80%,10.48%,30.96%,-6.67%,24.20%,-6.67%,210.58%,63.25,3.01%,-0.82%,1.80,8373.18,3.79,53.73,2.17%,31693317,10/14/2021 4:30:00 PM,59.02,10/18/2016,53.50,-0.43%
3,"AAAU","Goldman Sachs Physical Gold ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.76%,-3.80%,1.77%,0.59%,-4.82%,-5.73%,,0.16,0.75%,0.79%,0.33%,-0.07%,0.14%,-3.88%,2.44%,-8.15%,6.98%,51.18,-0.58%,0.39%,,233.82,0.47,17.85,-0.20%,110987,,,8/15/2018,17.86,0.03%
4,"AAC","Ares Acquisition Corporation","Financial","Shell Companies","USA",1221.23,43.66,,,,1.31,1356.92,,,,0.22,,,,,,,,125.00,100.00,,,67.60%,11.78%,0.07%,0.24,,,,1.70,1.70,0.00,0.00,,,,-0.10%,-0.36%,0.51%,0.20%,,-0.91%,,0.03,0.22%,0.30%,-0.18%,-0.24%,-0.05%,-0.81%,0.41%,-2.20%,2.95%,44.70,0.20%,-0.10%,,288.09,0.19,9.78,0.10%,54124,,,3/25/2021,,
5,"AACG","ATA Creativity Global","Consumer Defensive","Education & Training Services","China",39.88,,,,1.33,1.32,3.38,,,,-0.41,40.00%,-14.10%,-36.60%,25.00%,-17.20%,-61.50%,31.00%,31.19,29.64,18.70%,0.00%,17.50%,5.25%,0.08%,0.51,-17.50%,-49.20%,-48.20%,0.30,0.30,0.00,0.00,46.60%,-53.20%,-50.50%,-19.11%,-38.05%,-45.49%,-57.95%,7.63%,6.72%,1.74,0.15,12.88%,11.38%,-18.83%,-36.89%,-55.61%,-56.21%,15.09%,-93.57%,15.09%,27.95,-3.05%,0.77%,1.50,45.29,0.58,1.27,-2.31%,26250,11/10/2021 4:30:00 PM,32.50,1/29/2008,1.27,0.00%
6,"AACI","Armada Acquisition Corp. I","Financial","Shell Companies","USA",202.54,,,,,1956.00,,,,,,,,,,,,,20.71,,25.41%,0.00%,,,,0.00,,,,,,,,,,,0.20%,0.31%,,,,0.31%,,0.07,0.24%,0.38%,0.26%,0.26%,0.26%,-1.11%,4.71%,-1.11%,4.71%,,-0.20%,0.51%,,89.20,0.29,9.78,0.31%,26120,,,11/10/2021,9.85,0.72%
7,"AACIU","Armada Acquisition Corp. I","Financial","Shell Companies","USA",,,,,,2002.00,,,,,,,,,,,,,,,,,87.84%,,,0.02,,,,,,,,,,,-0.10%,0.79%,,,,2.14%,,0.06,0.31%,0.54%,0.12%,0.67%,0.85%,-4.94%,2.14%,-4.94%,2.56%,54.86,-0.50%,0.30%,,115.57,0.14,10.01,-0.20%,16748,,,8/13/2021,10.00,-0.10%
8,"AACIW","Armada Acquisition Corp. I","Financial","Shell Companies","USA",,,,,,108.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.78%,4.25%,,,,8.00%,,0.05,15.35%,7.61%,6.71%,6.71%,6.71%,-10.00%,19.97%,-10.00%,19.97%,,-5.43%,16.55%,,67.75,4.44,0.54,10.23%,300525,,,11/11/2021,0.55,1.83%
9,"AADI","Aadi Bioscience, Inc.","Healthcare","Biotechnology","USA",532.87,,,,5328.68,1.62,3.30,,,,-11.63,82.30%,48.40%,30.90%,,,-705.00%,,20.89,12.38,0.10%,0.00%,54.40%,418.41%,1.33%,1.18,-134.90%,-147.00%,-14.70%,14.00,14.00,0.04,0.04,,,,13.85%,0.98%,-11.55%,-5.23%,66.54%,75.03%,1.45,2.09,8.23%,9.89%,13.38%,3.33%,-0.84%,-20.83%,37.23%,-48.33%,79.79%,60.07,0.86%,0.43%,1.70,140.44,12.89,25.73,1.30%,1809595,,50.00,8/8/2017,25.60,-0.51%
10,"AADR","AdvisorShares Dorsey Wright ADR ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,0.31%,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.36%,-4.59%,-2.71%,-8.74%,5.43%,1.78%,,0.81,0.74%,0.88%,-1.04%,-3.50%,-4.76%,-6.61%,1.69%,-10.65%,5.97%,43.01,-0.06%,-0.67%,,2.82,0.98,61.97,-0.73%,2775,,,7/21/2010,,
