date,APTV,CRL,IDXX,INTU,WELL,portfolio
2021-07-20,84.4781741635276,692.4440505207178,338.1896742743186,692.4440505207178,692.4440505207178,2499.9999999999995
2021-07-21,86.07782617184775,692.964982280215,338.7555214414218,700.4696970890807,692.2028928527864,2510.4709198353517
2021-07-22,85.21732371219967,706.4014290424205,345.0808844165402,709.8056533012577,687.1385818262244,2533.6438722986427
2021-07-23,86.81697572051979,711.9161204274434,350.49179795196494,719.5101341007577,690.3540173986446,2559.0890455993303
2021-07-26,88.11876149280792,706.4373553706617,346.4146670247121,720.6976022154645,689.1482290589871,2550.8166151626333
2021-07-27,87.64989797312788,705.5032708363908,347.06134950140154,711.989502707615,694.3733118641701,2546.5773328827054
2021-07-28,89.53638413466405,717.84396458724,351.421404012206,712.2488348246201,687.4601253834663,2558.5107129421963
2021-07-29,92.47643420512831,728.4422314183913,355.75619748876466,715.5246089341558,690.1128597307131,2582.3123317771533
2021-07-30,92.03515089248828,730.9570743952747,342.8073913344289,721.5984400955867,683.28005913932,2570.6781158570984
2021-08-02,92.48195024653631,728.5859367313561,342.9033832645626,718.2544206921024,678.698063448621,2560.9237543831787
2021-08-03,93.29832437492038,738.7171612953721,351.46687387384816,721.8850703301712,685.2897063720826,2590.6571362463947
2021-08-04,91.41183821338421,747.824485504514,352.8865439984554,729.8970678397443,669.4536861779126,2591.4736217340105
2021-08-05,88.06360107872793,736.4358394520564,356.56455058462643,732.5449852449525,681.1096401279362,2594.7186164882996
2021-08-06,89.9942155715281,733.6335858492436,346.1772133028027,727.4811844339616,670.0967732923966,2567.382972449933
2021-08-09,91.1856805156562,735.429902261303,346.78853033154815,728.7641959601964,673.0710511968855,2575.2393602655893
2021-08-10,93.64031894221641,731.6217114677368,339.2708465400337,721.8168250362227,668.9713708420495,2555.321072828259
2021-08-11,92.74672023412033,717.1972906788985,336.13342608672025,724.6831273820665,665.1932340444556,2535.953798426261
2021-08-12,91.85312152602427,732.5019065096459,341.362460175576,731.0708868956614,663.5051303689349,2560.2935054758427
2021-08-13,90.97607094215219,738.6812349671309,339.5588223304345,736.2711782945494,674.3572254258536,2579.8445319601205
2021-08-16,90.59546408500015,747.3215169091372,341.26646824544247,739.2603221695009,675.5630137655112,2594.006785174592
2021-08-17,87.29135528160785,749.8722862142619,342.6002508536144,729.6240866639496,678.1353622234474,2587.523341236881
2021-08-18,86.37017636647177,747.4113327297403,342.00409044541635,725.6931577325066,667.9263542810129,2569.4051115551483
2021-08-19,84.35130521114358,755.0456774809934,344.41399311245425,739.9427751089876,666.2382506054922,2589.992001519071
2021-08-20,85.30558037472767,762.9853960222966,344.63123800696707,742.4678509850881,667.2832671665288,2602.6733325556083
2021-08-23,85.60896265216769,764.8894914190797,339.05865385237,752.2678751961162,667.0421094985974,2608.867092618331
2021-08-24,86.95487675571981,767.943229319581,339.78111943179647,754.3425321321555,669.373300288602,2618.395057927855
2021-08-25,86.8335238447438,777.6074116164614,341.74137568926125,756.512732479723,672.5887358610223,2635.283779491212
2021-08-26,85.06287455277565,786.1578777378649,340.19540039342564,752.4726110779621,670.9006321855016,2634.78939594753
2021-08-27,86.27640366253576,784.5411929670113,337.62382710721533,770.5712630331476,678.53729167,2657.54997843991
2021-08-30,84.4561099978956,798.7859821146436,347.0714539150998,770.0798969167173,679.5019223417261,2679.8953652860823
2021-08-31,83.94863418835955,797.3130026567547,340.3974886673911,770.8032970325731,693.5694529710651,2686.0318755161434
2021-09-01,83.51286691712751,797.1872605079107,341.9838816180198,766.7495265720225,698.7141498869375,2688.1476855020182
2021-09-02,83.33083755066349,806.6179216712233,346.298466267182,762.2043899950414,695.2575566465856,2693.709172130696
2021-09-03,82.70200883015144,807.5340430413736,347.75855404658233,766.9133152774994,687.379739494156,2692.2876606897626
2021-09-07,83.07709964589547,806.8514428047911,344.3937842850577,763.1325259927434,674.1964536472326,2671.65130637572
2021-09-08,81.65947700403935,800.2589615725324,347.44026501508677,772.8233577334536,681.4311836851782,2683.6132450102905
2021-09-09,82.15040468935139,795.7681705423835,341.81715879199834,773.0417426740893,682.3154284675938,2675.092905165416
2021-09-10,80.77691037875927,792.1755377182644,344.3634710439629,772.5367274988691,686.8170382689823,2676.669684908838
2021-09-13,81.77531387360736,774.607563208322,330.94480965265745,758.9832121206647,699.0356934441795,2645.346592299431
2021-09-14,82.64684841607144,783.625071596861,334.14790879500976,773.7514937311554,693.6498388603756,2667.821161399473
2021-09-15,85.09597080122366,790.0019948596724,334.2792661730873,778.9790832476231,688.4247560551925,2676.781071136799
2021-09-16,82.2883057245514,785.3315721883175,335.18866340593183,780.0300607744324,695.7398719824487,2678.5784740756817
2021-09-17,80.77139433735127,791.1875636916317,334.3095794141821,765.0024470469368,680.0646235668996,2651.3356080570015
2021-09-20,79.14416212199112,777.894822242391,333.33450349229884,754.8611963661654,679.4215364524156,2624.656220675262
2021-09-21,78.49326923584707,790.2894054856018,336.9165181483363,756.0213663632926,680.9488683493151,2642.669427582393
2021-09-22,80.0763731199432,801.7678673586624,339.24053329893894,766.2991076319613,677.0099597731003,2664.393841182606
2021-09-23,84.26304854861557,817.3958201435806,344.8535351083291,786.1448391122327,679.3411505631051,2711.998393475863
2021-09-24,83.30877338503149,823.2518116468948,343.3681862946831,786.8955373456679,660.0485371285831,2696.8728458008604
2021-09-27,85.05735851136764,776.8529587233965,328.40354960754206,772.0317123236491,655.9488567737471,2618.2944359397025
2021-09-28,85.06287455277565,750.3393284813973,316.69758633809386,742.0856773389756,658.4408193423728,2552.6262860536153
2021-09-29,83.09364777011946,760.0035107782777,318.06168218736053,744.6926475678146,663.9070598154875,2569.75854811906
2021-09-30,82.17246885498339,741.2858937646172,314.19674394777144,734.5923440634124,652.8941929799478,2525.141643610732
2021-10-01,84.22995230016757,748.5070857410966,315.2476029723918,740.6661752248434,664.3893751513506,2553.04019138985
2021-10-04,86.96590883853582,715.7602375492509,310.3014924670876,715.3062239935201,663.4247444796245,2491.758607328019
2021-10-05,87.20861466048784,720.9695551442236,310.6096770848848,726.1981729077266,647.6691101747648,2492.6551299720877
2021-10-06,86.98797300416781,732.5737591661283,311.8070501081301,727.917954315233,659.244678235478,2518.5314148291372
2021-10-07,90.90436240384818,748.2915277716494,314.75753890802554,733.1045966553315,657.0742592240942,2544.1322849629487
2021-10-08,91.08087572890419,734.9808231582882,311.7312670053931,724.0825687953181,655.2253837699526,2517.100918457856
2021-10-11,88.33940314912795,732.4659801814047,309.58407909451023,716.3026052851706,656.3507862202997,2503.042853930513
2021-10-12,89.9225070332241,732.9509856126608,311.170472045139,718.5410509266868,659.9681512392725,2512.5531668569834
2021-10-13,90.94849073511217,723.6101402699511,314.81311318336606,729.2965092529961,659.9681512392725,2518.636404680698
2021-10-14,92.29440483866429,729.0170526702503,318.14756970379585,741.34862816433,665.1932340444556,2546.000889421496
2021-10-15,93.07768271860037,724.8855249225135,320.89091802287675,752.7728903713362,666.4794082734237,2558.1064243087503
2021-10-18,92.55917482624832,743.692957756777,322.47731097350544,769.684074211815,660.5308524644462,2588.9443702327917
2021-10-19,91.88621777447227,741.0164463028082,323.8414068227722,780.917249595765,666.1578647161817,2603.8191852119994
2021-10-20,93.21006771239237,757.0216255342589,324.4527238515177,777.8189132504957,670.1771591817071,2622.680489530372
2021-10-21,93.50241790701641,749.4411702753675,325.988594733655,788.4788281652769,658.8427487889254,2616.253759870241
2021-10-22,92.87910522791235,755.5486460763701,329.32810346093396,805.4446082409147,642.1224838123397,2625.322946818471
2021-10-25,93.93266913684045,761.3148217590813,329.66660131982604,821.4822523188506,641.6401684764767,2648.036513011075
2021-10-26,93.3203885405524,772.1106833955591,329.3836777362745,829.726283827849,637.2993304537092,2661.840363953944
2021-10-27,93.34245270618439,772.5417993344535,323.59384868716455,835.8956584008082,652.0903340868427,2677.4640932154534
2021-10-28,94.91452450746453,788.1877152834921,329.91921166228286,839.0076438048674,655.5469273271946,2707.5760225853014
2021-10-29,95.36683990292057,805.9712477628818,336.54770704834937,853.421049886825,637.0581727857777,2728.3650173867545
2021-11-01,96.9333956627927,790.8642267374609,336.71948208122,829.9992650036437,653.2961224265003,2707.8124919116176
2021-11-02,96.31559902509667,775.9188741891254,316.9501966805506,843.0614142654179,648.8748985144224,2681.120982674613
2021-11-03,98.25172955930483,696.6294677608166,316.0963737230466,849.176192603218,656.1900144416786,2616.343778088065
2021-11-04,97.8876708263768,681.2350361094663,323.3210295173112,852.9979290643433,637.6208740109512,2593.0625395284487
2021-11-05,96.54727276423269,674.0318072971074,322.0276645639323,838.4343833356985,670.3379309603281,2601.3790589212995
2021-11-08,95.55438531079258,671.5708538125858,320.41601057905797,838.7892588642316,671.6241051892962,2597.954613755964
2021-11-09,95.13516616378456,688.7975282042369,317.9151681887356,835.4179413431676,676.6080303265478,2613.8738342264724
2021-11-10,94.55598181594449,696.2522413142841,314.46451091077563,823.4204186669925,689.3893867269186,2618.0825394349154
2021-11-11,93.22661583661638,700.6711796879506,310.73598225611323,827.3649966572252,675.3218560975797,2607.320630535485
