date,CARR,CRL,EXR,IDXX,TGT,portfolio
2021-07-20,1009.8285446211561,19.677171358736985,855.4507002361973,533.5907614909605,81.45282229294882,2500.0
2021-07-21,1020.9588554496296,19.69197354606626,839.4094242252804,534.4835430299264,81.8813285815252,2496.425124832428
2021-07-22,1028.244200600277,20.073797385820264,846.0264525163312,544.4636243119426,82.18832721993006,2520.9964020343014
2021-07-23,1050.3025291547215,20.23050865091715,859.260509098433,553.000853859922,83.47386582294241,2566.268266586936
2021-07-26,1042.4100719081869,20.07481774287148,856.0020740743405,546.5680101378222,83.41949947615704,2548.474473339378
2021-07-27,1051.5167533464962,20.04827443936658,861.2155701128885,547.5883596983232,82.62003588271804,2562.9889934797925
2021-07-28,1043.6242960999614,20.398959474392637,865.0755742894141,554.467594189906,82.31944692705724,2565.885870980731
2021-07-29,1091.58607407893,20.70012993098667,870.9406024089711,561.3069332666685,83.67533414198819,2628.2090738275447
2021-07-30,1118.0966355993417,20.771595427294596,872.9457812758119,540.8765399901508,83.48025083408238,2636.170803126681
2021-08-02,1105.1449884832064,20.704214474785594,878.7105736905983,541.0279479546883,82.26187327173945,2627.8495978750184
2021-08-03,1157.1541804347569,20.992112500728663,885.0268174054326,554.5393086306926,83.84802550201668,2701.5604444736273
2021-08-04,1154.3209906539496,21.250915551640276,880.9162239669803,556.7792415610714,83.31397409111878,2696.5813458247603
2021-08-05,1139.750300352655,20.927284777543242,881.5177931194136,562.5823702172946,83.59219083618555,2688.369939303092
2021-08-06,1140.9645245444294,20.847653309231518,879.8133988287893,546.1933824620709,83.17326699863997,2670.992226143161
2021-08-09,1138.1313347636221,20.898699202138882,878.9612404144297,547.1578784418234,83.91517173972363,2669.0643245617375
2021-08-10,1145.6190506128985,20.790482158422797,870.4893868136938,535.2966310451416,84.44602571073074,2656.6415763408872
2021-08-11,1151.2853525783864,20.380583700688558,869.3364438231175,530.3464371660089,84.10705760773862,2655.45587487594
2021-08-12,1132.8696965992656,20.815494147452355,875.5524518331812,538.5967116449518,83.74568768822758,2651.5800419130787
2021-08-13,1136.3099984759601,20.991092143677445,880.665557243149,535.7509522446436,83.63696486329849,2657.3545649707285
2021-08-16,1145.4166023181426,21.236622763938097,878.7606915429836,538.4452550274694,84.15182176620992,2668.010993418744
2021-08-17,1116.0729286130506,21.30910861729724,884.1746589910729,540.549689506294,81.71309784751719,2643.819483575232
2021-08-18,1116.477592414182,21.239174435464655,874.6000577140509,539.6090821224886,79.44445009881882,2631.370356785005
2021-08-19,1118.0966355993417,21.456119480320947,884.7761506816013,543.4114070725302,78.74813354778325,2646.488446381577
2021-08-20,1120.5250839828907,21.681743012402176,890.0898049630151,543.7541670693703,81.31199184244956,2657.362790870128
2021-08-23,1130.8459896129746,21.73585153426022,889.2877644010407,534.9618014783207,81.03282277346469,2657.864229800061
2021-08-24,1145.6190506128985,21.822630175321546,891.2929432678815,536.1016913244478,80.42956257875741,2675.2658779593066
2021-08-25,1168.4868619618596,22.09725732841068,903.4742925641775,539.194559031917,80.59000695451279,2713.8429778408777
2021-08-26,1161.201516811212,22.340234719347748,909.8406541313971,536.7553436392164,79.88727578641235,2710.0250250875856
2021-08-27,1180.224362482347,22.294293727290526,919.6157268179603,532.6979799519946,79.95786618005106,2734.7902291596433
2021-08-30,1174.3556122221032,22.699087284174624,930.6442105855847,547.6042692113064,80.01562733956,2755.318806642729
2021-08-31,1165.6536721810521,22.657229278119303,936.960454300419,537.0742150401093,79.25192276909735,2741.597493568797
2021-09-01,1171.522422441296,22.653657249541524,951.347453873097,539.5772144435774,79.05617826220178,2764.1569262697135
2021-09-02,1172.1295345371832,22.921648187305177,960.5210348691318,546.3846858414286,78.8764851009309,2780.83338853598
2021-09-03,1161.8087065032262,22.947680533385956,971.0481851890937,548.6884027825748,78.39516184230641,2782.888136850587
2021-09-07,1137.7265933663639,22.92828440263066,956.9618152688226,543.379490740674,77.88495306960661,2738.881136848098
2021-09-08,1146.6308265099174,22.74094529022995,964.4811972885234,548.1862070852884,78.97275370011246,2761.011929874072
2021-09-09,1148.047421400321,22.613330557961543,938.1133972909953,539.3141479704881,78.75776040770141,2726.8460576274674
2021-09-10,1141.976378037575,22.511238772146818,937.6622591576228,543.3316648958346,78.46896447879838,2723.9505053419775
2021-09-13,1128.0127998321673,22.012010001824695,934.6544908573616,522.1598980448886,78.00689494001018,2684.846093676252
2021-09-14,1112.632626736356,22.268259823412723,926.3778412566428,527.2137226966641,77.73093317955775,2666.2233836926334
2021-09-15,1128.4174636332987,22.449473677912074,929.3049717140399,527.42098424195,78.34061292565073,2685.9335061928514
