date,AFG,AMN,CARR,CRL,CUTR,DXC,INTU,LSI,NAVI,NET,RDNT,TGT,portfolio
2021-08-04,108.64856423291985,312.4489532966115,402.54184942824713,82.72395026873036,38.204567732950096,16.065788762638686,146.96437427283325,361.10271326212796,235.13316575052713,365.61227856239964,36.42393696932046,394.1298574606945,2500.0000000000005
2021-08-05,110.65214211483455,328.8172388800062,397.43471054563327,81.46414424748718,39.392236279967854,14.74792178495424,147.4989795965508,368.4538761871461,239.8611990000473,370.06056128490883,35.69448562814581,395.4454593758327,2529.5229549255146
2021-08-06,110.70678514797768,329.2187251301649,397.86030545251776,81.1541604315346,39.86435296946559,15.650622576027112,146.4791171328435,366.19910772695147,248.39472242601047,362.017091156536,37.10475822108345,393.45675880643773,2528.1065071775506
2021-08-09,111.47178761198148,322.3934588774664,396.86725066978727,81.35286800586317,39.156177935218984,15.391619817407046,146.736824314533,366.2299949661322,247.93345088947194,376.06269619130825,34.0216105523853,396.975229044598,2534.5929688761535
2021-08-10,112.13661118188952,324.277355897442,399.49175259557495,80.9316079482866,39.32584487050723,15.41447300199117,145.33862577557943,364.4385350936488,250.12449068803008,382.27810492686905,32.74750220980026,399.4840513013731,2545.9889554909923
2021-08-11,113.52090135484879,326.71715695609896,401.47786216103594,79.33598612642811,37.61442187107792,15.70775553748742,145.9143545857368,362.8323986562499,252.8921199072614,362.5959772642599,32.43626963756574,397.87779314916946,2528.9229972072203
2021-08-12,113.63018742113503,325.7288831095544,395.0230060732878,81.02897465970759,37.16443565140039,15.83725691679745,147.20014892842153,366.3535439228552,251.62362318178037,372.40657340568424,31.03572306251043,396.1644511201524,2533.196807453287
2021-08-13,112.78322040741655,326.3156707059402,396.2288583094605,81.71252871539791,36.677565315355835,15.703946673390064,148.24742704975537,365.30337779070976,252.20021260245358,370.94412429143466,29.722710648396077,395.6596271294598,2531.49926963917
2021-08-16,114.22215361351893,337.3102172487487,399.4208201110942,82.66831214791836,35.062041018480755,15.902007606452468,148.8505715175393,366.41531840121667,252.3155304865882,366.77005077784725,32.280653351448485,398.0919609027967,2549.30963718365
2021-08-17,114.2950109910431,330.8864372462089,389.2065423458664,82.95047690346495,34.634185268623426,14.02042874235965,146.90954295758021,368.2994399912423,254.1606166327424,365.1247955243165,30.889832794275506,386.55749760030625,2517.9348069980297
2021-08-18,113.55733004361086,330.39230032293665,389.34840731482797,82.67824752663479,35.34973712614344,13.837603265686662,146.11997201793585,366.81685251056643,253.4687093279346,356.2586977691783,30.45216198957072,375.81851452557373,2494.0985337406005
2021-08-19,112.75589889084499,325.63623243644076,389.9158671906739,83.52275471753124,35.5415345312519,13.449099127756567,148.987649805672,366.5388673579397,251.27766952937645,359.9757559345627,29.56709436227882,372.52950973772835,2489.6979336220575
2021-08-20,114.74126242837863,333.4188889779794,390.7670570044429,84.40104219606356,36.072665806936854,13.498614361022167,149.4975810375256,369.44226784093,254.85252393755025,365.49040780287885,29.71298463051375,384.66058321103725,2526.5558792352595
2021-08-23,115.09644214380897,340.7074085962457,394.31368122848033,84.61167222485186,36.00627439747624,13.738572799155461,151.4687668208739,368.7318613397728,253.92998086447312,378.34777293232327,29.605998433808136,383.3296835992114,2549.888115380481
2021-08-24,114.5135831236156,330.7320194576863,399.49175259557495,84.94947510121044,35.77021605272736,13.98234010138611,151.88822638255996,369.0407337315803,255.08315970581953,377.86028989424,29.109971521809378,380.4843120153079,2542.9060796835174
