date,CRL,HCA,IDXX,LKQ,NKE,PH,TECH,portfolio
2021-08-04,305.53317217297877,81.25167875369324,839.3768466290625,260.87832393231264,117.51275852806876,839.3768466290626,56.070373354821385,2499.9999999999995
2021-08-05,300.88019647799985,81.51452284185721,848.1253626115667,258.96352568087536,118.83961527620643,830.7424897726967,56.51940730786263,2495.585119969065
2021-08-06,299.73530025021324,81.8627912586745,823.4180152763624,260.46431349956947,118.11775020597608,826.0201392590207,55.50244352218309,2465.1207532719995
2021-08-09,300.469208088538,81.37652969557114,824.8720955426852,258.75652046450375,117.41650985203803,822.2199045261217,55.20578098765456,2460.3165491571126
2021-08-10,298.9133234712895,78.76451656944148,806.9905134245996,260.82657262821976,117.76025512357629,826.3554540883941,53.416571149058335,2443.0272064545793
2021-08-11,293.0200435295417,78.92879412454397,799.527837016447,262.275609142821,117.07276458049978,819.0344136470741,53.32191617695195,2423.1813782178797
2021-08-12,299.27293831206856,79.38220017662687,811.9656310300347,260.723070020034,116.64652044379234,815.234178914175,53.43504041190836,2436.65957930864
2021-08-13,301.79758127590577,79.523478874015,807.6754933847683,258.7047691604109,117.36151060859193,810.7353716200813,53.82520358961515,2429.6234085133888
2021-08-16,305.32767797824783,80.61428183989557,811.7373043766452,258.96352568087536,117.82212927245318,827.3334556740666,55.03724896414808,2456.835623786332
2021-08-17,306.36982710866897,80.19701684993522,814.9098431395314,256.531214388509,116.66027025465387,819.9844723302987,54.641314141800656,2449.2939582133977
2021-08-18,305.36437337016406,79.35920131891251,813.4918144500596,259.2740335054328,115.39528765539308,810.903029034768,54.27192888480015,2438.05966821953
2021-08-19,308.48348168304426,80.67670731083452,819.2240151693652,260.46431349956947,113.18844301211746,795.0314604444252,54.8560193224322,2431.924440441788
2021-08-20,311.7273543284397,81.60651827271462,819.7407544375625,261.1370804527772,114.69404730145504,796.4844913717102,55.266960420845265,2440.6572065855044
2021-08-23,312.50529663706396,81.70837035687816,806.4857913486859,259.79154654636176,116.01402914416195,815.0385785970406,55.31890522261097,2446.8625178528036
2021-08-24,313.75293996221603,81.65251598814332,808.2042498452493,263.2071326164932,116.19277668536184,827.2496269667233,56.769896685266104,2467.029138749453
2021-08-25,317.70136413240317,82.50675927467628,812.8669204513092,268.3822630257833,116.09652800933114,839.8239330682272,57.66334727563609,2495.0411152373667
2021-08-26,321.194765442829,82.16177640896105,809.1896596125093,264.24215869835126,114.10280543440923,844.0712542402908,56.85069971023496,2491.8131195475858
2021-08-27,320.5342483883368,82.42790604822709,803.0729087401265,266.72622129481044,114.7421716394704,845.4963422651279,57.060787575154,2490.060585951253
2021-08-30,326.35413754625205,82.9634508778612,825.5450583105702,266.8814752070892,115.05154238385482,837.2252431405831,58.30977147538698,2512.330678941598
2021-08-31,325.7523331188258,82.79917332275872,809.6703473038557,270.03830475675613,112.79657340256385,823.6729354534066,57.53752542247029,2482.2671927806373
2021-09-01,325.700959570143,82.69403568749313,813.4437456809248,266.00170303750986,112.67282510481007,816.156294694952,58.25320935790878,2474.9227731337414
2021-09-02,329.553975721348,82.89445430471817,823.7064278911703,262.6896195755642,112.06095852147199,818.6990988177006,58.878855636953396,2488.4833904689262
2021-09-03,329.92826871889366,82.78931666945257,827.1793964611479,260.5160648036624,111.80658702053367,804.9232479109418,59.14550561935064,2476.288387203983
2021-09-07,329.6493837403302,82.51990147908448,819.1759464002305,260.46431349956947,111.35971816753393,804.895305008494,59.27132747251644,2467.335895767759
2021-09-08,326.95594197367836,83.27229268145389,826.4223133472774,260.5160648036624,110.03973632482703,798.9434667871154,58.53140262958729,2464.681218547602
2021-09-09,325.12117237786646,84.52737320243695,813.0471783355641,260.25730828319786,111.8409615476875,799.6699822507579,58.57757578671235,2453.0415517842234
2021-09-10,323.653356701217,84.01482723051717,819.1038432465286,259.7397952422688,112.00595927802586,788.6325357838822,59.57145299382936,2446.7217704762693
2021-09-13,316.4757380424009,84.3400967896201,787.1861805411284,261.0853291486843,109.22162257856598,803.8334747154781,57.93461457374584,2420.0770563896235
2021-09-14,320.15995539079114,83.3511459079031,794.8050804489686,261.9133500141707,108.69912976582783,793.2431146877669,58.77612036235013,2420.9478965777785
2021-09-15,322.765328216844,84.09039490586431,795.1175274483438,269.8830508444774,108.12163770964357,805.6777062770319,61.052457008615775,2446.708102410821
