date,COF,CRL,DXC,HCA,portfolio
2021-08-04,268.14734561213436,1128.56626941134,641.9284940411701,461.3578909353558,2500.0000000000005
2021-08-05,271.474068144132,1111.3792930041727,589.2714862321978,462.8503547960443,2434.975202176547
2021-08-06,278.1106262917212,1107.150320891368,625.3400147025055,464.8278694114567,2475.428831297051
2021-08-09,278.53279920187316,1109.8612004508582,614.9912386013201,462.06681126918284,2465.452049523234
2021-08-10,286.01370316976636,1104.1141357847391,615.9043659043658,447.2354516535901,2453.2676565124616
2021-08-11,292.5151659861069,1082.3457729220331,627.6228329601198,448.16824156652046,2450.65201343478
2021-08-12,296.50047825794167,1105.442466768889,632.7972210107124,450.7427417262083,2485.4829077637514
2021-08-13,297.85143157042796,1114.7678924535353,627.4706450762789,451.54494105132835,2491.6349101515702
2021-08-16,297.1590679977787,1127.8072231346828,635.3844150360088,457.738666073186,2518.0893722416563
2021-08-17,290.3874145189409,1131.6566721091588,560.2036004185745,455.36937969434285,2437.617066741017
2021-08-18,288.276549968181,1127.9427671126573,552.8985819942084,450.612151138398,2419.7300502134444
2021-08-19,281.7075394862161,1139.4640052404905,537.3754178424305,458.09312624009954,2416.6400888092367
2021-08-20,281.91018248308905,1151.4460928934368,539.3538603323628,463.3727171472853,2436.0828528561738
2021-08-23,283.80151712056994,1154.3196252264963,548.9416970143434,463.95104689330213,2451.013886254712
2021-08-24,284.98360126899547,1158.9281204776296,558.6817215801649,463.63389832290585,2466.2273416496955
2021-08-25,291.4850640853361,1173.5126525076867,566.2911157722128,468.4844058701437,2499.7732382353793
2021-08-26,287.61796022834386,1186.4164392108596,558.6817215801649,466.52554705298996,2499.2416680723586
2021-08-27,294.60914362046077,1183.9766476073185,568.4217461459863,468.03666671193713,2515.0442040857024
2021-08-30,276.82722064485915,1205.4739225140754,552.1376425750036,471.0775618280901,2505.5163475620284
2021-08-31,278.1444001245334,1203.2510012752934,558.8339094640058,470.1447719151597,2510.3740827789925
2021-09-01,270.9505737355435,1203.0612397061293,530.5269630695872,469.5477863708843,2474.0865628821443
2021-09-02,268.23178019416474,1217.2933573934524,542.3976180091821,470.6857900646594,2498.6085456614583
2021-09-03,263.5372174332747,1218.6759059687924,548.1807575951386,470.0888045203839,2500.4826855175897
2021-09-07,262.99683610828015,1217.6457717361861,547.5720060597747,468.5590290631781,2496.773642967419
2021-09-08,259.0790715020697,1207.6968437528574,538.5929209131581,472.8312068643992,2478.2000430324842
2021-09-09,261.05484072158106,1200.919644854132,540.1147997515677,479.9577217991871,2482.047007126468
2021-09-10,260.70021547705335,1195.4978857351516,523.0697567613802,477.0474172708444,2456.31527524443
2021-09-13,266.34044555668385,1168.985483643338,547.5720060597747,478.8943412984465,2461.792276558243
2021-09-14,258.72444625754207,1182.5940990319787,538.4407330293172,473.27894602260574,2453.0382243414438
2021-09-15,266.3066717238717,1192.2177214681687,543.9194968475917,477.4765006307924,2479.9203906704247
2021-09-16,268.41753627463163,1185.1694346134943,547.7241939436158,487.1402041287509,2488.451368960493
2021-09-17,267.421208206673,1194.006901977432,547.2676302920928,481.74867843201343,2490.4444189082114
2021-09-20,262.0511687895397,1173.946393237205,532.3532176756787,474.84603307632875,2443.1968127787522
2021-09-21,262.2706987028187,1192.651462197687,525.0481992513127,476.3571527352759,2456.327512887094
2021-09-22,267.4887558722973,1209.973982582829,529.3094599988596,480.8345443173417,2487.6067427713274
2021-09-23,278.22883470656376,1233.5586347503934,535.396975352498,475.77882298925914,2522.9632677987142
2021-09-24,278.46525153624884,1242.3961021143311,531.592278256474,477.2526310516891,2529.706262958743
2021-09-27,284.4938806932192,1172.3740830927009,540.4191755192496,475.81613458577635,2473.103273890946
