rank,my_score,ticker,company,sentiment_score,analyst_score,relative_strength,returns_multiple,current_price,1yr_target,est_g/l,52_week_low,52_week_high,20_day_ma,50_day_ma,200_day_ma,adj_analyst_recom,in_russell_3k
2,77.16666666666667,NOTV,"Inotiv, Inc.",25.0,1.0,100,7.25,51.8,64.5,24.52,$5.11,$56.14,39.4,34.47,25.67,106.5,True
3,77.0,SKIN,The Beauty Health Company,50.0,1.7,92,2.01,29.49,30.0,1.73,$9.71,$30.00,26.86,26.41,17.24,89.0,True
4,75.5,HCCI,"Heritage-Crystal Clean, Inc",46.0,1.4,84,1.52,35.35,38.4,8.63,$16.80,$36.29,32.08,30.12,28.59,96.5,True
5,75.0,SGH,"SMART Global Holdings, Inc.",51.0,1.7,85,1.55,56.22,72.0,28.07,$26.38,$58.39,50.84,48.81,47.35,89.0,True
6,74.5,OPCH,"Option Care Health, Inc.",56.0,1.6,76,1.32,27.93,28.44,1.83,$14.31,$28.21,25.73,25.69,21.25,91.5,True
7,74.16666666666667,BNED,"Barnes & Noble Education, Inc.",43.0,2.0,98,3.35,10.47,12.0,14.61,$2.31,$12.01,10.7,10.22,8.43,81.5,True
9,73.33333333333333,BPOP,"Popular, Inc.",51.0,1.7,80,1.41,83.16,98.75,18.75,$42.68,$85.59,81.4,78.01,73.85,89.0,True
10,73.0,GDEN,"Golden Entertainment, Inc.",34.0,1.7,96,2.5,53.0,62.4,17.74,$13.58,$54.86,50.98,48.97,38.65,89.0,True
12,72.16666666666667,PDCE,"PDC Energy, Inc.",32.0,1.8,98,3.18,52.88,64.06,21.14,$11.13,$55.40,51.28,46.83,39.95,86.5,True
13,71.16666666666667,AJX,Great Ajax Corp.,55.0,2.0,77,1.34,14.31,17.4,21.59,$7.73,$14.57,14.17,13.86,12.58,81.5,True
16,71.0,DAR,Darling Ingredients Inc.,44.0,1.7,80,1.42,83.88,97.33,16.03,$42.11,$85.98,77.84,75.35,71.39,89.0,True
18,70.83333333333333,FANG,"Diamondback Energy, Inc.",29.0,1.8,97,3.05,111.81,125.62,12.35,$24.57,$116.11,109.67,94.15,82.09,86.5,True
19,70.33333333333333,AGO,Assured Guaranty Ltd.,36.0,1.7,86,1.58,56.31,58.0,3.0,$25.93,$56.95,53.61,50.08,46.41,89.0,True
21,70.16666666666667,CARE,"Carter Bankshares, Inc.",41.0,2.0,88,1.71,16.09,16.5,2.55,$6.95,$16.28,14.88,14.15,13.15,81.5,True
22,69.83333333333333,KOS,Kosmos Energy Ltd.,31.0,2.0,97,2.74,3.71,5.72,54.18,$0.98,$4.24,3.67,3.0,2.91,81.5,True
23,69.83333333333333,DVN,Devon Energy Corporation,25.0,1.8,98,3.16,41.97,45.52,8.46,$9.30,$44.03,40.3,35.02,27.17,86.5,True
24,69.83333333333333,PRFT,"Perficient, Inc.",23.0,1.6,95,2.29,131.33,149.83,14.09,$41.59,$134.84,125.52,121.05,84.42,91.5,True
25,69.83333333333333,LOVE,The Lovesac Company,18.0,1.4,95,2.44,80.28,101.43,26.35,$22.89,$95.51,74.88,68.55,66.42,96.5,True
26,69.66666666666667,AKR,Acadia Realty Trust,46.0,2.3,89,1.73,22.74,24.29,6.82,$9.34,$23.00,22.21,21.39,20.5,74.0,True
27,69.66666666666667,TH,Target Hospitality Corp.,12.0,1.3,98,3.22,4.1,5.5,34.15,$0.93,$4.70,3.9,3.88,3.16,99.0,True
28,69.66666666666667,ASIX,AdvanSix Inc.,19.0,1.5,96,2.49,49.64,54.0,8.78,$14.65,$50.48,45.59,41.05,32.33,94.0,True
29,69.5,RWT,"Redwood Trust, Inc.",50.0,1.6,67,1.18,13.44,15.61,16.15,$8.13,$14.10,13.71,13.09,11.47,91.5,True
31,69.33333333333333,ESTE,"Earthstone Energy, Inc.",31.0,2.1,98,3.27,11.02,16.61,50.73,$2.41,$13.15,10.53,9.5,8.77,79.0,True
32,69.16666666666667,CNXC,Concentrix Corporation,13.0,1.0,88,1.7,183.97,208.67,13.43,$80.00,$187.22,181.84,175.91,153.5,106.5,True
33,69.16666666666667,THRY,"Thryv Holdings, Inc.",21.0,1.6,95,2.38,31.9,44.5,39.5,$8.81,$37.26,30.11,29.82,27.68,91.5,True
34,69.0,NOG,"Northern Oil and Gas, Inc.",19.0,1.7,99,5.13,23.76,31.0,30.47,$3.35,$27.87,24.82,21.12,16.7,89.0,True
35,68.83333333333333,KE,"Kimball Electronics, Inc.",11.0,1.0,89,1.74,30.6,33.0,7.84,$12.25,$30.61,28.76,26.72,23.72,106.5,True
37,68.66666666666667,LPLA,LPL Financial Holdings Inc.,30.0,1.7,87,1.63,173.01,202.11,16.82,$76.13,$176.96,170.7,158.67,144.1,89.0,True
38,68.5,SMPL,The Simply Good Foods Company,45.0,2.2,84,1.52,39.88,41.45,3.94,$19.03,$40.36,36.94,35.86,34.02,76.5,True
41,68.0,EVC,Entravision Communications Corporation,12.0,1.5,98,3.45,8.72,10.5,20.41,$1.86,$8.76,7.79,7.44,5.38,94.0,True
42,68.0,TBBK,"The Bancorp, Inc.",14.0,1.5,96,2.56,32.0,34.0,6.25,$8.84,$32.32,30.58,26.98,23.58,94.0,True
43,67.83333333333333,AVID,"Avid Technology, Inc.",38.0,2.4,94,2.24,28.88,42.5,47.16,$9.37,$40.48,29.22,27.96,27.43,71.5,True
45,67.83333333333333,TITN,Titan Machinery Inc.,20.0,1.2,82,1.48,30.46,37.33,22.55,$15.10,$35.24,27.97,27.44,27.18,101.5,True
47,67.66666666666667,KRG,Kite Realty Group Trust,40.0,2.1,84,1.54,21.87,24.65,12.71,$10.20,$23.14,21.46,21.0,20.26,79.0,True
48,67.66666666666667,SKY,Skyline Champion Corporation,45.0,2.5,89,1.73,70.1,70.17,0.1,$26.28,$74.05,63.02,62.82,51.64,69.0,True
50,67.5,RMNI,"Rimini Street, Inc.",30.0,2.2,96,2.65,11.3,11.62,2.83,$3.10,$11.52,10.3,9.95,8.31,76.5,True
51,67.5,KFY,Korn Ferry,15.0,1.4,91,1.9,79.98,97.75,22.22,$30.36,$80.64,75.8,74.14,66.49,96.5,True
52,67.33333333333333,EVRI,Everi Holdings Inc.,17.0,1.5,91,1.87,24.04,31.38,30.53,$9.00,$26.61,24.51,23.61,19.75,94.0,True
53,67.33333333333333,WIRE,Encore Wire Corporation,14.0,1.5,94,2.16,139.0,160.0,15.11,$46.26,$142.68,116.49,100.35,80.18,94.0,True
54,67.16666666666667,WASH,"Washington Trust Bancorp, Inc.",52.0,2.2,73,1.28,56.58,58.75,3.84,$32.65,$57.13,55.0,53.28,51.49,76.5,True
55,66.83333333333333,LNG,"Cheniere Energy, Inc.",23.0,1.6,86,1.62,105.64,116.82,10.58,$47.84,$113.40,105.3,97.22,83.12,91.5,True
56,66.83333333333333,PGNY,"Progyny, Inc.",16.0,1.4,88,1.67,61.35,71.67,16.82,$25.39,$66.61,59.83,58.71,54.03,96.5,True
57,66.66666666666667,PXD,Pioneer Natural Resources Company,28.0,1.9,88,1.68,189.83,222.73,17.33,$77.10,$196.64,190.35,170.72,156.12,84.0,True
58,66.66666666666667,URI,"United Rentals, Inc.",41.0,2.3,85,1.57,381.27,381.8,0.14,$178.85,$391.66,359.66,352.89,323.22,74.0,True
59,66.5,AMTX,"Aemetis, Inc.",14.0,1.8,99,4.43,21.6,30.83,42.73,$1.96,$27.44,19.68,16.23,14.04,86.5,True
60,66.5,OLN,Olin Corporation,17.0,1.8,96,2.55,61.05,71.19,16.61,$17.27,$61.39,53.61,50.67,43.09,86.5,True
62,66.33333333333333,CLH,"Clean Harbors, Inc.",41.0,1.9,74,1.3,107.25,118.5,10.49,$58.62,$118.89,110.88,105.9,94.13,84.0,True
63,66.33333333333333,STWD,"Starwood Property Trust, Inc.",39.0,1.9,76,1.32,25.73,28.36,10.22,$14.02,$27.01,25.48,25.31,24.73,84.0,True
64,66.16666666666667,TRTX,"TPG RE Finance Trust, Inc.",50.0,2.0,67,1.18,13.0,14.42,10.92,$7.86,$14.55,12.96,12.72,12.39,81.5,True
