date,CARR,CRL,EXR,TGT,portfolio
2021-07-21,569.5131136984961,267.15136022172965,792.2464064553745,871.0891196243997,2500.0
2021-07-22,573.5770380956122,272.3313772432202,798.4916507112832,874.3551569068908,2518.7552229570065
2021-07-23,585.8816980757692,274.4574022216087,810.9821392231007,888.0313271348743,2559.3525666553533
2021-07-26,581.4790700274151,272.3452199275762,807.9067824734572,887.4529543363516,2549.1840267648
2021-07-27,586.5589755238102,271.9851199294971,812.8273532728869,878.9478085807656,2550.3192573069596
2021-07-28,582.1563907602679,276.74269203863344,816.4704794393314,875.7500127793128,2551.1195750175457
2021-07-29,608.910516423137,280.8285241137922,822.0059753694219,890.1746345739451,2601.9196504802962
2021-07-30,623.6986857570871,281.79806149931227,823.8984913523358,888.0993586421248,2617.4945972508604
2021-08-02,616.4739745581369,280.8839371189547,829.3393834161709,875.1375717337179,2601.8348668269805
2021-08-03,645.48579271237,284.78970862813924,835.3007429636791,892.0115902566012,2657.5878345607894
2021-08-04,643.9054209538588,288.30076286142014,831.4211071315958,886.3303294798253,2649.9576204267
2021-08-05,635.7775721596266,283.9102226594755,831.9888765483968,889.2901199927954,2640.9667913602943
2021-08-06,636.4548928924793,282.829901531369,830.3802452738834,884.8334263465276,2634.498466044259
2021-08-09,634.8744778491564,283.5224161588152,829.5759661914436,892.7261310565187,2640.698991255934
2021-08-10,639.0512457502696,282.05428853004827,821.5801117520043,898.3734810665633,2641.0591270988853
2021-08-11,642.2120758369153,276.49339691701005,820.491947961164,894.7673912347138,2633.9648119498033
2021-08-12,631.9393780553164,282.3936139346588,826.3587036424168,890.9229811537001,2631.6146767860923
2021-08-13,633.8584967498773,284.7758659437833,831.1845243563231,889.7663405435485,2639.585227593532
2021-08-16,638.9383589614608,288.10685961109,829.3866853492987,895.2435067985731,2651.6754107204224
2021-08-17,622.5698611538111,289.090239680966,834.4964638812394,869.299408044001,2615.455972760017
2021-08-18,622.7955481618053,288.1414768889146,825.4598206937214,845.1646009255409,2581.561446669982
2021-08-19,623.6986857570871,291.08466405556095,835.0641601884064,837.756830678497,2587.6043406795516
2021-08-20,625.0533272227925,294.14558800777564,840.0792617444578,865.0322682346787,2624.3104452097045
2021-08-23,630.8105534520403,294.8796518221591,839.3222845951458,862.0623464864467,2627.074836355792
2021-08-24,639.0512457502696,296.0569351423653,841.2148005780597,855.644602648927,2631.9675841196217
2021-08-25,651.8074961704733,299.782667219445,852.7117291652924,857.3514270765878,2661.6533196317982
2021-08-26,647.7435284885456,303.07902247505785,858.7203906459284,849.8755203353996,2659.4184619449316
2021-08-27,658.3548433517592,302.4557635371301,867.9462415659574,850.6264915875022,2679.383340042349
2021-08-30,655.0811697611163,307.9473994606499,878.3550794719838,851.2409798775283,2692.624628571278
2021-08-31,650.2270378423387,307.37953239401537,884.316439019492,843.116359118901,2685.039368374747
2021-09-01,653.5007547177934,307.3310724318348,897.8950913221497,841.033996571742,2699.76091504352
2021-09-02,653.839371799408,310.96677422592734,906.5532459350117,839.1222902206256,2710.4816821809727
2021-09-03,648.082188854972,311.31994231489386,916.4889182904926,834.0017644441964,2709.8928139045547
2021-09-07,634.6487042715388,311.05680450891447,903.1940044769676,828.5739420293072,2677.473455286728
2021-09-08,639.6157229791252,308.5152665272844,910.2909028580777,840.146437370669,2698.568329735156
2021-09-09,640.4059305007866,306.7839799586689,885.4046028103323,837.8592453935013,2670.453758663289
2021-09-10,637.0193268365232,305.3989507037765,884.9788123025485,834.7868564368181,2662.183946279666
2021-09-13,629.2301384087174,298.62615849270736,882.1400383281776,829.8712125838445,2639.8675478134464
2021-09-14,620.6507424592501,302.1025743142944,874.3284201661448,826.9353590826847,2624.017096022374
2021-09-15,629.4558687015233,304.56101392204994,877.0910870116346,833.4213968946895,2644.5293665298973
2021-09-16,621.6667235585292,302.760471663916,871.3753027243678,843.0138919104497,2638.8163898572625
2021-09-17,620.8765160368677,305.01807611222875,857.8954946467313,842.0580912283384,2625.8481780241664
2021-09-20,607.5559182422433,299.89345096203147,858.1812802056129,826.5940466905995,2592.224696100487
2021-09-21,583.5109889411615,304.6718187985057,856.1331138121442,823.760660397891,2568.0765819497024
2021-09-22,593.6708432187634,309.0969762782749,853.4657088196149,825.3309493700283,2581.564477686681
2021-09-23,603.8306542115536,315.1218619906046,844.0346391572526,828.4032333398177,2591.3903886992284
2021-09-24,599.6538430256287,317.37944530504814,822.1716417998199,824.2044399984275,2563.4093701289244
2021-09-27,591.1872905801586,299.4918017770151,807.2629059277753,814.4412362931777,2512.3832345781266
2021-09-28,586.5589755238102,289.27027911307096,816.1224044723741,796.8948292082798,2488.8464883175347
2021-09-29,596.60585644298,292.9960111901506,819.3137131013696,805.1218121884644,2514.0373929229645
2021-09-30,584.3012397476347,285.78002060712794,800.1658613273972,780.9528318360383,2451.1999535181985
2021-10-01,592.2033149642492,288.56392180126875,804.6908358978403,779.7579759965053,2465.2160486598636
2021-10-04,590.7358299945467,275.93937253473155,801.6423834934689,771.1213341563033,2439.4389201790505
2021-10-05,596.2672393613653,277.9476607275517,799.6894789529606,776.8222274822394,2450.7266065241174
2021-10-06,593.896616796381,282.42132043724,812.264262872655,774.3302060750631,2462.912406181339
2021-10-07,602.250195883419,288.4808234273943,821.314285123175,784.5372418742962,2496.5825463082847
2021-10-08,581.366226523418,283.3492875019536,814.8364060122237,781.3965589431278,2460.9484789807234
2021-10-11,578.5440135183869,282.3797712503028,821.0761670455905,780.7821231465487,2462.782074960829
2021-10-12,567.8198118663645,282.5667425915203,841.4625691273177,785.9709428974631,2477.8200664826654
2021-10-13,572.673943785142,278.96565807525235,856.2283756651047,808.1941486517007,2516.0621261772
2021-10-14,598.4120883487321,281.0501338667036,874.9952531368687,826.42333800111,2580.8808133534144
2021-10-15,603.1533334787009,279.457358677125,871.5181589489916,838.7809778285404,2592.909828933358
2021-10-18,609.3620635783722,286.7079876718416,877.2339432362585,865.8857066952324,2639.1897011817045
2021-10-19,609.249220074375,285.67612650591565,873.852184010976,860.9017163743267,2629.679246965593
2021-10-20,609.8136540184189,291.8464343725256,881.1398254269088,859.6727922877216,2642.472706105575
2021-10-21,613.2002576826823,288.9240217993479,881.7589909163355,867.7974130463489,2651.6806834447148
2021-10-22,617.0383652173691,291.2785673058911,885.6171325160547,873.6689625683276,2667.6030276076426
2021-10-25,616.3610011997048,293.5015544763793,897.7156071709462,888.7576264669092,2696.3357893139396
2021-10-26,606.5399371429643,297.6635530162999,892.0474172553427,883.2273368435687,2679.4782442581754
2021-10-27,600.1053901808639,297.8297708979181,875.757421070187,875.7513776089336,2649.4439597579026
2021-10-28,615.7189575883549,303.8615673854911,922.1507476679477,881.4863391819418,2723.2176118237353
2021-10-29,590.9408701473793,310.71745797043474,940.10786283473,886.2655525662859,2728.03174351883
2021-11-01,590.2619911613068,304.89340741754785,938.7266025216189,880.4622970187924,2714.344298119266
2021-11-02,592.8643173231062,299.131701778936,962.3519076040049,888.4503298284492,2742.7982565344964
2021-11-03,587.999191062167,268.5640959792033,949.8723855372712,888.9623509100239,2695.3980234886653
2021-11-04,599.3134079819243,262.6292405498607,947.3003155073362,889.0648181184753,2698.3077821575966
2021-11-05,597.2768575933303,259.8522712648325,926.913913425609,868.0022424763575,2652.0452847601296
2021-11-08,603.499655256791,258.903508472781,940.3936483936117,864.7933705575978,2667.5901826807817
2021-11-09,620.1315411433907,265.5447423477951,941.7273874446932,871.0404057056278,2698.444076641507
2021-11-10,618.0949907547968,268.41867382492296,939.0599824521639,867.2512187308081,2692.824865762692
2021-11-11,616.6241295697848,270.12225389095727,944.9662904453519,873.9421384662685,2705.6548123723624
2021-11-12,634.9531263519423,267.2483224138293,942.918197161517,887.6309071215205,2732.7505530488093
2021-11-15,630.2011898734935,266.2995807556471,952.3015993425821,902.3440853940509,2751.146455365774
2021-11-16,636.5370907498212,273.3424426818083,946.8239331328996,912.4831946729275,2769.186661237457
2021-11-17,634.9531263519423,272.2275042758771,958.6842897102067,869.3578332504591,2735.222753588485
2021-11-18,645.1359215797238,268.3563500445171,968.4011449314506,863.3634490626115,2745.256865618303
2021-11-19,646.6067827647357,263.0724600556835,962.9234787217681,858.7391963336713,2731.3419178758586
2021-11-22,638.2342449301907,259.5891123249839,952.1586700083243,837.7417125657747,2687.7237398292737
2021-11-23,620.8103768446515,256.2165694707399,954.4926950703086,853.5326337976869,2685.052275183387
2021-11-24,630.0880000910031,261.43120377005505,973.2119781704092,852.0939458970595,2716.825127928527
2021-11-26,626.5806318022088,259.8868885426571,946.8715275045629,844.5924748472055,2677.9315226966346
