date,CRL,IDXX,INTU,NKE,TGT,WELL,portfolio
2021-07-21,380.55937643282897,361.07290233837693,389.7294818890417,229.82576799633196,716.4144887666208,422.3979825767997,2500.0
2021-07-22,387.9383435264795,367.81498334727536,394.9238498861598,233.5423560277412,719.1023516643274,419.307624557715,2522.6295090096983
2021-07-23,390.9668768122425,373.58237053619723,400.3232587252695,237.3593923843236,730.334789247375,421.2697566333243,2553.8364443387327
2021-07-26,387.9580733850187,369.2366362117715,400.9839458827977,235.55132253120564,729.8538032551538,420.53395710497085,2544.1177383709182
2021-07-27,387.44509706300016,369.925922449103,396.13890672759095,234.80513497277596,722.8653597211168,423.722421727836,2534.9028426614227
2021-07-28,394.222303471206,374.57321950236127,396.283194727511,236.08226367854982,720.2340834107302,419.5038377652759,2540.8989025556343
2021-07-29,400.0426117402618,379.1935913119737,398.10577998965766,238.2634273108826,732.1172667479594,421.12259672765356,2568.845273828389
2021-07-30,401.4237018380039,365.3917114191569,401.485156829888,238.99526510857325,730.3913758346952,416.95306606698375,2554.640277097301
2021-08-02,400.1215311744185,365.4940273450108,399.6246010414466,240.77463544021316,719.724804124849,414.1570278592405,2539.8966269851785
2021-08-03,405.6853512824652,374.62168494092356,401.64463304032586,244.30467658201496,733.6168113119431,418.17939861423963,2578.0525557719125
2021-08-04,410.68687042214543,376.1348836338153,406.1023728273264,245.28046031226913,728.9484178580316,408.51589814186366,2575.6689031954515
2021-08-05,404.43250526522775,380.055199108638,407.5756292475617,248.04996413490227,731.3816411127976,415.6286269159475,2587.123565785075
2021-08-06,402.8935762991723,368.98353892150135,404.7582161964932,246.54323925730392,727.7035129369885,408.9083245569855,2559.7904081684446
2021-08-09,403.8800692261309,369.63512981772874,405.47206209083396,245.07956366192266,734.2109704788046,410.72329672692416,2569.001092002345
2021-08-10,401.7887042209786,361.62217730875045,401.6066625140312,245.79705169887424,738.8510706390559,408.2215783305222,2557.8872447122126
2021-08-11,393.86716601750084,358.278062047947,403.2014246184096,244.36207562497108,735.8802748047486,405.91607314168124,2541.5050762552587
2021-08-12,402.2720857551883,363.8515874826194,406.75546587959565,243.47239045915111,732.711425914821,404.8859538019864,2553.948909293362
2021-08-13,405.66562142392604,361.9291250863121,409.64881998325353,244.96476557601045,731.7777472240385,411.5081495571679,2565.4942288507086
2021-08-16,410.41065240259695,363.7492715567655,411.3119290349625,245.92619954552555,736.2763809159898,412.2439490855214,2579.9183825413616
2021-08-17,411.81147235887823,365.17092442126165,405.9504907221475,243.5010899806292,714.9432374962972,413.8136547460088,2555.190869725223
2021-08-18,410.4599770489449,364.53548867122174,403.7633884075714,240.86073400464736,695.0813453469284,407.5838854059492,2522.284818885263
2021-08-19,414.65257198851907,367.1041569150273,411.69163429790973,236.25446080741816,688.9982872100135,406.5537660662543,2525.2548772851424
2021-08-20,419.0128707256762,367.3357140103808,413.0965437708145,239.39705840926615,711.4348690824486,407.19145899082736,2557.4685149894135
2021-08-23,420.0585532282524,361.39600526212604,418.54911134673677,242.1522124711602,708.9733525340226,407.04429908515664,2558.1735339274546
2021-08-24,421.735591204082,362.1660672303948,419.70341534609634,242.52530625037502,703.7107999132496,408.46684483997336,2558.3080247841713
2021-08-25,427.0429231511194,364.2554661373058,420.91087808226854,242.3244096000286,705.0971713025931,410.4289769155827,2570.059825188898
2021-08-26,431.7386294834425,362.6076412261853,418.6630229256209,238.1629789857094,698.9575265783579,409.3988575758878,2559.5286567752037
2021-08-27,430.8507858491797,359.86665142304685,428.7328064989816,239.49750673443936,699.5799790388794,414.05892125546,2572.5866507999867
2021-08-30,438.6736747599616,369.9366925465613,428.45941870965964,240.14324596769575,700.0892583247607,414.6475608781428,2591.9498511867823
2021-08-31,437.86475055985557,362.82304317535136,428.8619062883837,235.43652444529334,693.4120410209844,423.23188870893364,2581.630154198802
2021-09-01,437.79569605496846,364.5139484763051,426.6064570264771,235.1782287519908,691.6861501077201,426.3713000299086,2582.15178044737
2021-09-02,442.9747839215012,369.112780091001,424.07761997524847,233.90110004621698,690.1300189564162,424.2620080486285,2584.4583110390126
2021-09-03,443.47789531425013,370.669059173726,426.6975862895844,233.3701588988728,685.9143182010658,419.4547844633857,2579.583802340885
2021-09-07,443.1030280020059,367.08261672011065,424.5940191328568,232.43742445083572,681.4439778027748,411.4100429533874,2560.071109061971
2021-09-08,439.48259896006766,370.3298011037894,429.98583386670754,229.68227038894165,690.9505244725583,415.8248401235084,2576.2558689155726
2021-09-09,437.01636664267113,364.3362418682431,430.1073395508506,233.44190770256796,689.0831670909937,416.36442644430093,2570.3494492996274
2021-09-10,435.0433807887539,367.05030642773573,429.82635765626964,233.7863019603047,686.5650639552474,419.111411350154,2571.382822138465
2021-09-13,425.3954799630985,352.7476170031078,422.2854111341376,227.9746488609969,682.5191229618575,426.5675132374695,2537.489793160668
2021-09-14,430.3476744564308,356.1617378973902,430.50223302431573,226.8840670448305,680.0858997070916,423.28094201082394,2547.262554140883
2021-09-15,433.84972434713393,356.30174916434817,433.41077533849153,225.6786871427518,685.4333322088447,420.0924773879587,2554.766745589529
2021-09-16,431.2848427370415,357.2710579355956,433.9955214434303,225.23384455984183,693.3271611400041,424.55632785996994,2565.668755675883
2021-09-17,434.5008096789266,356.3340594567231,425.6344115533322,223.54057279263608,692.5349489175222,414.9909339913744,2547.5357363905146
2021-09-20,427.20076201943283,355.2947450519967,419.99199134593624,220.44102447300523,679.8029667704909,414.59850757625253,2517.329997237114
2021-09-21,434.0075632154473,359.1127446009656,420.63749029294655,221.54595604991064,677.4829166903651,415.53052031216697,2528.317191161802
2021-09-22,440.31125301871293,361.58986701637554,426.3558515529319,225.00424838801732,678.7844081987283,413.12690851954557,2545.1725366943115
2021-09-23,448.893741483253,367.5726561544635,437.39768059943754,228.06074742543106,681.3025113344746,414.54945427436235,2577.776791271422
2021-09-24,452.1097084251381,365.9894518280928,437.81535638867945,213.7827354900945,677.8507295079461,402.7766618207063,2550.324643460657
