date,AMTB,EVC,INVE,MCB,OAS,STKS,portfolio
2021-10-15,92.92525406471434,623.4268371379168,105.53005517580527,1290.423533620038,252.55460710361487,135.13971289791115,2500.0
2021-10-18,94.34721663647737,635.8128007896635,104.88871229904622,1301.465377889462,256.9396472081826,139.36897611087343,2532.8227309337053
2021-10-19,94.73825634371221,629.2069535087319,106.75443703143614,1291.8957795226277,254.97230489099812,131.30386951871282,2508.871600816219
2021-10-20,94.98709979377074,644.0701098908279,106.9876526229849,1295.8708434596203,259.0492070422719,126.38612159666364,2527.351034406139
2021-10-21,94.20502037930108,630.0326844188484,104.36397721806155,1360.7968877638345,260.73211432564653,122.64863317590628,2572.779317281598
2021-10-22,94.56051102224184,633.3356080593142,102.14842909834852,1401.5780992655743,263.22092087148224,119.40291954735383,2614.246487864315
2021-10-25,95.84027733682856,644.8958408009444,103.13959536243067,1434.409182893329,271.1851018181565,126.87789638886856,2676.3478946005575
2021-10-26,94.5960600865359,658.1075353628075,105.93818246101557,1368.74701563782,284.2928162928913,129.73019018365707,2641.411800024727
2021-10-27,94.20502037930108,638.2899935200129,108.911681253262,1295.1347205083255,276.6130703800268,129.0417054745702,2542.1961915154984
2021-10-28,94.84490353659443,645.7215717110608,109.49472023213386,1317.6600828179508,284.2928162928913,131.30386951871282,2583.3179641093443
2021-10-29,94.38276570077146,655.6303426324582,111.71026835184689,1337.682627093173,285.85720897884516,130.02525505898004,2615.288467816075
2021-11-01,97.19114178000345,696.9168881382805,113.634296982124,1371.3970582624818,291.5459096550411,136.41832735764393,2707.1036221755753
2021-11-02,95.09374698665297,698.5683499585134,114.80037493986772,1377.2860418728412,293.5369548917097,136.02490752388002,2715.3103761734646
2021-11-03,97.04894552282714,717.5601608911916,129.95938839053588,1444.862128801717,291.1666629432947,144.09001411604066,2824.687300665607
2021-11-04,96.62235675129823,726.6432009024726,138.41345358417772,1451.1927861828535,284.4350338097962,136.61503727452592,2833.921868505124
