Company,Recommendations
AZN,1.5
MSFT,1.6
SKLZ,1.7
RIOT,1.7
AUPH,1.7
BABA,1.7
MARA,1.7
UBER,1.8
RBLX,1.8
ET,1.8
BBD,1.8
GM,1.8
EDU,1.8
NVDA,1.9
MU,1.9
ZI,1.9
GOLD,1.9
WISH,1.9
ZNGA,1.9
BKR,1.9
AAPL,2.0
NIO,2.0
PAYO,2.0
BEKE,2.0
FCX,2.0
VALE,2.0
NVAX,2.0
CMCSA,2.0
SRNE,2.0
DKNG,2.1
COIN,2.1
PCG,2.1
SIRI,2.1
KGC,2.1
DAL,2.1
SNAP,2.1
C,2.1
SDC,2.2
HBAN,2.2
NLY,2.2
ELAN,2.2
BAC,2.2
WFC,2.2
TAL,2.2
CLF,2.3
SQ,2.3
PBR-A,2.3
MRO,2.3
PLUG,2.3
CVX,2.3
APA,2.3
ITUB,2.3
IQ,2.3
AMD,2.3
BP,2.3
CSCO,2.3
PBR,2.4
VTRS,2.4
TTD,2.4
NCLH,2.4
FEYE,2.4
BNTX,2.5
UAL,2.5
CCL,2.5
MRNA,2.5
F,2.5
XOM,2.6
SPCE,2.6
WRI,2.6
NKLA,2.6
AUY,2.6
QS,2.6
PFE,2.6
TLRY,2.7
OXY,2.7
VIAC,2.7
VZ,2.7
NOK,2.7
TSLA,2.8
T,2.8
INTC,2.8
X,2.9
SWN,2.9
KMI,3.0
MVIS,3.0
ABEV,3.1
PLTR,3.2
CLOV,3.3
FCEL,3.3
M,3.4
AAL,3.4
RIG,3.5
CS,3.5
AMC,3.6
LUMN,3.6
SOFI,6.0
MVST,6.0
HOOD,6.0
DIDI,6.0
SRNG,6.0
