Company,Recommendations
ATRC,1.4
ITGR,1.5
TPTX,1.5
HI,1.5
ITCI,1.5
IHRT,1.6
RCKT,1.6
ONEM,1.6
ARNA,1.7
BHVN,1.7
ALLO,1.7
MED,1.7
HRC,1.7
SGRY,1.7
ASO,1.7
HAYW,1.8
CRCT,1.8
INSM,1.8
PLTK,1.8
RVNC,1.8
FANG,1.8
WPM,1.9
FUN,1.9
GTES,1.9
TMX,1.9
ZI,1.9
PAAS,2.0
MSGE,2.0
SEM,2.0
APLE,2.0
FOUR,2.0
EAF,2.0
CHGG,2.0
MPLN,2.0
OMCL,2.0
MTCH,2.1
NTLA,2.1
MTDR,2.1
DRI,2.1
SIRI,2.1
ALRM,2.1
BOOT,2.1
MANH,2.1
BLMN,2.2
ROLL,2.2
CARG,2.2
EAT,2.2
CWH,2.2
ELAN,2.2
GDOT,2.3
OVV,2.3
APD,2.3
AG,2.3
SSRM,2.3
MCFE,2.3
MGY,2.3
IFS,2.4
SEAS,2.4
TTD,2.4
RLJ,2.5
BODY,2.5
CAR,2.5
REZI,2.6
SM,2.6
AUY,2.6
HL,2.6
PEB,2.6
ICL,2.6
CDLX,2.6
FOLD,2.6
RHP,2.7
TRIP,2.8
TRQ,3.0
TEO,3.3
HMY,4.0
VMEO,6.0
DRKTF,6.0
TKGBY,6.0
FNMAS,6.0
SWIM,6.0
BABWF,6.0
PSLV,6.0
KHOTF,6.0
KL,6.0
LNNGF,6.0
LSPD,6.0
LYEL,6.0
HIPO,6.0
CIAFF,6.0
RLLCF,6.0
HEI-A,6.0
NESRF,6.0
NS-PB,6.0
CRVL,6.0
GOFPY,6.0
GLBE,6.0
PHJMF,6.0
PRVA,6.0
NABL,6.0
AAGH,6.0
