Company,Recommendations
GOOG,1.5
MSFT,1.6
TMO,1.7
ADBE,1.7
GOOGL,1.7
AMZN,1.7
UNH,1.8
COP,1.8
MA,1.8
MDLZ,1.8
LOW,1.8
GM,1.8
DHR,1.8
ABT,1.8
FB,1.8
V,1.8
PYPL,1.8
CRM,1.9
WMT,1.9
DIS,1.9
COF,1.9
JNJ,1.9
NVDA,1.9
TGT,1.9
BMY,1.9
BLK,1.9
MDT,1.9
MET,1.9
TMUS,1.9
AMT,1.9
NKE,1.9
MCD,2.0
FDX,2.0
MS,2.0
NEE,2.0
NFLX,2.0
LIN,2.0
AAPL,2.0
UNP,2.0
ABBV,2.0
RTX,2.0
QCOM,2.0
AVGO,2.0
PM,2.0
CMCSA,2.0
ACN,2.1
MRK,2.1
LLY,2.1
C,2.1
COST,2.1
KO,2.1
HD,2.1
GE,2.1
CVS,2.1
DD,2.2
SBUX,2.2
MO,2.2
BAC,2.2
HON,2.2
BK,2.2
EMR,2.2
BRK-B,2.2
LMT,2.2
GS,2.2
EXC,2.2
CHTR,2.2
USB,2.2
WFC,2.2
CSCO,2.3
CVX,2.3
PEP,2.3
JPM,2.3
UPS,2.3
BIIB,2.3
GD,2.4
GILD,2.4
AMGN,2.4
AIG,2.4
TXN,2.4
SPG,2.4
F,2.5
PG,2.5
BA,2.5
AXP,2.5
XOM,2.6
PFE,2.6
CAT,2.6
BKNG,2.6
SO,2.6
DOW,2.7
VZ,2.7
IBM,2.7
T,2.8
ORCL,2.8
TSLA,2.8
KHC,2.8
INTC,2.8
CL,2.8
WBA,2.9
MMM,3.0
DUK,6.0
