Company,Recommendations
QFIN,1.4
AMRC,1.5
IGMS,1.6
ABCL,1.6
NOVA,1.7
RSI,1.7
RNG,1.7
RIOT,1.7
AUPH,1.7
CHPT,1.7
FUBO,1.7
NTES,1.7
MARA,1.7
KC,1.7
IMAB,1.7
FUTU,1.8
ADCT,1.8
RUN,1.8
RBLX,1.8
TIGR,1.8
FVRR,1.9
WISH,1.9
CRNC,1.9
LESL,1.9
SAVA,2.0
EXPI,2.0
BEKE,2.0
PDD,2.0
NVAX,2.0
OLO,2.1
COIN,2.1
TSN,2.1
MP,2.1
RUBY,2.2
LU,2.2
HIMX,2.2
KLIC,2.2
BLDP,2.2
SGMS,2.2
SAGE,2.2
TAL,2.2
PLUG,2.3
W,2.3
COMP,2.3
SAFM,2.4
FEYE,2.4
VTRS,2.4
HHR,2.4
BNTX,2.5
BE,2.5
MRNA,2.5
QS,2.6
GKOS,2.6
NKLA,2.6
SPCE,2.6
INO,2.6
CRTX,2.7
LMND,2.8
DLO,2.8
BYND,2.8
JKS,2.8
APPN,2.9
FSLY,3.0
PLTR,3.2
CLOV,3.3
FCEL,3.3
GME,4.0
ADGI,6.0
TCEHY,6.0
SHCR,6.0
AHCHY,6.0
SFRGF,6.0
VSCO,6.0
VTEX,6.0
SSEZY,6.0
TIAJF,6.0
WEBR,6.0
TCCPY,6.0
BFLY,6.0
ANAT,6.0
CIHKY,6.0
GCPEF,6.0
HLKHF,6.0
HYZN,6.0
CFLT,6.0
KNBE,6.0
LAW,6.0
YMM,6.0
ALBHF,6.0
BLND,6.0
MPNGF,6.0
MQ,6.0
MVST,6.0
COOK,6.0
PROSF,6.0
PTRA,6.0
PYCR,6.0
ARVL,6.0
MKTW,6.0
ZH,6.0
