Company,Recommendations
VVR,1.0
PETQ,1.3
GSL,1.3
QNST,1.3
NCNA,1.4
VIVO,1.5
MRSN,1.5
DNMR,1.5
LRN,1.6
ARAY,1.6
KNSA,1.6
LX,1.6
BTRS,1.6
PRPL,1.7
RC,1.7
MCS,1.7
INN,1.7
ATEN,1.7
BRBR,1.8
TPB,1.8
DAO,1.8
AUDC,1.8
BZUN,1.8
HARP,1.9
MCRB,1.9
NGM,1.9
DEA,1.9
MOD,2.0
IMAX,2.0
MX,2.0
OEC,2.0
PERI,2.0
ACRE,2.0
KOS,2.0
PRIM,2.0
APPH,2.0
PRVB,2.0
COE,2.0
RAAS,2.0
AZRE,2.0
CEIX,2.0
TLYS,2.0
BGFV,2.0
COLL,2.1
TGP,2.1
DX,2.2
PRAA,2.2
SAND,2.2
BRKL,2.2
ETH,2.3
EPAY,2.3
NTGR,2.4
REAL,2.4
KN,2.4
DHT,2.4
AVID,2.4
CHMA,2.4
CNK,2.5
CEQP,2.5
CBD,2.5
SEAC,2.5
SFL,2.5
FGEN,2.5
BRMK,2.5
GVA,2.7
LLNW,2.7
HMST,2.7
MTW,2.7
HMLP,2.8
DBI,2.8
BIG,2.8
BEST,2.8
SSYS,2.9
SVC,3.0
CANG,3.0
CENX,3.0
LL,3.0
FSM,3.0
PEI,3.0
LTRPA,3.0
NFH,3.0
WPG,3.0
HA,3.0
MFGP,3.0
HYLN,3.0
DHC,3.3
PBF,3.3
TCS,3.3
GSKY,3.5
YPF,3.6
ORPH,4.0
KNDI,6.0
VAL,6.0
DMYI,6.0
LITB,6.0
NCV,6.0
GSAH,6.0
GILT,6.0
IMKTA,6.0
SPOK,6.0
