date,DVN,portfolio
2022-01-24,2500.0,2500.0
2022-01-25,2651.5619894201945,2651.5619894201945
2022-01-26,2678.9778064031343,2678.9778064031343
2022-01-27,2676.39146069828,2676.39146069828
2022-01-28,2666.5630707640917,2666.5630707640917
2022-01-31,2615.869945111931,2615.869945111931
2022-02-01,2718.8081616995883,2718.8081616995883
2022-02-02,2753.9830157970923,2753.9830157970923
2022-02-03,2742.085470368809,2742.085470368809
2022-02-04,2734.843623465005,2734.843623465005
2022-02-07,2720.3599296573952,2720.3599296573952
2022-02-08,2647.941065968292,2647.941065968292
2022-02-09,2696.0478459155984,2696.0478459155984
2022-02-10,2701.220734650836,2701.220734650836
2022-02-11,2798.9860625032557,2798.9860625032557
2022-02-14,2703.2896928194027,2703.2896928194027
2022-02-15,2659.838414071047,2659.838414071047
2022-02-16,2785.5367491171655,2785.5367491171655
2022-02-17,2857.955612806269,2857.955612806269
2022-02-18,2833.6435290644717,2833.6435290644717
2022-02-22,2724.498043320057,2724.498043320057
2022-02-23,2770.018477562509,2770.018477562509
2022-02-24,2728.6363543082475,2728.6363543082475
2022-02-25,2855.369267101414,2855.369267101414
2022-02-28,3080.3846979577597,3080.3846979577597
2022-03-01,3064.8664264031027,3064.8664264031027
2022-03-02,3033.8298832937894,3033.8298832937894
2022-03-03,3044.175266113208,3044.175266113208
2022-03-04,3081.419275704807,3081.419275704807
2022-03-07,3097.9721250065118,3097.9721250065118
2022-03-08,3076.7637745058573,3076.7637745058573
2022-03-09,3048.830767312158,3048.830767312158
2022-03-10,3133.146979104016,3133.146979104016
2022-03-11,3033.312495757501,3033.312495757501
