Company,Recommendations
LFC,1.0
VVR,1.0
TEF,1.0
BCS,1.0
BBVA,1.0
PRDO,1.3
QFIN,1.4
BLDR,1.5
FBP,1.5
JEF,1.5
ASX,1.5
VIVO,1.5
SBSW,1.6
ORCC,1.6
TDS,1.7
ASO,1.7
JBL,1.7
FLWS,1.7
SLM,1.7
NOMD,1.8
NAVI,1.8
WGO,1.8
GM,1.8
FLEX,1.8
ET,1.8
FHN,1.9
ACGL,1.9
CI,1.9
DHI,1.9
COF,1.9
BMRN,2.0
BGFV,2.0
SEM,2.0
VALE,2.0
ORN,2.0
KGC,2.1
BJ,2.1
TPX,2.1
DGX,2.1
FL,2.1
TGNA,2.1
TX,2.2
NYCB,2.2
LEN,2.2
TD,2.2
CB,2.2
AGI,2.2
PHM,2.2
GS,2.2
WFC,2.2
ADS,2.2
DFS,2.2
BAC,2.2
TPH,2.2
LPX,2.2
ENB,2.3
TMHC,2.3
SSRM,2.3
KNX,2.3
KBH,2.3
DKS,2.3
CIG,2.3
BXMT,2.4
FE,2.4
VIRT,2.4
SC,2.4
IRWD,2.4
GGB,2.5
WERN,2.5
CBD,2.5
OZK,2.5
NUE,2.5
VSH,2.5
AN,2.6
GFI,2.6
FSLR,2.6
HPQ,2.6
UMC,2.7
VIAC,2.7
ZION,2.7
KEY,2.7
PGR,2.7
PFG,2.7
AU,2.8
IVZ,2.8
WRB,2.8
SHLX,2.9
FSM,3.0
GNW,3.0
HSBC,3.0
SPWH,3.0
BCC,3.0
ELP,3.0
SPWR,3.1
MUFG,6.0
HUT,6.0
NCV,6.0
GILT,6.0
SMFG,6.0
FOX,6.0
