no,ticker,company,sector,industry,country,market_cap,pe,forward_pe,peg,ps,pb,pcash,pfree_cash_flow,dividend_yield,payout_ratio,eps_ttm,eps_growth_this_year,eps_growth_next_year,eps_growth_past_5_years,eps_growth_next_5_years,sales_growth_past_5_years,eps_growth_quarter_over_quarter,sales_growth_quarter_over_quarter,shares_outstanding,shares_float,insider_ownership,insider_transactions,institutional_ownership,institutional_transactions,float_short,short_ratio,return_on_assets,return_on_equity,return_on_investment,current_ratio,quick_ratio,lt_debtequity,total_debtequity,gross_margin,operating_margin,profit_margin,performance_week,performance_month,performance_quarter,performance_half_year,performance_year,performance_ytd,beta,average_true_range,volatility_week,volatility_month,20day_simple_moving_average,50day_simple_moving_average,200day_simple_moving_average,50day_high,50day_low,52week_high,52week_low,relative_strength_index_14,change_from_open,gap,ar,average_volume,relative_volume,price,change,volume,earnings_date,target_price,ipo_date,afterhours_close,afterhours_change,analyst_recom,rs_rating,returns_multiple,current_price,day_ma_20,day_ma_50,day_ma_200,low_52_week,high_52_week,sentiment_score,est_gl,my_score,in_russell_3k
23,AAWW,"Atlas Air Worldwide Holdings, Inc.",Industrials,Airports & Air Services,USA,2634.42,5.37,7.07,0.54,0.69,1.01,,3.57,,0.00%,17.07,218.90%,-26.13%,115.40%,10.00%,12.00%,40.70%,25.50%,29.02,27.18,0.30%,-45.02%,,1.16%,15.51%,8.29,8.20%,20.50%,7.80%,0.8,0.8,0.64,0.9,57.00%,16.90%,13.20%,-2.30%,5.11%,8.88%,39.46%,72.31%,-2.68%,1.12,2.73,3.11%,2.82%,1.52%,3.87%,21.08%,-5.69%,15.06%,-5.69%,82.40%,53.35,-4.34%,-0.02%,2.0,508.2,1.67,91.6,-4.36%,849125,11/3/2021 8:30:00 AM,105.57,7/21/2004,91.59,-0.01%,69.0,92,1.37,91.6,90.42,88.38,75.83,50.22,97.13,27.0,15.25,62.666666666666664,True
79,ACLS,"Axcelis Technologies, Inc.",Technology,Semiconductor Equipment & Materials,USA,2292.41,31.03,19.18,1.55,3.96,4.6,8.46,23.27,,0.00%,2.26,190.80%,36.73%,24.70%,20.00%,9.50%,155.80%,60.10%,33.54,32.69,2.40%,-6.81%,89.40%,0.91%,2.96%,2.35,11.80%,15.70%,9.80%,4.2,2.7,0.09,0.09,43.20%,16.40%,13.40%,-4.32%,10.62%,52.99%,90.53%,134.59%,-5.86%,1.52,3.45,4.75%,4.99%,2.56%,10.60%,46.18%,-9.55%,43.30%,-9.55%,146.71%,54.36,-6.29%,-0.11%,1.8,411.49,1.11,70.19,-6.39%,456626,11/3/2021 4:30:00 PM,79.33,7/11/2000,70.05,-0.20%,75.0,98,1.87,70.19,68.51,63.88,48.19,28.45,77.6,20.0,13.02,64.33333333333333,True
345,AMN,"AMN Healthcare Services, Inc.",Healthcare,Medical Care Facilities,USA,5582.97,25.82,19.33,1.33,1.72,5.43,40.75,25.6,,0.00%,4.59,-38.10%,-13.35%,-2.40%,19.35%,10.30%,181.60%,59.10%,47.74,46.88,0.30%,-20.16%,96.70%,-0.06%,2.03%,1.84,8.50%,23.70%,7.60%,1.4,1.4,0.81,0.81,33.30%,10.40%,6.80%,-2.78%,6.63%,0.35%,22.91%,65.80%,-3.04%,0.27,4.43,3.58%,3.77%,1.17%,5.87%,17.92%,-8.14%,25.96%,-8.14%,73.00%,53.17,-1.17%,-0.52%,1.7,515.3,0.71,118.61,-1.68%,365360,11/4/2021 4:30:00 PM,133.33,11/13/2001,118.6,-0.01%,78.0,91,1.32,118.61,117.55,112.47,100.81,69.13,129.12,16.0,12.41,61.666666666666664,True
367,AMTB,Amerant Bancorp Inc.,Financial,Banks - Regional,USA,969.63,23.22,17.22,,3.94,1.55,4.53,23.71,0.18%,0.00%,1.47,-103.50%,19.91%,-16.20%,,4.60%,900.60%,-0.80%,37.13,18.1,1.00%,-10.59%,40.80%,6.68%,1.55%,2.78,0.70%,7.00%,21.20%,,,0.15,0.15,,,22.70%,-2.19%,10.96%,32.96%,64.54%,96.36%,-1.56%,1.42,1.5,4.20%,4.60%,2.10%,10.61%,38.56%,-7.38%,32.28%,-7.38%,149.54%,57.75,-1.68%,0.44%,2.2,101.17,0.76,34.01,-1.25%,76910,1/20/2022 8:30:00 AM,34.0,8/29/2018,34.01,-0.01%,63.0,95,1.57,34.01,33.48,30.89,24.63,13.63,36.72,14.0,-0.03,57.333333333333336,True
382,ANET,"Arista Networks, Inc.",Technology,Computer Hardware,USA,40743.9,54.08,38.44,2.96,14.7,10.59,12.03,44.56,,0.00%,2.46,-24.90%,24.78%,36.70%,18.27%,22.60%,32.20%,23.70%,307.46,225.42,0.10%,-89.33%,65.90%,0.95%,1.74%,1.74,15.50%,21.90%,17.90%,5.1,4.4,0.0,0.0,63.90%,30.80%,28.30%,-8.62%,9.45%,50.66%,43.88%,86.31%,-7.37%,1.19,4.39,2.94%,3.28%,-2.71%,3.76%,36.09%,-10.38%,38.05%,-10.38%,103.22%,47.5,-3.77%,-0.22%,2.3,2248.62,0.99,133.15,-3.97%,2225265,11/1/2021 4:30:00 PM,135.51,6/6/2014,136.47,2.49%,59.0,94,1.49,133.15,137.2,129.06,98.15,65.52,148.57,16.0,1.77,56.333333333333336,True
438,APTS,"Preferred Apartment Communities, Inc.",Real Estate,REIT - Residential,USA,956.28,,,,2.05,0.92,17.51,8.77,3.76%,,-3.06,-154.30%,34.00%,-48.80%,7.00%,35.70%,-15.10%,-12.30%,52.45,51.51,0.40%,-0.13%,53.00%,5.49%,1.97%,2.06,-3.80%,-11.90%,-2.10%,,,2.24,2.24,73.50%,22.60%,-33.40%,7.94%,37.39%,50.36%,90.49%,145.78%,3.16%,1.23,0.7,4.27%,4.27%,17.69%,29.60%,58.77%,-3.32%,53.21%,-3.32%,164.63%,77.88,0.16%,-0.43%,2.3,492.35,1.72,18.63,-0.27%,847654,11/8/2021 4:30:00 PM,14.75,4/1/2011,18.64,0.05%,59.0,98,1.96,18.63,16.08,14.5,11.78,7.04,19.27,16.0,-20.83,57.666666666666664,True
448,AQUA,Evoqua Water Technologies Corp.,Industrials,Pollution & Treatment Controls,USA,5458.66,109.3,48.59,6.77,3.73,9.52,37.34,52.79,,0.00%,0.42,-56.00%,20.41%,32.00%,16.14%,5.20%,-16.00%,11.00%,121.25,119.12,0.30%,-31.33%,,-0.63%,1.94%,3.01,2.80%,9.60%,3.70%,1.7,1.3,1.26,1.3,31.50%,4.20%,3.50%,-3.19%,-0.63%,20.65%,41.99%,59.43%,-2.50%,1.83,1.68,4.06%,3.26%,-1.23%,0.80%,25.47%,-7.70%,13.92%,-7.70%,107.18%,48.59,-3.33%,1.51%,2.2,769.18,0.98,45.58,-1.87%,756265,11/16/2021 8:30:00 AM,49.2,11/2/2017,45.58,0.00%,63.0,89,1.27,45.58,46.05,45.29,36.43,22.0,49.38,13.0,7.94,55.0,True
570,ATKR,Atkore Inc.,Industrials,Specialty Industrial Machinery,USA,4955.99,8.87,12.66,0.34,1.69,5.77,8.6,9.75,,0.00%,12.22,293.10%,-13.35%,67.10%,25.85%,14.00%,283.90%,93.50%,45.96,45.86,0.90%,-14.58%,96.00%,-1.12%,2.29%,2.63,30.50%,90.50%,38.10%,2.7,2.2,0.88,0.0,38.40%,27.70%,19.70%,-4.57%,0.02%,24.41%,59.68%,129.66%,-2.45%,2.41,4.31,4.21%,3.61%,-0.50%,2.31%,25.13%,-8.46%,20.16%,-8.46%,157.83%,50.18,-3.97%,0.29%,2.2,399.19,1.19,108.47,-3.69%,474935,11/18/2021 8:30:00 AM,126.25,6/10/2016,108.47,0.00%,63.0,97,1.83,108.47,108.8,106.32,86.9,43.19,118.49,15.0,16.39,58.333333333333336,True
685,AZO,"AutoZone, Inc.",Consumer Cyclical,Specialty Retail,USA,41738.3,19.7,17.41,1.41,2.76,,43.43,14.44,,0.00%,103.26,32.30%,10.52%,18.50%,14.00%,6.60%,38.10%,16.30%,20.99,20.52,0.20%,-68.47%,95.00%,-0.02%,2.12%,2.76,15.90%,-126.70%,63.10%,0.8,0.2,,,52.60%,20.40%,15.10%,-3.33%,8.19%,22.25%,32.30%,65.41%,-2.97%,0.88,50.68,2.45%,2.66%,0.29%,6.08%,24.41%,-3.60%,15.08%,-3.60%,82.96%,55.04,-1.97%,-0.25%,2.2,158.08,1.24,2034.03,-2.22%,196754,12/7/2021 8:30:00 AM,2177.35,4/2/1991,2034.03,0.00%,63.0,91,1.32,2034.03,2028.71,1921.66,1638.53,1111.71,2110.0,17.0,7.05,57.0,True
822,BFS,"Saul Centers, Inc.",Real Estate,REIT - Retail,USA,1264.7,36.95,,4.86,5.29,4.95,106.28,27.73,4.09%,146.90%,1.46,-20.50%,,-2.50%,7.60%,2.00%,55.10%,2.60%,23.69,12.98,0.60%,-27.72%,46.50%,-0.09%,1.13%,4.1,2.00%,14.50%,3.80%,,,4.41,4.41,74.00%,23.90%,14.40%,1.66%,3.14%,17.68%,21.67%,62.36%,1.55%,1.08,1.35,2.08%,2.26%,3.39%,5.64%,17.16%,-2.88%,19.04%,-2.88%,81.59%,60.11,-2.02%,0.51%,2.3,35.94,1.23,53.84,-1.52%,44114,11/4/2021 4:30:00 PM,54.33,8/19/1993,53.83,-0.01%,59.0,90,1.29,53.84,52.13,51.12,46.03,29.65,55.44,13.0,0.91,54.0,True
