no,ticker,company,sector,industry,country,market_cap,pe,forward_pe,peg,ps,pb,pcash,pfree_cash_flow,dividend_yield,payout_ratio,eps_ttm,eps_growth_this_year,eps_growth_next_year,eps_growth_past_5_years,eps_growth_next_5_years,sales_growth_past_5_years,eps_growth_quarter_over_quarter,sales_growth_quarter_over_quarter,shares_outstanding,shares_float,insider_ownership,insider_transactions,institutional_ownership,institutional_transactions,float_short,short_ratio,return_on_assets,return_on_equity,return_on_investment,current_ratio,quick_ratio,lt_debtequity,total_debtequity,gross_margin,operating_margin,profit_margin,performance_week,performance_month,performance_quarter,performance_half_year,performance_year,performance_ytd,beta,average_true_range,volatility_week,volatility_month,20day_simple_moving_average,50day_simple_moving_average,200day_simple_moving_average,50day_high,50day_low,52week_high,52week_low,relative_strength_index_14,change_from_open,gap,ar,average_volume,relative_volume,price,change,volume,earnings_date,target_price,ipo_date,afterhours_close,afterhours_change,analyst_recom,rs_rating,returns_multiple,current_price,day_ma_20,day_ma_50,day_ma_200,low_52_week,high_52_week,sentiment_score,est_gl,my_score,in_sp1500
2,AA,Alcoa Corporation,Basic Materials,Aluminum,USA,10366.25,13.09,8.61,,0.93,2.71,7.14,230.36,0.71%,0.00%,4.29,85.00%,3.85%,28.00%,,-3.70%,769.80%,31.50%,187.0,184.17,0.10%,-49.91%,77.60%,0.28%,8.01%,1.8,5.60%,23.00%,5.60%,1.5,0.9,0.44,0.44,22.00%,12.60%,7.30%,-7.11%,-1.02%,12.44%,51.67%,189.74%,-5.66%,2.42,3.17,5.57%,4.73%,-6.46%,5.26%,26.88%,-12.68%,29.94%,-12.68%,224.91%,45.76,-6.27%,-2.09%,1.8,8176.61,1.33,56.21,-8.23%,10855129,1/19/2022 4:30:00 PM,62.85,10/18/2016,56.28,0.12%,75.0,99,2.53,56.21,59.94,53.58,44.43,17.3,64.37,11.0,11.81,61.666666666666664,True
1349,CENX,Century Aluminum Company,Basic Materials,Aluminum,USA,1423.69,,4.18,,0.73,4.48,24.72,,,,-2.92,-51.40%,396.90%,-20.30%,,-3.80%,10.60%,48.00%,90.1,49.84,0.90%,0.00%,57.80%,0.35%,8.11%,3.14,-18.60%,-64.00%,-9.10%,1.1,0.4,1.03,1.22,2.80%,-1.20%,-13.50%,-5.19%,3.05%,3.05%,27.92%,38.74%,-3.99%,2.61,0.9,5.98%,4.98%,-5.86%,4.97%,13.35%,-13.11%,28.85%,-18.88%,75.88%,46.16,-3.93%,-2.65%,2.0,1288.91,1.7,15.9,-6.47%,2192720,11/3/2021 4:30:00 PM,18.0,3/29/1996,15.9,0.00%,69.0,88,1.21,15.9,16.84,15.18,14.03,9.04,19.6,8.0,13.21,55.0,True
1635,COP,ConocoPhillips,Energy,Oil & Gas E&P,USA,105178.48,24.62,10.61,,2.91,2.5,10.01,18.26,1.84%,51.00%,3.36,-139.20%,32.70%,6.80%,-1.80%,-8.60%,526.20%,158.20%,1332.29,1317.86,0.10%,-10.42%,80.40%,0.11%,1.13%,1.93,5.90%,11.60%,-3.50%,1.9,1.8,0.42,0.45,46.70%,17.70%,12.90%,-1.08%,17.36%,11.21%,49.89%,94.31%,14.60%,1.55,2.49,3.56%,2.80%,5.37%,11.11%,30.37%,-7.17%,25.57%,-7.17%,108.94%,59.96,-2.81%,-0.61%,1.8,7739.75,1.35,82.72,-3.40%,10449655,2/3/2022 8:30:00 AM,92.73,1/13/1978,82.5,-0.27%,75.0,97,1.69,82.72,79.15,74.73,63.77,39.7,89.11,13.0,12.1,61.666666666666664,True
2180,DVN,Devon Energy Corporation,Energy,Oil & Gas E&P,USA,30758.35,26.67,8.79,1.07,3.45,3.47,13.25,11.18,0.95%,26.40%,1.73,3855.60%,55.22%,26.40%,25.00%,-18.20%,535.60%,224.80%,671.0,640.77,0.20%,-7.73%,90.50%,-1.79%,2.61%,1.54,6.70%,16.70%,-31.00%,1.2,1.2,0.76,0.76,42.90%,16.00%,13.40%,-7.09%,11.64%,20.07%,88.58%,175.70%,4.70%,3.0,2.21,5.05%,4.18%,-1.73%,6.02%,43.51%,-11.29%,29.73%,-11.29%,204.72%,49.45,-1.87%,-3.35%,1.8,10865.79,1.56,46.12,-5.16%,16958437,11/2/2021 4:30:00 PM,52.55,3/17/1992,46.15,0.07%,75.0,99,2.26,46.12,47.12,44.13,33.35,16.11,51.99,30.0,13.94,68.0,True
2259,ECPG,"Encore Capital Group, Inc.",Financial,Mortgage Finance,USA,1784.5,6.5,7.34,0.5,1.23,1.39,11.28,,,0.00%,9.88,25.30%,-19.66%,21.00%,13.00%,5.70%,55.20%,-7.10%,30.23,28.76,0.60%,-33.70%,,-0.07%,15.71%,10.6,6.60%,23.80%,9.40%,,,2.0,2.0,77.60%,40.10%,21.50%,0.45%,7.78%,22.59%,40.12%,112.50%,3.46%,1.4,1.94,4.37%,2.92%,3.67%,7.10%,28.00%,-5.42%,16.60%,-5.42%,119.99%,59.96,1.39%,-0.67%,2.2,426.14,0.93,64.26,0.71%,397247,11/3/2021 4:30:00 PM,69.0,7/9/1999,64.26,0.00%,63.0,98,1.86,64.26,62.18,60.11,50.33,29.21,67.94,18.0,7.38,59.666666666666664,True
2432,EOG,"EOG Resources, Inc.",Energy,Oil & Gas E&P,USA,56853.94,19.46,10.09,0.26,3.66,2.69,13.24,11.27,2.98%,31.00%,5.17,-122.20%,15.25%,33.90%,74.16%,4.80%,,105.70%,585.09,583.05,0.30%,1.90%,88.00%,-0.32%,0.87%,1.18,8.30%,14.40%,-1.60%,2.1,2.0,0.23,0.24,60.80%,26.20%,19.40%,-1.34%,16.54%,13.28%,42.01%,90.08%,13.28%,1.94,3.42,3.81%,3.35%,4.71%,10.78%,25.65%,-6.82%,24.74%,-6.82%,108.22%,60.34,-1.86%,-0.93%,2.0,4292.97,0.87,100.63,-2.77%,3734421,11/4/2021 4:30:00 PM,114.06,10/4/1989,100.37,-0.26%,69.0,97,1.6,100.63,96.77,91.89,82.15,50.08,107.99,13.0,13.35,59.666666666666664,True
2662,FANG,"Diamondback Energy, Inc.",Energy,Oil & Gas E&P,USA,20527.9,61.23,6.94,1.0,3.7,1.86,44.92,7.14,1.70%,82.70%,1.93,269.40%,51.41%,-27.70%,61.03%,44.50%,150.50%,165.30%,181.03,180.27,0.20%,-9.99%,89.40%,0.76%,2.82%,1.83,2.10%,4.20%,-31.20%,0.7,0.7,0.6,0.6,79.40%,33.70%,8.00%,-4.91%,12.48%,8.32%,50.81%,85.11%,9.40%,2.45,5.24,4.89%,4.04%,0.49%,5.72%,27.20%,-10.44%,24.17%,-10.44%,110.21%,51.17,-1.27%,-1.97%,1.9,2782.23,1.13,117.99,-3.22%,3145034,11/1/2021 4:30:00 PM,137.03,10/12/2012,117.57,-0.36%,72.0,97,1.62,117.99,118.03,111.71,92.97,56.13,131.75,22.0,16.14,63.666666666666664,True
3475,HAFC,Hanmi Financial Corporation,Financial,Banks - Regional,USA,752.8,9.71,11.32,1.21,3.48,1.23,0.9,13.66,3.19%,16.50%,2.58,30.00%,-19.15%,-4.00%,8.00%,6.40%,62.20%,1.10%,30.47,30.04,0.30%,0.00%,90.20%,-0.04%,1.28%,2.36,1.20%,13.60%,17.00%,,,0.35,0.35,,91.50%,37.40%,-5.08%,11.87%,22.78%,44.27%,101.04%,5.83%,1.19,0.77,3.58%,2.61%,1.12%,5.31%,20.51%,-6.49%,17.71%,-6.49%,108.83%,54.16,-0.04%,-1.49%,2.3,162.1,1.26,25.06,-1.53%,204154,1/25/2022 4:30:00 PM,24.33,5/14/1997,25.06,0.00%,59.0,98,1.76,25.06,24.9,23.82,20.82,12.0,26.8,17.0,-2.91,58.0,True
5117,MRO,Marathon Oil Corporation,Energy,Oil & Gas E&P,USA,13440.16,,9.24,,2.99,1.32,,9.82,1.33%,,-0.05,-409.20%,50.58%,6.10%,13.00%,-8.60%,158.10%,92.00%,789.0,766.09,0.25%,-7.85%,75.40%,0.49%,2.83%,1.28,-0.20%,-0.40%,-7.70%,1.0,0.9,0.37,0.37,88.50%,3.80%,-0.90%,-2.53%,14.85%,11.87%,57.39%,122.09%,10.23%,2.96,0.74,4.46%,3.79%,2.63%,9.00%,31.40%,-9.55%,26.63%,-9.55%,151.39%,55.09,-1.79%,-1.34%,2.2,16925.59,1.07,18.1,-3.10%,18095701,11/3/2021 4:30:00 PM,20.79,11/26/1965,18.12,0.11%,63.0,98,1.94,18.1,17.74,16.62,13.81,7.2,20.01,21.0,14.86,60.666666666666664,True
5612,OFG,OFG Bancorp,Financial,Banks - Regional,USA,1322.26,10.49,9.67,1.31,2.94,1.32,0.48,,1.78%,11.60%,2.58,43.70%,-3.32%,40.90%,8.00%,3.10%,61.50%,-2.40%,51.52,48.87,0.80%,0.00%,95.20%,0.53%,1.57%,3.14,1.30%,12.90%,32.50%,,,0.03,0.03,,88.60%,29.60%,-9.75%,5.17%,3.32%,23.41%,41.27%,1.81%,1.35,0.97,4.91%,2.88%,-4.06%,1.57%,10.10%,-12.58%,13.54%,-12.58%,69.00%,44.66,-2.06%,-0.47%,2.0,244.45,1.51,27.04,-2.52%,368867,1/19/2022 8:30:00 AM,32.67,3/26/1987,27.04,0.00%,69.0,89,1.23,27.04,28.23,26.62,24.58,16.0,30.93,9.0,20.82,55.666666666666664,True
