date,DVN,portfolio
2022-01-14,2500.0,2500.0
2022-01-18,2498.5116699910577,2498.5116699910577
2022-01-19,2427.5650375988803,2427.5650375988803
2022-01-20,2412.6811697335147,2412.6811697335147
2022-01-21,2288.152385915644,2288.152385915644
2022-01-24,2397.7973018681496,2397.7973018681496
2022-01-25,2543.163273587154,2543.163273587154
2022-01-26,2569.4583023832356,2569.4583023832356
2022-01-27,2566.9776892821164,2566.9776892821164
2022-01-28,2557.5510945357546,2557.5510945357546
2022-01-31,2508.930358570949,2508.930358570949
2022-02-01,2607.660349768151,2607.660349768151
2022-02-02,2641.397217867591,2641.397217867591
2022-02-03,2629.9860569368743,2629.9860569368743
2022-02-04,2623.0402645502804,2623.0402645502804
2022-02-07,2609.1486797770926,2609.1486797770926
2022-02-08,2539.690377393857,2539.690377393857
2022-02-09,2585.830500257543,2585.830500257543
2022-02-10,2590.7919157184306,2590.7919157184306
2022-02-11,2684.560491454745,2684.560491454745
2022-02-14,2592.776292644137,2592.776292644137
2022-02-15,2551.101349065925,2551.101349065925
2022-02-16,2671.6610005150865,2671.6610005150865
2022-02-17,2741.119302898322,2741.119302898322
2022-02-18,2717.8011233787724,2717.8011233787724
2022-02-22,2613.1176228871545,2613.1176228871545
2022-02-23,2656.777132649721,2656.777132649721
2022-02-24,2617.086755255864,2617.086755255864
2022-02-25,2738.6386897972025,2738.6386897972025
2022-02-28,2954.4552469916202,2954.4552469916202
2022-03-01,2939.571379126255,2939.571379126255
2022-03-02,2909.8036433955244,2909.8036433955244
2022-03-03,2919.7260958000024,2919.7260958000024
2022-03-04,2955.4475300837976,2955.4475300837976
2022-03-07,2971.3236810413405,2971.3236810413405
2022-03-08,2950.9823507983233,2950.9823507983233
2022-03-09,2924.1912750854767,2924.1912750854767
2022-03-10,3005.060549140781,3005.060549140781
2022-03-11,2909.3074072201116,2909.3074072201116
