date,PLD,POOL,ZTS,portfolio
2021-12-27,57.642082816707386,1444.7723515542002,997.5855656290923,2500.0
2021-12-28,57.60733352427123,1445.5452068638697,988.4397703828118,2491.5923107709527
2021-12-29,58.26405485613254,1462.0815749980375,999.6899774098414,2520.0356072640116
2021-12-30,58.3648246229988,1444.5148379257953,992.1223827633954,2495.0020453121897
2021-12-31,58.500338380303596,1457.8830652543375,987.5494542157617,2503.932857850403
2022-01-03,57.29808390878094,1417.314764410246,947.0811054178165,2421.6939537368435
2022-01-04,55.94294633573303,1416.3875266933155,911.0237645196872,2383.354237548736
2022-01-05,54.77891396509109,1363.5585586623865,876.3828272715486,2294.720299899026
2022-01-06,54.40364917716831,1340.7373173153117,879.8631316158404,2275.0040981083202
2022-01-07,53.41682547315644,1296.047776537264,854.2466419015993,2203.71124391202
2022-01-10,53.17012352365169,1278.3779868499919,860.3573836605937,2191.905494034237
2022-01-11,53.15969979632037,1293.1886363645015,861.1667395037349,2207.5150756645567
2022-01-12,53.24656772541312,1320.878111543802,861.2071887411959,2235.331868010411
2022-01-13,53.21529124142154,1306.5053766885853,837.6951108077038,2197.4157787377108
2022-01-14,53.07283186722762,1272.6855679158662,834.3766652622429,2160.135065045337
2022-01-18,53.31258289784561,1272.196166252115,820.2937127842191,2145.80246193418
2022-01-19,53.368179644944405,1263.824929570001,813.017983507159,2130.2110927221042
2022-01-20,53.55929014934799,1227.1717634298047,818.6116058863196,2099.3426594654725
2022-01-21,54.00752633058764,1212.8762983843324,812.0046497050785,2078.8884744199986
2022-01-24,53.27088798852033,1230.2369302265142,810.95080481655,2094.4586230315845
2022-01-25,53.496747785360064,1184.826178355483,791.4136994249229,2029.736625565766
2022-01-26,52.71840923196985,1162.3397990526707,769.4851411041426,1984.543349388783
2022-01-27,51.637771981976094,1163.601898813864,760.6489000375137,1975.8885708333537
2022-01-28,53.88244160261179,1184.1307500677851,791.6163785551364,2029.6295702255334
2022-01-31,54.490517106261066,1226.7081445713395,809.8158140571518,2091.0144757347525
2022-02-01,53.3438593818372,1220.2172447344858,806.0867530873737,2079.6478572036967
2022-02-02,54.66772577289114,1213.880805911007,819.4627716446346,2088.0113033285324
2022-02-03,54.35847615740084,1179.829187709055,814.3961026342317,2048.5837665006875
2022-02-04,53.33343565450588,1155.5397413707265,808.8024802550711,2017.6756572803033
2022-02-07,52.833075534612,1156.7761369327475,811.9641386186305,2021.57335108599
2022-02-08,52.53424964645302,1164.6837547563964,815.93638980507,2033.1543942079193
2022-02-09,53.986678875924994,1197.83383944059,819.9491520779575,2071.7696703944725
2022-02-10,51.575224315990546,1168.5731066550059,808.1134206915349,2028.2617516625312
2022-02-11,50.838585973923244,1150.2078886800357,806.0867530873737,2007.1332277413326
2022-02-14,50.50153798488355,1161.5155353446569,796.1966052832295,2008.2136786127699
2022-02-15,50.598829641307624,1183.7444010190643,801.5875485321765,2035.9307791925485
2022-02-16,50.16796810628605,1185.3155800192342,790.7651509478345,2026.2486990733546
2022-02-17,49.78574709747888,1148.5852226754075,782.577458358294,1980.9484281311804
2022-02-18,49.53209422908738,1171.535220836685,775.4841217437302,1996.5514368095025
2022-02-22,49.46954656310183,1107.888086411,770.539047841658,1927.8966808157597
2022-02-23,48.91011688766459,1070.0243861201827,758.2168741729256,1877.151377180773
2022-02-24,49.803121743696956,1123.2139203945467,773.9843456593397,1947.0013877975834
2022-02-25,51.582175234877305,1157.5231308310172,789.2249256259831,1998.3302316918775
2022-02-28,50.678751953511245,1181.1943400852783,784.9283383520125,2016.8014303908021
2022-03-01,50.64747546951966,1191.3171567984505,780.4291337968153,2022.3937660647853
2022-03-02,51.300723992936405,1224.7248337171627,794.7374639832609,2070.76302169336
2022-03-03,51.97481997101579,1209.1929731096693,793.9267474624069,2055.094540543092
2022-03-04,52.41263242492412,1199.817150294767,797.8584875623984,2050.0882702820895
2022-03-07,51.74201455728692,1163.0867143448268,762.3918044895786,1977.2205333916922
2022-03-08,51.074869498094294,1125.6093631027306,735.2344709636168,1911.9187035644418
2022-03-09,52.28754239495065,1176.454941673369,768.4312962156141,1997.1737802839336
2022-03-10,52.4960275455723,1164.45186672105,766.9720930666585,1983.919987333281
2022-03-11,51.366744467366516,1138.74578100204,751.0424535364789,1941.1549790058855
