Company,Recommendations
SIEN,1.2
BNGO,1.2
KIRK,1.3
DMTK,1.5
GNLN,1.5
BCEL,1.5
SOLO,1.6
COWN,1.6
HRTX,1.6
SCYX,1.6
KPTI,1.7
DVAX,1.7
GPRE,1.7
MARA,1.7
FUBO,1.7
SNDX,1.7
RIOT,1.7
ALTO,1.7
XERS,1.7
KDMN,1.7
RUN,1.8
RNA,1.8
TWOU,1.9
SFT,1.9
CVM,2.0
RSLS,2.0
ATOM,2.0
VUZI,2.0
PRTS,2.0
OMER,2.0
NLS,2.0
ATOS,2.0
VXRT,2.0
AYRO,2.0
LPSN,2.0
SUPN,2.0
BGFV,2.0
SPRT,2.0
CRIS,2.0
GBT,2.0
GNUS,2.0
SRNE,2.0
IIVI,2.1
PCRX,2.1
TWNK,2.1
MSTR,2.2
RMO,2.2
FREQ,2.2
BLNK,2.2
CVNA,2.2
PLCE,2.2
ICLR,2.2
IVC,2.3
LPI,2.3
STAR,2.3
ARCH,2.3
BEEM,2.3
REAL,2.4
HZO,2.4
FUV,2.4
NVTA,2.4
ZIOP,2.4
GEO,2.5
FLGT,2.5
CNK,2.5
RGS,2.5
WKHS,2.6
ESPR,2.6
INO,2.6
OCGN,2.7
SENS,2.7
ICPT,2.7
SABR,2.8
SFM,2.8
JKS,2.8
INSG,2.8
CPE,2.8
BYND,2.8
EDIT,2.9
MVIS,3.0
WPG,3.0
IRBT,3.0
FSLY,3.0
SUNW,3.0
BBBY,3.1
BGS,3.1
RIDE,3.3
CLVS,3.3
RAD,3.5
PETS,3.5
SKT,3.6
IVR,3.8
VIH,6.0
AGC,6.0
PSAC,6.0
MRIN,6.0
LKNCY,6.0
BCTX,6.0
UAVS,6.0
KNDI,6.0
