Company,Recommendations
VVR,1.0
PRDO,1.3
COGT,1.3
GSL,1.3
NCNA,1.4
VIVO,1.5
EVRI,1.5
DNMR,1.5
HTGC,1.5
ARAY,1.6
LRN,1.6
LX,1.6
PACK,1.7
CGEM,1.7
PRPL,1.7
FLWS,1.7
RCUS,1.7
DAC,1.7
ACHL,1.8
DEA,1.9
NEX,1.9
ERF,2.0
NR,2.0
ORN,2.0
PING,2.0
PLYA,2.0
PRVB,2.0
QUOT,2.0
RAAS,2.0
TTMI,2.0
KOS,2.0
ENVA,2.0
IMAX,2.0
BZH,2.0
BNED,2.0
BHR,2.0
BGFV,2.0
APPH,2.0
ZUMZ,2.2
BSIG,2.2
VLDR,2.2
SAND,2.2
LPI,2.3
ASC,2.3
REAL,2.4
AVID,2.4
FNKO,2.4
DHT,2.4
CBD,2.5
BRMK,2.5
SFL,2.5
SEAC,2.5
GOL,2.6
BRY,2.6
FCF,2.6
AFIN,2.7
YELL,2.7
DK,2.7
LC,2.7
LLNW,2.7
DBI,2.8
BEST,2.8
INSG,2.8
CCO,2.9
SSYS,2.9
LL,3.0
WPG,3.0
FSM,3.0
SPWH,3.0
GNW,3.0
CTK,3.0
HYLN,3.0
QIWI,3.0
LTRPA,3.0
LCI,3.0
ELP,3.0
CANG,3.0
BTU,3.0
MFGP,3.0
CENX,3.0
BGS,3.1
FOE,3.2
ORBC,3.2
DHC,3.3
TCS,3.3
YPF,3.6
SKT,3.6
ORPH,4.0
INVA,4.0
GCI,4.3
GILT,6.0
NCV,6.0
KNDI,6.0
GSAH,6.0
SCR,6.0
NCZ,6.0
ASG,6.0
HUT,6.0
SFTW,6.0
NE,6.0
