Company,Recommendations
SSL,1.0
FTAI,1.3
AZN,1.5
CYRX,1.6
ALEC,1.6
ACCD,1.6
MNSO,1.7
TFX,1.7
ARVN,1.7
ASO,1.7
DRNA,1.7
NIU,1.7
INNV,1.7
LEVI,1.7
DSEY,1.7
CHPT,1.7
TDUP,1.9
NVDA,1.9
DOCN,1.9
BILL,1.9
TSM,2.0
RLAY,2.0
VRM,2.0
TARO,2.0
MCHP,2.0
SAVA,2.0
FL,2.1
ALRM,2.1
BOOT,2.1
WOOF,2.1
AEO,2.1
NXPI,2.1
WDC,2.2
SGMS,2.2
SWAV,2.2
MYTE,2.3
MMYT,2.3
MOR,2.3
WWE,2.3
BIIB,2.3
COUP,2.3
ACVA,2.3
HHR,2.4
CREE,2.5
FSLR,2.6
LBRT,2.6
TLRY,2.7
SHAK,2.7
GPS,2.8
GLPG,2.8
GRUB,3.0
BCC,3.0
SNBR,3.0
GSAT,3.0
DDD,3.1
CLOV,3.3
RIG,3.5
STOHF,6.0
SMNEY,6.0
BAYP,6.0
BACHF,6.0
ASTR,6.0
FRCOY,6.0
TKAMY,6.0
SMEGF,6.0
TMVWY,6.0
AGTI,6.0
VAL,6.0
VERV,6.0
VODPF,6.0
VRNOF,6.0
VWDRY,6.0
VWSYF,6.0
ACOPF,6.0
AMEH,6.0
TKGBY,6.0
PAY,6.0
RYDAF,6.0
GCTAY,6.0
GLBE,6.0
GLPGF,6.0
HNNMY,6.0
FNMAT,6.0
ESALY,6.0
ITMPF,6.0
KNBE,6.0
EMBVF,6.0
BHG,6.0
DV,6.0
MNDY,6.0
DLO,6.0
NEGG,6.0
CPNG,6.0
NLLSF,6.0
NOKPF,6.0
ORKLY,6.0
OTLY,6.0
BIPC,6.0
DUFRY,6.0
IDEXY,6.0
