,Date,News Headline,Article Link,Source
0,2022-03-03 07:34,Former Liquidia CEO launches new venture targeting kidney disease,https://www.bizjournals.com/triangle/news/2022/03/03/neal-fowler-launches-pathalys-pharma.html?ana=yahoo,American City Business Journals
1,2022-03-01 06:22,"Pathalys Pharma, Inc. Launches with Mission to Address High Priority Needs in Chronic Kidney Disease",https://finance.yahoo.com/news/pathalys-pharma-inc-launches-mission-112200582.html,PR Newswire
2,2022-02-23 06:30,Liquidia Corporation Reports Inducement Grants Under Nasdaq Listing Rule 5635(c)(4),https://finance.yahoo.com/news/liquidia-corporation-reports-inducement-grants-113000575.html,GlobeNewswire
3,2022-02-15 12:20,When Will Liquidia Corporation (NASDAQ:LQDA) Become Profitable?,https://finance.yahoo.com/news/liquidia-corporation-nasdaq-lqda-become-172031599.html,Simply Wall St.
4,2022-01-10 07:45,"Liquidia (NASDAQ:LQDA) shareholder returns have been splendid, earning 109% in 1 year",https://finance.yahoo.com/news/liquidia-nasdaq-lqda-shareholder-returns-124525110.html,Simply Wall St.
5,2022-01-07 09:02,Liquidia Re-Finances Debt Facility With Silicon Valley Bank To Increase To $40.0 Million,https://finance.yahoo.com/news/liquidia-finances-debt-facility-silicon-140200722.html,GlobeNewswire
6,2022-01-06 15:11,Liquidia appoints new CEO at pivotal juncture,https://www.bizjournals.com/triangle/news/2022/01/06/liquidia-appoints-ceo-ahead-of-new-drug-launch.html?ana=yahoo,American City Business Journals
7,2022-01-03 16:52,Liquidia Corporation Announces Chief Executive Officer Transition,https://finance.yahoo.com/news/liquidia-corporation-announces-chief-executive-215200737.html,GlobeNewswire
8,2022-01-03 12:43,"United Therapeutics accuses Liquidia, former employee of misappropriating trade secrets",https://www.bizjournals.com/triangle/news/2022/01/03/united-therapeutics-sues-liquidia.html?ana=yahoo,American City Business Journals
9,2021-12-29 06:45,Stipulation of Partial Judgment In Favor of Liquidia Filed In Hatch-Waxman Litigation,https://finance.yahoo.com/news/stipulation-partial-judgment-favor-liquidia-114500360.html,GlobeNewswire
10,2021-11-26 06:00,Liquidia Corporation (NASDAQ:LQDA) insiders placed bullish bets worth US$1.6m in the last 12 months,https://finance.yahoo.com/news/liquidia-corporation-nasdaq-lqda-insiders-110024016.html,Simply Wall St.
