,Date,News Headline,Article Link,Source
0,2022-01-12 18:00,Tecnoglass (TGLS) Outpaces Stock Market Gains: What You Should Know,https://finance.yahoo.com/news/tecnoglass-tgls-outpaces-stock-market-230011976.html,Zacks
1,2022-01-10 08:12,Best Growth Stocks to Buy for January 10th,https://finance.yahoo.com/news/best-growth-stocks-buy-january-131201832.html,Zacks
2,2022-01-06 18:00,Tecnoglass (TGLS) Gains As Market Dips: What You Should Know,https://finance.yahoo.com/news/tecnoglass-tgls-gains-market-dips-230011547.html,Zacks
3,2021-12-31 14:30,"ONGOING INVESTIGATION NOTICE: The Schall Law Firm Encourages Investors in Tecnoglass Inc. with Losses of $100,000 to Contact the Firm",https://finance.yahoo.com/news/ongoing-investigation-notice-schall-law-193000147.html,PR Newswire
4,2021-12-31 11:43,Top 4 Construction Stocks Likely to Maintain Momentum in 2022,https://finance.yahoo.com/news/top-4-construction-stocks-likely-164304731.html,Zacks
5,2021-12-31 09:40,Is Signet (SIG) Stock Outpacing Its Retail-Wholesale Peers This Year?,https://finance.yahoo.com/news/signet-sig-stock-outpacing-retail-144002624.html,Zacks
6,2021-12-30 14:45,Technoglass Inc. Investigated by Block & Leviton For Potential Securities Law Violations; Investors Who Have Lost Money Are Encouraged to Contact the Firm,https://finance.yahoo.com/news/technoglass-inc-investigated-block-leviton-194500960.html,ACCESSWIRE
7,2021-12-30 11:00,"ONGOING INVESTIGATION ALERT: The Schall Law Firm Encourages Investors in Tecnoglass Inc. with Losses of $100,000 to Contact the Firm",https://finance.yahoo.com/news/ongoing-investigation-alert-schall-law-160000097.html,ACCESSWIRE
8,2021-12-30 06:47,Best Growth Stocks to Buy for December 30th,https://finance.yahoo.com/news/best-growth-stocks-buy-december-114711958.html,Zacks
9,2021-12-29 18:48,"Investigation Alert: Did You Lose Money on Your Investment? Johnson Fistel, LLP Encourages Investors to Contact the Firm",https://finance.yahoo.com/news/investigation-alert-did-lose-money-234800937.html,PR Newswire
10,2021-12-28 10:45,"INVESTIGATION NOTICE: The Schall Law Firm Encourages Investors in Tecnoglass Inc. with Losses of $100,000 to Contact the Firm",https://finance.yahoo.com/news/investigation-notice-schall-law-firm-154500134.html,ACCESSWIRE
11,2021-12-27 13:30,Technoglass Inc. Investigated by Block & Leviton For Potential Securities Law Violations; Investors Who Have Lost Money Are Encouraged to Contact the Firm,https://finance.yahoo.com/news/technoglass-inc-investigated-block-leviton-183000923.html,ACCESSWIRE
12,2021-12-27 11:24,Best Growth Stocks to Buy for December 27th,https://finance.yahoo.com/news/best-growth-stocks-buy-december-162404551.html,Zacks
13,2021-12-23 10:02,"INVESTIGATION REMINDER: The Schall Law Firm Encourages Investors in Tecnoglass Inc. with Losses of $100,000 to Contact the Firm",https://finance.yahoo.com/news/investigation-reminder-schall-law-firm-150200955.html,Business Wire
14,2021-12-22 18:20,"Investigation Reminder:  Kessler Topaz Meltzer & Check, LLP is Investigating Securities Fraud Claims on Behalf of Tecnoglass Inc. (NASDAQ:TGLS) Investors",https://finance.yahoo.com/news/investigation-reminder-kessler-topaz-meltzer-232000058.html,ACCESSWIRE
15,2021-12-18 19:33,"INVESTIGATION ALERT: The Schall Law Firm Encourages Investors in Tecnoglass Inc. with Losses of $100,000 to Contact the Firm",https://finance.yahoo.com/news/investigation-alert-schall-law-firm-003300281.html,Business Wire
16,2021-12-17 21:00,"TECNOGLASS ALERT: Bragar Eagel & Squire, P.C. is Investigating Tecnoglass Inc. on Behalf of Tecnoglass Stockholders and Encourages Investors to Contact the Firm",https://finance.yahoo.com/news/tecnoglass-alert-bragar-eagel-squire-020000963.html,GlobeNewswire
17,2021-12-17 09:56,Here's Why Home Depot (HD) Stock has a Robust Upside Story,https://finance.yahoo.com/news/heres-why-home-depot-hd-145602104.html,Zacks
18,2021-12-17 09:45,"Tecnoglass Disputes Allegations in Short Seller Report and Remains Committed to Transparency, Ethical Conduct, and Compliance with All Applicable Laws",https://finance.yahoo.com/news/tecnoglass-disputes-allegations-short-seller-144500750.html,GlobeNewswire
19,2021-12-17 06:38,Tecnoglass Forms Special Committee to Analyze Short Report as Shares Rise,https://finance.yahoo.com/news/tecnoglass-forms-special-committee-analyze-113839337.html,Investing.com
20,2021-12-16 09:32,"TGLS FRAUD INVESTIGATION: Hagens Berman, National Trial Attorneys, Encourages Tecnoglass Inc. (TGLS) Investors Who Suffered Significant Losses to Contact Firms Attorneys, Firm Investigating Possible Securities Law Violations",https://finance.yahoo.com/news/tgls-fraud-investigation-hagens-berman-143200936.html,ACCESSWIRE
