date,ANDE,CEIX,DVN,RJF,THC,TRGP,portfolio
2022-02-28,350.6685854869756,87.55156563730316,196.31634595595213,1441.9069960015386,60.03022198249973,363.52628493573053,2500.0
2022-03-01,342.6709029329814,89.40285010996746,195.327349234477,1350.2508776028612,61.510210802623305,364.52727682005883,2403.689467502969
2022-03-02,368.3558408326828,97.00736721026507,193.34935579152673,1391.1476543947576,62.75284046309909,375.87179493912026,2488.4848536314516
2022-03-03,370.8935588476349,100.14030765675236,194.0086785553264,1366.6884856276686,63.66735896748958,378.20747095421626,2473.605860609088
2022-03-04,371.27805802136623,102.3048829146374,196.38228074748724,1313.5621244522276,63.61849168846415,386.660258311604,2433.806096135787
2022-03-07,358.2049101020613,98.71624184202905,197.43721226049746,1246.4967037764532,60.82606357013331,381.59971887180143,2343.2808504229756
2022-03-08,339.51796277173395,99.08650199598989,196.08558047346713,1222.432021549608,60.36531570019837,372.6464143585021,2290.1337968494995
2022-03-09,336.8264098848014,96.86495193698478,194.30537882934652,1260.8302498170303,62.5643539086107,379.9313849220893,2331.322729298863
2022-03-10,337.9030193054118,102.90299881403875,199.67894486958812,1266.221833406222,62.662088466661565,387.49442528646006,2356.8633101483824
2022-03-11,337.5954375676707,94.81430455181999,193.31638210787136,1264.1177714219918,62.159450553180584,380.9879992520733,2332.9913454546077
