date,EVC,INVE,MCB,OAS,STKS,WIRE,portfolio
2021-10-12,66.8071243349749,38.51289517223943,794.3194564733403,89.45353982975891,202.396002905318,1308.5109812843682,2500.0
2021-10-13,67.80289448088917,38.84615981407601,798.383889091648,88.847971434649,202.396002905318,1303.8440344646726,2500.120952191253
2021-10-14,68.43656639192551,37.99216916936978,808.9144645118085,90.77555534021016,222.71754489743088,1358.8383267183824,2587.6746270291274
2021-10-15,68.34604183320603,37.700562607762784,809.6534522605918,90.87790492811605,225.17579594486392,1396.1739012759467,2627.927658850487
2021-10-18,69.70391021399821,37.47144316650013,816.5814624054343,92.45579440833207,232.22278228083854,1416.6075603243435,2665.0429527994465
2021-10-19,68.97971374424237,38.13797245017329,810.5771869465708,91.74787642531622,218.78434322153808,1393.3989599236954,2621.6260527115364
2021-10-20,70.60915580119298,38.221288610632435,813.071270598714,93.21488718530084,210.59017306342804,1395.6693664846284,2621.376141743897
2021-10-21,69.07023830296185,37.28398180546706,853.8079702503879,93.82045558041077,204.36260374326443,1379.9026542559272,2638.247903938419
2021-10-22,69.43233653783977,36.492478281105186,879.3954210520061,94.71601447458741,198.95445143891178,1423.9233147984608,2702.9140165829112
2021-10-25,70.69968035991246,36.846571963056554,899.9947045493378,97.58180293595268,211.40959007923905,1473.9983928368158,2790.530742724314
2021-10-26,72.14807329942411,37.84636588856628,858.7961375546745,102.2984131119497,216.16220877094287,1454.6999370688854,2741.951135694443
2021-10-27,69.97548389015664,38.90864693442037,812.6094032557245,99.53497423849032,215.01502494880745,1550.6876811172183,2786.7312143848176
2021-10-28,70.79020491863194,39.11693733556823,826.7425439512032,102.2984131119497,218.78434322153808,1660.0455971354897,2917.778039674381
2021-10-29,71.87649962326569,39.9084408599301,839.3053356805176,102.86133584543215,216.65385898042948,1690.948353103744,2961.5538240933192
2021-11-01,76.4027275592396,40.595799183718036,860.4588599894367,104.9083276035502,227.3062801859725,1768.6467109667833,3078.3187054887003
2021-11-02,76.58377667667855,41.01237998601377,864.1537987333526,105.62477471889153,226.65074657332372,1766.1240370101914,3080.1495136984513
2021-11-03,78.66584152722655,46.42793041585814,906.5532208197886,104.77186148634235,240.08918563262418,1753.258399831571,3129.766439713411
