no,ticker,company,sector,industry,country,market_cap,pe,forward_pe,peg,ps,pb,pcash,pfree_cash_flow,dividend_yield,payout_ratio,eps_ttm,eps_growth_this_year,eps_growth_next_year,eps_growth_past_5_years,eps_growth_next_5_years,sales_growth_past_5_years,eps_growth_quarter_over_quarter,sales_growth_quarter_over_quarter,shares_outstanding,shares_float,insider_ownership,insider_transactions,institutional_ownership,institutional_transactions,float_short,short_ratio,return_on_assets,return_on_equity,return_on_investment,current_ratio,quick_ratio,lt_debtequity,total_debtequity,gross_margin,operating_margin,profit_margin,performance_week,performance_month,performance_quarter,performance_half_year,performance_year,performance_ytd,beta,average_true_range,volatility_week,volatility_month,20day_simple_moving_average,50day_simple_moving_average,200day_simple_moving_average,50day_high,50day_low,52week_high,52week_low,relative_strength_index_14,change_from_open,gap,ar,average_volume,relative_volume,price,change,volume,earnings_date,target_price,ipo_date,afterhours_close,afterhours_change,analyst_recom,rs_rating,returns_multiple,current_price,day_ma_20,day_ma_50,day_ma_200,low_52_week,high_52_week,sentiment_score,est_gl,my_score,in_sp1500
23,AAWW,"Atlas Air Worldwide Holdings, Inc.",Industrials,Airports & Air Services,USA,2736.22,5.55,7.32,0.56,0.72,1.05,,3.71,,0.00%,17.07,218.90%,-26.13%,115.40%,10.00%,12.00%,40.70%,25.50%,29.02,27.18,0.30%,-41.05%,,1.15%,15.51%,8.23,8.20%,20.50%,7.80%,0.8,0.8,0.64,0.9,57.00%,16.90%,13.20%,2.28%,9.78%,12.61%,42.19%,71.17%,0.73%,1.12,2.55,2.18%,2.64%,6.05%,8.23%,25.92%,-0.20%,21.41%,-0.20%,88.79%,68.69,0.02%,0.71%,2.0,512.4,0.92,94.81,0.73%,472929,11/3/2021 8:30:00 AM,105.57,7/21/2004,94.81,0.00%,69.0,89,1.32,94.81,89.79,87.89,75.47,50.22,96.3,27.0,11.35,61.666666666666664,True
79,ACLS,"Axcelis Technologies, Inc.",Technology,Semiconductor Equipment & Materials,USA,2508.08,33.94,20.98,1.7,4.33,5.03,9.25,25.46,,0.00%,2.26,190.80%,36.73%,24.70%,20.00%,9.50%,155.80%,60.10%,33.54,32.69,2.40%,-6.81%,89.40%,0.85%,2.96%,2.44,11.80%,15.70%,9.80%,4.2,2.7,0.09,0.09,43.20%,16.40%,13.40%,5.40%,19.97%,68.65%,98.42%,168.43%,2.96%,1.49,3.21,3.49%,4.93%,14.37%,23.02%,61.12%,1.82%,58.40%,1.82%,169.84%,70.96,1.86%,1.09%,1.8,395.69,1.65,76.77,2.96%,652878,11/3/2021 4:30:00 PM,79.33,7/11/2000,76.77,0.00%,75.0,98,2.07,76.77,67.86,62.95,47.84,28.45,77.17,19.0,3.33,64.0,True
334,AMD,"Advanced Micro Devices, Inc.",Technology,Semiconductors,USA,178626.35,46.51,45.04,1.32,12.03,25.55,49.51,60.27,,0.00%,3.23,604.70%,26.65%,34.80%,35.32%,19.60%,133.20%,54.00%,1214.0,1202.52,0.50%,-18.38%,70.50%,0.99%,5.79%,1.28,38.90%,59.90%,40.90%,2.2,1.7,0.0,0.04,46.80%,19.90%,26.70%,-2.67%,-0.29%,49.73%,59.03%,62.77%,4.41%,1.9,7.12,3.84%,4.93%,5.17%,5.94%,43.52%,-8.65%,29.23%,-8.65%,107.23%,55.53,3.60%,0.78%,2.3,54367.75,1.09,150.24,4.41%,59334700,10/26/2021 4:30:00 PM,142.5,10/15/1979,150.55,0.21%,59.0,87,1.26,150.24,143.16,142.44,105.04,72.5,164.46,16.0,-5.15,54.0,True
345,AMN,"AMN Healthcare Services, Inc.",Healthcare,Medical Care Facilities,USA,5664.31,26.3,19.69,1.36,1.74,5.53,41.35,25.97,,0.00%,4.59,-38.10%,-13.35%,-2.40%,19.35%,10.30%,181.60%,59.10%,47.74,46.86,0.40%,-15.97%,96.60%,-0.13%,2.03%,1.86,8.50%,23.70%,7.60%,1.4,1.4,0.81,0.81,33.30%,10.40%,6.80%,-2.77%,7.39%,2.52%,23.49%,75.28%,-1.25%,0.26,4.37,3.20%,3.75%,3.92%,8.73%,20.63%,-6.44%,28.29%,-6.44%,79.23%,58.62,-1.28%,0.03%,1.7,510.74,0.99,120.8,-1.25%,504764,11/4/2021 4:30:00 PM,133.33,11/13/2001,120.8,0.00%,78.0,90,1.35,120.8,116.76,111.55,100.36,67.4,129.12,16.0,10.37,61.333333333333336,True
382,ANET,"Arista Networks, Inc.",Technology,Computer Hardware,USA,42993.46,57.77,41.31,3.16,15.51,11.32,12.7,47.02,,0.00%,2.46,-24.90%,24.12%,36.70%,18.27%,22.60%,32.20%,23.70%,307.46,225.42,0.10%,-89.31%,65.90%,0.97%,1.74%,1.76,15.50%,21.90%,17.90%,5.1,4.4,0.0,0.0,63.90%,30.80%,28.30%,-3.13%,15.38%,65.53%,51.75%,100.93%,-1.05%,1.18,4.23,2.13%,3.26%,5.40%,12.32%,46.41%,-4.26%,47.48%,-4.26%,117.09%,61.75,-1.28%,0.24%,2.3,2228.57,1.03,142.24,-1.05%,2296603,11/1/2021 4:30:00 PM,129.49,6/6/2014,142.24,0.00%,59.0,94,1.55,142.24,136.01,127.51,97.51,65.52,148.57,16.0,-8.96,56.333333333333336,True
456,ARCB,ArcBest Corporation,Industrials,Trucking,USA,2786.33,17.59,12.6,0.75,0.77,3.01,5.95,12.76,0.28%,4.80%,6.41,78.10%,14.81%,10.00%,23.30%,2.00%,115.20%,27.90%,25.63,25.16,0.80%,-6.51%,92.50%,-0.60%,5.55%,3.17,9.40%,19.40%,6.90%,1.5,1.5,0.18,0.25,77.00%,6.20%,4.80%,-7.48%,8.57%,33.27%,94.46%,161.54%,-5.99%,1.53,6.14,5.91%,5.13%,2.95%,6.11%,42.08%,-9.86%,33.62%,-9.86%,165.36%,53.06,-7.39%,1.51%,1.9,439.78,2.15,112.67,-5.99%,946502,11/2/2021 8:30:00 AM,128.56,5/13/1992,112.31,-0.32%,72.0,98,2.02,112.67,109.89,106.67,79.51,42.46,125.0,25.0,14.1,65.0,True
686,AZO,"AutoZone, Inc.",Consumer Cyclical,Specialty Retail,USA,42395.13,19.81,17.51,1.41,2.8,,44.11,14.66,,0.00%,103.26,32.30%,10.52%,18.50%,14.00%,6.60%,38.10%,16.30%,20.99,20.52,0.20%,-67.64%,95.00%,-0.02%,2.12%,2.73,15.90%,-126.70%,63.10%,0.8,0.2,,,52.60%,20.40%,15.10%,-0.10%,9.46%,24.51%,32.61%,73.26%,-2.45%,0.86,48.33,2.07%,2.56%,1.79%,7.20%,25.65%,-3.08%,15.71%,-3.08%,83.96%,58.49,-1.56%,-0.90%,2.2,159.53,0.94,2045.11,-2.45%,150315,12/7/2021 8:30:00 AM,2170.29,4/2/1991,2045.11,0.00%,63.0,90,1.34,2045.11,2018.17,1912.46,1631.28,1111.71,2110.0,16.0,6.12,56.333333333333336,True
822,BFS,"Saul Centers, Inc.",Real Estate,REIT - Retail,USA,1277.88,36.84,,4.85,5.34,4.93,107.39,28.02,4.10%,146.90%,1.46,-20.50%,,-2.50%,7.60%,2.00%,55.10%,2.60%,23.69,12.98,0.60%,-27.45%,46.50%,-0.09%,1.13%,4.1,2.00%,14.50%,3.80%,,,4.41,4.41,74.00%,23.90%,14.40%,1.65%,5.55%,17.36%,17.34%,71.80%,1.23%,1.08,1.31,1.43%,2.23%,3.60%,5.91%,17.17%,-1.45%,18.66%,-1.45%,81.01%,61.81,1.38%,-0.15%,2.3,35.95,0.8,53.67,1.23%,28582,11/4/2021 4:30:00 PM,54.33,8/19/1993,53.67,0.00%,59.0,90,1.33,53.67,51.95,50.81,45.88,29.65,54.46,13.0,1.23,54.0,True
888,BJ,"BJ's Wholesale Club Holdings, Inc.",Consumer Defensive,Discount Stores,USA,9528.33,21.89,19.58,4.21,0.59,15.68,112.5,18.62,,0.00%,3.0,124.70%,4.97%,73.10%,5.20%,4.40%,3.80%,14.30%,135.58,135.52,0.80%,-15.36%,98.50%,-3.57%,5.17%,5.52,7.60%,92.80%,34.80%,0.8,0.2,1.32,1.32,18.60%,3.70%,2.60%,1.08%,2.03%,21.07%,42.56%,75.92%,-1.91%,0.43,2.08,2.33%,3.26%,-0.51%,2.35%,22.86%,-11.34%,16.62%,-11.34%,77.35%,50.88,-1.28%,-0.64%,2.2,1268.87,0.63,65.69,-1.91%,805393,11/18/2021 8:30:00 AM,78.21,6/28/2018,64.0,-2.57%,63.0,90,1.36,65.69,66.06,64.3,53.59,37.04,74.09,18.0,19.06,57.0,True
926,BLDR,"Builders FirstSource, Inc.",Industrials,Building Products & Equipment,USA,15776.27,11.32,12.81,0.6,0.89,3.09,70.21,19.26,,0.00%,7.38,40.30%,-28.09%,69.60%,18.80%,19.10%,309.50%,140.00%,204.27,188.56,0.90%,-2.74%,,-1.02%,3.73%,2.97,16.30%,33.20%,16.20%,2.1,1.3,0.44,0.44,28.30%,11.10%,8.00%,-0.97%,13.87%,58.79%,97.98%,109.62%,-2.59%,2.27,2.73,2.50%,3.39%,5.60%,17.28%,54.81%,-3.14%,47.40%,-3.14%,122.88%,64.31,-3.11%,0.54%,1.5,2364.79,1.26,83.49,-2.59%,2978040,11/4/2021 8:30:00 AM,94.5,6/22/2005,82.85,-0.77%,84.0,95,1.62,83.49,79.69,71.69,54.12,37.46,86.48,16.0,13.19,65.0,True
