date,A,AFG,ARES,BSY,CARR,DHR,EFX,INTU,LH,LSI,NAVI,NOTV,SWAV,TRNS,portfolio
2021-09-10,53.73255364899756,38.531752770236665,235.76997596735362,65.20400485588961,465.5470220009735,267.1282487497952,56.484005976680415,427.90628129726304,285.626081197295,122.90982254163318,70.92456519246792,101.9150983951156,301.57810666123714,6.742480745061581,2500.0
2021-09-13,52.17024272154055,38.74458273195191,235.1350478453589,64.99625856960003,459.82512237182016,260.21395968338413,56.68752200983291,420.39465494152125,282.3137867185491,123.26677265550046,72.24766987935561,102.69159438288791,294.2184865207382,6.726741994489542,2469.6324430265313
2021-09-14,52.273586245924875,37.851967519385006,233.65354889403804,65.29843498602125,453.6056662531752,262.35390377896744,56.68959870404875,428.57750092142066,281.6873929202763,119.72701735964993,70.80148568671093,99.00323844096945,305.11238751966886,6.620767740637811,2473.2564969708947
2021-09-15,52.6899998588852,38.690581099874905,238.5515658351398,67.20592361468013,459.990974534984,263.29418224520856,56.53384663786061,431.47354963688736,284.4397293066267,120.45083286832526,71.90920123852388,101.52685040122945,306.5122399381065,6.982759003794712,2500.252236220127
2021-09-16,52.53498457230873,38.947882993888854,240.36564618369596,64.99625856960003,454.35200098741257,262.28095113934523,56.71867242307053,432.0542677386867,281.71586536565235,120.8672746678371,72.24766987935561,105.1504983441669,320.23356562378257,6.780253746434475,2509.245792235238
2021-09-17,52.73559259023122,38.63975603439067,236.49560810677607,64.0141852162311,453.771518416339,262.7105611282313,55.57649060435755,423.73566947524984,280.8616920043712,118.87430319874477,72.27843975579485,113.53018421220975,314.68959564977206,6.749825495328532,2494.6634218880276
2021-09-20,51.945318580233526,38.137858512733835,229.93468417949782,60.34085315411073,443.9862407896709,262.3701154766612,54.486226141040625,418.11703329550323,278.9445473490513,119.00320185097462,69.47838099982323,119.09507212457797,296.44993443527744,6.510596486633537,2448.8000633757897
2021-09-21,51.9757137344642,38.04573808154366,229.5718681097866,61.17183829926906,426.40591149430105,262.8483605586287,53.690852256373226,418.75808574554145,279.1818177271849,119.07260881755994,68.73990396528127,161.54351945613087,298.6259426500766,6.479118985489459,2476.111279881631
2021-09-22,52.27966527677101,38.47139800497414,230.02538819692563,61.37014157254548,433.86925883667504,262.386327174355,54.37408465338516,424.45213986058656,276.6192976433414,118.34879330888461,68.15527631293554,110.35949226213947,310.37915899497887,6.726741994489542,2447.8171640929872
2021-09-23,52.379969285732265,38.989178359594796,233.41167151423056,61.56844484582191,441.33260617904904,263.1077477217297,54.88079804205056,435.44053303359436,281.63044802952425,116.99039982000079,68.61682445952428,109.06533228251897,315.5627709206787,6.731988244680221,2479.70871273873
