rank,my_score,ticker,company,sentiment_score,analyst_score,relative_strength,returns_multiple,current_price,1yr_target,est_g/l,52_week_low,52_week_high,20_day_ma,50_day_ma,200_day_ma,adj_analyst_recom,in_sp500
9,67.33333333333333,GNRC,Generac Holdings Inc.,18.0,1.5,90,1.76,404.95,497.0,22.73,$164.24,$457.00,430.06,395.32,304.71,94.0,True
15,66.0,COF,Capital One Financial Corporation,21.0,1.9,93,1.96,166.54,183.18,9.99,$62.26,$168.00,160.26,159.66,124.41,84.0,True
20,65.0,GE,General Electric Company,16.0,2.1,100,12.36,105.82,121.78,15.08,$5.93,$107.21,26.27,18.58,13.28,79.0,True
26,64.66666666666667,ULTA,"Ulta Beauty, Inc.",49.0,2.3,71,1.3,368.03,436.65,18.65,$200.50,$356.31,338.97,338.28,305.83,74.0,True
29,64.5,CBRE,"CBRE Group, Inc.",22.0,2.0,90,1.76,100.45,116.43,15.91,$42.01,$98.93,87.84,87.81,73.92,81.5,True
33,63.666666666666664,TGT,Target Corporation,22.0,1.9,85,1.56,228.42,279.74,22.47,$128.13,$263.46,255.95,243.19,199.42,84.0,True
34,63.5,DFS,Discover Financial Services,21.0,2.2,93,1.96,127.19,135.94,6.88,$48.92,$128.60,123.31,121.25,98.7,76.5,True
36,63.5,ENPH,"Enphase Energy, Inc.",21.0,2.2,93,1.94,155.36,197.73,27.27,$58.67,$229.04,178.45,166.09,156.88,76.5,True
38,63.166666666666664,ALGN,"Align Technology, Inc.",18.0,2.0,90,1.75,662.06,745.36,12.58,$289.52,$714.15,638.39,616.39,554.06,81.5,True
58,61.166666666666664,JCI,Johnson Controls International plc,27.0,2.2,80,1.45,69.02,81.25,17.72,$38.14,$72.36,70.34,68.13,56.68,76.5,True
64,60.166666666666664,CARR,Carrier Global Corporation,16.0,2.0,83,1.52,52.46,59.82,14.03,$27.94,$57.53,51.01,48.23,41.39,81.5,True
65,59.833333333333336,MS,Morgan Stanley,11.0,2.0,87,1.64,99.05,104.51,5.51,$45.86,$98.40,93.48,91.11,75.56,81.5,True
68,59.5,CRL,"Charles River Laboratories International, Inc.",14.0,1.8,78,1.42,416.69,448.0,7.51,$197.33,$420.25,394.07,370.75,299.55,86.5,True
70,59.166666666666664,DE,Deere & Company,17.0,2.2,84,1.54,342.2,411.48,20.25,$179.86,$400.34,352.22,350.03,321.62,76.5,True
73,59.166666666666664,INTU,Intuit Inc.,19.0,1.8,72,1.31,543.97,596.52,9.66,$295.37,$540.63,518.0,490.53,407.9,86.5,True
74,58.833333333333336,TXT,Textron Inc.,19.0,2.2,81,1.47,71.03,83.75,17.91,$31.82,$72.38,67.96,67.85,55.08,76.5,True
75,58.833333333333336,ZBRA,Zebra Technologies Corporation,13.0,2.0,82,1.5,510.98,580.0,13.51,$246.83,$570.76,539.0,522.12,447.48,81.5,True
77,58.666666666666664,TRMB,Trimble Inc.,17.0,1.9,75,1.38,84.14,95.25,13.2,$46.78,$89.60,83.15,80.99,72.36,84.0,True
82,58.333333333333336,KEYS,"Keysight Technologies, Inc.",23.0,1.9,68,1.26,165.42,179.67,8.61,$90.62,$167.62,158.82,152.52,138.36,84.0,True
86,57.833333333333336,LKQ,LKQ Corporation,13.0,1.6,69,1.27,51.25,62.11,21.19,$26.73,$52.99,50.56,49.9,42.32,91.5,True
87,57.833333333333336,HCA,"HCA Healthcare, Inc.",13.0,2.0,79,1.43,247.79,266.62,7.6,$114.38,$254.45,234.83,219.63,183.66,81.5,True
89,57.5,TECH,Bio-Techne Corporation,10.0,1.8,76,1.4,493.82,540.67,9.49,$228.67,$504.33,466.84,446.77,375.42,86.5,True
90,57.166666666666664,CDW,CDW Corporation,21.0,2.0,69,1.27,185.71,201.6,8.56,$105.87,$191.05,179.24,173.54,155.07,81.5,True
91,57.0,APTV,Aptiv PLC,13.0,2.1,79,1.43,152.7,171.0,11.98,$82.12,$169.94,158.11,155.91,139.22,79.0,True
95,56.5,ETN,Eaton Corporation plc,17.0,2.0,71,1.3,150.65,177.68,17.94,$95.54,$163.66,155.26,149.65,131.97,81.5,True
96,56.333333333333336,IDXX,"IDEXX Laboratories, Inc.",10.0,1.9,75,1.37,623.98,717.5,14.99,$347.54,$706.95,677.56,628.02,526.52,84.0,True
98,56.166666666666664,GS,"The Goldman Sachs Group, Inc.",12.0,2.2,80,1.45,380.0,426.38,12.21,$185.52,$393.26,372.99,372.63,309.91,76.5,True
99,56.166666666666664,EL,The Estée Lauder Companies Inc.,19.0,2.0,68,1.26,310.68,365.32,17.59,$194.14,$336.56,325.5,313.58,280.46,81.5,True
101,55.666666666666664,NKE,"NIKE, Inc.",11.0,1.9,72,1.32,147.06,184.13,25.21,$99.89,$173.97,164.02,149.12,138.69,84.0,True
105,54.666666666666664,EXR,Extra Space Storage Inc.,11.0,2.1,74,1.36,168.94,192.86,14.16,$97.40,$177.00,171.98,163.8,132.78,79.0,True
107,53.833333333333336,GRMN,Garmin Ltd.,23.0,2.4,67,1.24,155.11,163.29,5.27,$91.84,$164.05,152.81,146.89,129.13,71.5,True
114,53.0,FRC,First Republic Bank,17.0,2.5,73,1.33,197.8,209.43,5.88,$100.38,$202.07,195.04,191.21,164.31,69.0,True
115,52.833333333333336,TEL,TE Connectivity Ltd.,15.0,2.2,67,1.25,141.73,156.71,10.57,$90.88,$149.60,139.46,137.02,126.36,76.5,True
116,52.833333333333336,DOV,Dover Corporation,16.0,2.2,66,1.23,156.88,181.18,15.49,$104.05,$169.97,160.05,153.83,134.83,76.5,True
117,52.666666666666664,MLM,"Martin Marietta Materials, Inc.",13.0,2.3,71,1.3,354.01,392.75,10.94,$201.04,$383.71,355.59,354.53,320.83,74.0,True
118,52.666666666666664,AXP,American Express Company,15.0,2.5,74,1.36,173.94,183.52,5.51,$89.11,$179.67,170.76,166.79,138.66,69.0,True
119,52.333333333333336,KLAC,KLA Corporation,10.0,2.3,73,1.33,335.02,387.53,15.67,$171.31,$359.69,317.5,316.41,291.97,74.0,True
120,52.0,ANET,"Arista Networks, Inc.",17.0,2.3,65,1.22,350.48,399.78,14.07,$192.96,$383.55,373.23,364.0,309.22,74.0,True
121,51.666666666666664,TT,Trane Technologies plc,15.0,2.5,71,1.3,174.74,205.69,17.71,$113.29,$207.06,195.92,187.99,162.14,69.0,True
