date,AVID,DVAX,INVE,MCB,OAS,STKS,TBI,portfolio
2021-10-21,164.32709839282637,115.93256266952243,1.768552790943962,1048.9671835775641,249.80460939720138,731.1320872410323,188.06790593090966,2500.0
2021-10-22,158.62472327342232,111.4428666085807,1.7310080948233642,1080.4032876402046,252.1891079414474,711.7837641624805,189.84380683677284,2506.0185645577317
2021-10-25,157.8022653235083,119.31521038667027,1.7478044062457372,1105.7110537267345,259.81950328303463,756.3435385252058,193.51400204222338,2594.2533776936225
2021-10-26,156.21217995367445,117.96215129981114,1.7952292855559664,1055.0955215536744,272.3778622827303,773.3466103215088,170.5456836597264,2547.3352383566817
2021-10-27,156.37667154365727,121.16029095966003,1.8456182198230846,998.3516514045041,265.01998106048546,769.2424205775735,165.75075121389582,2477.7473849795992
2021-10-28,156.37667154365727,125.64998702060174,1.8554984030127157,1015.7152756701503,272.3778622827303,782.7276154505037,168.88817614758744,2523.5910865182436
2021-10-29,157.0346379035885,122.82086347535079,1.8930430991333138,1031.1496083507245,273.87668993911353,775.1055487831954,164.86280076096426,2526.7431923120703
2021-11-01,160.59862235321603,126.44952193556396,1.9256477036590962,1057.1383008790447,279.32697232596155,813.2158821197366,167.23066863544847,2605.885615952631
2021-11-02,161.25658871314727,126.32651656403132,1.9454080700383587,1061.6778104909781,281.23457116135836,810.8706308374881,162.1989494021695,2605.5104752392112
2021-11-03,158.35057062345098,128.78662399468433,2.2022928329687663,1113.7686832879167,278.9636201668384,858.9482821235864,162.61332628020423,2703.6333993096496
2021-11-04,162.2983687830384,127.67957565089048,2.345555489218417,1118.6486561207453,272.5141193424015,814.3885077608611,165.80994791075796,2663.6847310579133
2021-11-05,161.09209712316445,99.38834019838102,2.4334891196061332,1126.479310201331,281.5979233204816,909.9574975124956,171.07845393148534,2752.027111406945
2021-11-08,159.0085369833822,99.20383214108205,2.4265729913733916,1148.495931819209,282.18837057905677,905.8533077685604,169.24335632876006,2766.4199086114236
2021-11-09,149.413194234385,98.21978916882085,2.4522614676664327,1160.9795832520265,285.25415442165877,918.7521898209283,165.80994791075796,2780.8811202762436
2021-11-10,176.71879817153132,98.52730259765247,2.4621416508560636,1147.3610544162254,281.8931469497692,874.7787282787651,161.1334088586516,2742.8745809234515
