rank,my_score,ticker,company,sentiment_score,analyst_score,relative_strength,returns_multiple,current_price,1yr_target,est_g/l,52_week_low,52_week_high,20_day_ma,50_day_ma,200_day_ma,adj_analyst_recom,in_sp500
36,67.33333333333333,PXD,Pioneer Natural Resources Company,28.0,1.9,90,1.73,188.68,207.44,9.94,$76.58,$196.64,182.48,162.83,153.48,84.0,True
56,65.66666666666667,CZR,"Caesars Entertainment, Inc.",26.0,1.9,87,1.59,113.31,126.91,12.0,$43.07,$119.81,114.62,105.68,96.13,84.0,True
95,62.666666666666664,LKQ,LKQ Corporation,16.0,1.5,78,1.33,56.42,62.11,10.09,$29.60,$56.44,52.85,51.82,46.79,94.0,True
103,62.0,TXT,Textron Inc.,19.0,2.1,88,1.63,74.86,83.75,11.88,$31.82,$75.12,72.16,71.68,63.02,79.0,True
104,62.0,CBRE,"CBRE Group, Inc.",18.0,2.1,89,1.66,102.35,116.43,13.76,$43.17,$103.39,99.2,97.01,84.78,79.0,True
113,61.5,RJF,"Raymond James Financial, Inc.",16.0,1.8,82,1.44,101.73,159.0,56.3,$48.87,$102.06,96.42,93.29,85.17,86.5,True
123,61.0,EOG,"EOG Resources, Inc.",12.0,2.1,92,1.87,90.9,99.85,9.85,$31.22,$93.43,86.96,76.2,73.58,79.0,True
129,60.5,COF,Capital One Financial Corporation,17.0,2.2,88,1.64,165.69,183.18,10.56,$70.78,$177.95,167.3,165.68,146.72,76.5,True
137,60.0,KIM,Kimco Realty Corporation,21.0,2.3,85,1.51,22.86,24.15,5.64,$10.04,$23.28,21.98,21.81,20.2,74.0,True
160,58.833333333333336,HES,Hess Corporation,11.0,2.2,89,1.69,87.51,99.36,13.54,$34.82,$92.79,84.94,75.37,74.2,76.5,True
166,58.5,MET,"MetLife, Inc.",22.0,2.0,72,1.23,65.81,71.8,9.1,$35.90,$67.68,64.16,62.44,60.21,81.5,True
204,55.833333333333336,KMX,"CarMax, Inc.",12.0,1.8,69,1.18,141.9,149.45,5.32,$84.70,$147.73,134.87,132.37,127.18,86.5,True
235,53.166666666666664,DISH,DISH Network Corporation,15.0,2.4,73,1.24,43.88,53.44,21.79,$24.51,$47.05,44.04,43.59,39.86,71.5,True
