"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Forward P/E","PEG","P/S","P/B","P/Cash","P/Free Cash Flow","Dividend Yield","Payout Ratio","EPS (ttm)","EPS growth this year","EPS growth next year","EPS growth past 5 years","EPS growth next 5 years","Sales growth past 5 years","EPS growth quarter over quarter","Sales growth quarter over quarter","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Return on Assets","Return on Equity","Return on Investment","Current Ratio","Quick Ratio","LT Debt/Equity","Total Debt/Equity","Gross Margin","Operating Margin","Profit Margin","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Average True Range","Volatility (Week)","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","Relative Strength Index (14)","Change from Open","Gap","Analyst Recom","Average Volume","Relative Volume","Price","Change","Volume","Earnings Date","Target Price","IPO Date","After-Hours Close","After-Hours Change"
1,"A","Agilent Technologies, Inc.","Healthcare","Diagnostics & Research","USA",42983.89,35.97,26.77,2.57,6.80,7.91,27.29,40.51,0.59%,19.10%,3.94,71.00%,10.16%,22.90%,14.00%,8.50%,102.30%,11.90%,301.00,,0.20%,-18.65%,90.60%,0.26%,,2.87,11.70%,24.30%,14.70%,2.20,1.70,0.51,0.51,53.90%,21.30%,19.10%,-0.09%,-3.40%,-11.06%,-10.43%,11.58%,-11.27%,1.04,4.04,2.12%,2.72%,0.98%,-4.32%,-6.72%,-12.89%,7.96%,-21.11%,25.95%,47.31,0.07%,-1.99%,,1711.17,0.62,141.66,-1.92%,1063719,2/22/2022 4:30:00 PM,175.32,11/18/1999,141.66,0.00%
2,"AA","Alcoa Corporation","Basic Materials","Aluminum","USA",13009.16,32.28,10.15,,1.07,3.43,8.96,,0.56%,0.00%,2.21,85.00%,-4.97%,28.00%,,-3.70%,769.80%,31.50%,187.00,186.96,0.70%,-29.31%,77.70%,0.31%,6.06%,1.42,3.00%,12.10%,5.00%,1.50,0.90,0.44,0.44,24.70%,8.10%,3.50%,13.44%,14.42%,54.15%,57.63%,232.73%,19.45%,2.40,3.70,6.03%,5.92%,16.38%,25.10%,53.94%,-1.66%,64.52%,-1.66%,239.55%,70.80,-0.35%,-0.68%,1.90,8007.97,1.43,71.17,-1.03%,11436399,1/19/2022 4:30:00 PM,66.30,10/18/2016,71.14,-0.04%
3,"AAAU","Goldman Sachs Physical Gold ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.23%,0.17%,-1.36%,4.10%,-0.06%,-0.11%,,0.14,0.61%,0.67%,0.43%,1.25%,1.11%,-1.41%,4.07%,-4.42%,8.81%,55.17,0.00%,-0.27%,,452.75,0.86,18.16,-0.27%,390617,,,8/15/2018,18.16,0.00%
4,"AAC","Ares Acquisition Corporation","Financial","Shell Companies","USA",1220.02,43.53,,,,1.30,1355.57,,,,0.22,,,,,,,,125.00,100.00,,,67.70%,0.15%,0.08%,0.30,,,,1.70,1.70,0.00,0.00,,,,-0.10%,-0.20%,-1.02%,0.62%,,0.10%,,0.03,0.30%,0.27%,0.11%,-0.09%,-0.21%,-0.71%,0.52%,-2.50%,2.63%,50.51,0.10%,-0.10%,,278.64,0.17,9.75,0.00%,48473,,,3/25/2021,9.74,-0.10%
5,"AACG","ATA Creativity Global","Consumer Defensive","Education & Training Services","China",50.77,,,,1.70,1.71,4.30,,,,-0.41,40.00%,-14.10%,-36.60%,25.00%,-17.20%,-61.50%,31.00%,31.19,29.64,18.70%,0.00%,17.50%,,1.14%,0.51,-17.50%,-49.20%,-48.20%,0.30,0.30,0.00,0.00,46.60%,-53.20%,-50.50%,6.49%,-28.38%,-25.45%,-41.43%,-70.82%,53.20%,1.37,0.25,8.43%,10.05%,-2.93%,3.22%,-32.56%,-44.22%,64.00%,-75.52%,64.00%,49.06,3.14%,0.00%,1.50,659.59,0.11,1.64,3.14%,71038,11/10/2021 4:30:00 PM,32.50,1/29/2008,1.65,0.61%
6,"AACI","Armada Acquisition Corp. I","Financial","Shell Companies","USA",214.80,,,,,223.52,306.85,,,,-0.02,,,,,,,,21.84,17.41,25.41%,0.00%,6.80%,,0.02%,0.06,,,,4.40,4.40,0.00,0.00,,,,-0.76%,0.46%,,,,0.46%,,0.04,0.08%,0.29%,-0.13%,0.34%,0.37%,-1.16%,5.30%,-1.16%,5.30%,50.85,0.00%,-0.05%,,66.23,0.00,9.84,-0.05%,3,,,11/10/2021,,
7,"AACIU","Armada Acquisition Corp. I","Financial","Shell Companies","USA",,,,,,225.50,,,,,-0.09,,,,,,,,,13.68,,,87.84%,,0.01%,0.02,,,,,,,,,,,-1.39%,-0.64%,0.02%,,,-1.08%,,0.10,0.44%,0.63%,-0.95%,-0.54%,-0.19%,-5.78%,1.24%,-5.78%,1.66%,45.27,0.00%,0.00%,,51.08,0.00,9.92,0.00%,0,,,8/13/2021,,
8,"AACIW","Armada Acquisition Corp. I","Financial","Shell Companies","USA",,,,,,82.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.76%,-25.45%,,,,-26.72%,,0.06,25.39%,13.21%,2.03%,-12.57%,-13.28%,-38.78%,94.96%,-38.78%,94.96%,51.09,43.81%,13.99%,,52.66,0.21,0.41,63.93%,11302,,,11/11/2021,,
9,"AADI","Aadi Bioscience, Inc.","Healthcare","Biotechnology","USA",410.73,,,,4107.31,1.21,2.54,,,,-11.63,82.30%,52.60%,30.90%,,,-705.00%,,20.89,12.38,0.10%,0.00%,53.00%,-2.44%,4.98%,2.81,-134.90%,-147.00%,-14.70%,14.00,14.00,0.04,0.04,,,,3.56%,-20.02%,-11.35%,-38.40%,-36.25%,-20.41%,1.54,1.52,7.61%,7.95%,-3.25%,-12.39%,-26.44%,-27.74%,12.07%,-61.41%,34.30%,44.97,-4.04%,-2.24%,1.60,219.52,0.41,19.22,-6.20%,89650,,48.75,8/8/2017,18.90,-1.66%
10,"AADR","AdvisorShares Dorsey Wright ADR ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,0.30%,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.28%,-0.41%,-3.21%,-6.14%,6.09%,-0.67%,,0.99,1.02%,1.39%,2.08%,1.66%,-1.90%,-1.75%,10.49%,-7.98%,10.49%,55.41,0.59%,-1.78%,,3.67,2.37,63.82,-1.20%,8697,,,7/21/2010,,
