rank,my_score,ticker,company,sentiment_score,analyst_score,relative_strength,returns_multiple,current_price,1yr_target,est_g/l,52_week_low,52_week_high,20_day_ma,50_day_ma,200_day_ma,adj_analyst_recom,in_sp500
5,68.0,GNRC,Generac Holdings Inc.,18.0,1.5,92,1.85,404.95,497.0,22.73,$155.05,$457.00,434.2,389.85,301.82,94.0,True
8,66.33333333333333,COF,Capital One Financial Corporation,22.0,1.9,93,1.91,166.54,183.18,9.99,$62.26,$168.00,159.81,159.55,123.98,84.0,True
19,64.5,ENPH,"Enphase Energy, Inc.",21.0,2.2,96,2.25,155.36,197.73,27.27,$58.67,$229.04,178.17,164.23,156.11,76.5,True
23,64.0,TGT,Target Corporation,25.0,1.9,83,1.54,228.42,279.74,22.47,$126.25,$263.46,254.42,241.73,198.44,84.0,True
27,63.833333333333336,ALGN,"Align Technology, Inc.",18.0,2.0,92,1.83,662.06,745.36,12.58,$279.83,$713.70,633.6,614.21,552.24,81.5,True
28,63.833333333333336,DFS,Discover Financial Services,22.0,2.2,93,1.92,127.19,135.94,6.88,$48.61,$127.86,122.46,120.76,98.08,76.5,True
44,60.166666666666664,CRL,"Charles River Laboratories International, Inc.",14.0,1.8,80,1.47,416.69,448.0,7.51,$197.33,$410.52,389.18,365.76,296.94,86.5,True
46,59.833333333333336,JCI,Johnson Controls International plc,27.0,2.2,76,1.39,69.02,81.25,17.72,$37.82,$72.35,70.08,67.95,56.53,76.5,True
47,59.333333333333336,APTV,Aptiv PLC,13.0,2.1,86,1.58,152.7,171.0,11.98,$78.25,$169.94,157.25,154.97,138.56,79.0,True
49,59.333333333333336,TRMB,Trimble Inc.,17.0,1.9,77,1.41,84.14,95.25,13.2,$44.78,$86.78,82.67,80.58,72.0,84.0,True
51,59.166666666666664,CARR,Carrier Global Corporation,15.0,2.0,81,1.5,52.46,59.82,14.03,$27.01,$56.03,50.48,47.92,41.26,81.5,True
53,59.166666666666664,LKQ,LKQ Corporation,13.0,1.6,73,1.34,51.25,62.11,21.19,$26.73,$52.99,50.36,49.84,42.03,91.5,True
56,58.666666666666664,DXC,DXC Technology Company,17.0,2.5,90,1.76,34.73,44.92,29.34,$15.64,$43.93,39.48,39.25,29.83,69.0,True
57,58.5,ZBRA,Zebra Technologies Corporation,14.0,2.0,80,1.47,510.98,580.0,13.51,$246.83,$558.68,537.97,520.71,446.1,81.5,True
58,58.5,HCA,"HCA Healthcare, Inc.",12.0,2.0,82,1.51,247.79,266.62,7.6,$114.38,$254.45,233.0,218.71,183.09,81.5,True
59,58.5,INTU,Intuit Inc.,19.0,1.8,70,1.28,543.97,596.52,9.66,$295.37,$534.77,513.36,484.68,404.94,86.5,True
62,57.833333333333336,DE,Deere & Company,15.0,2.2,82,1.52,342.2,411.48,20.25,$175.83,$400.34,350.77,349.77,320.35,76.5,True
63,57.5,MS,Morgan Stanley,10.0,2.0,81,1.5,99.05,104.51,5.51,$45.86,$98.39,92.7,90.76,75.67,81.5,True
71,56.166666666666664,TECH,Bio-Techne Corporation,10.0,1.8,72,1.31,493.82,540.67,9.49,$228.67,$488.23,465.31,445.24,374.31,86.5,True
72,55.5,PH,Parker-Hannifin Corporation,15.0,2.0,70,1.28,291.69,358.36,22.86,$178.68,$324.68,306.13,303.76,286.81,81.5,True
73,55.333333333333336,NKE,"NIKE, Inc.",11.0,1.9,71,1.3,147.06,184.13,25.21,$96.55,$169.96,162.77,147.55,138.24,84.0,True
77,55.0,IDXX,"IDEXX Laboratories, Inc.",10.0,1.9,71,1.3,623.98,717.5,14.99,$347.54,$706.95,673.71,621.77,523.75,84.0,True
79,54.333333333333336,EXR,Extra Space Storage Inc.,11.0,2.1,73,1.33,168.94,192.86,14.16,$97.40,$177.00,171.67,163.15,132.46,79.0,True
80,53.666666666666664,AXP,American Express Company,16.0,2.5,76,1.38,173.94,183.52,5.51,$89.11,$179.67,170.86,166.31,138.0,69.0,True
81,53.0,MLM,"Martin Marietta Materials, Inc.",13.0,2.3,72,1.32,354.01,392.75,10.94,$201.04,$383.71,354.9,354.52,320.3,74.0,True
83,52.666666666666664,TT,Trane Technologies plc,14.0,2.5,75,1.37,174.74,205.69,17.71,$110.14,$205.88,195.13,187.61,161.78,69.0,True
84,52.333333333333336,FRC,First Republic Bank,17.0,2.5,71,1.3,197.8,209.43,5.88,$100.38,$202.07,194.42,190.97,163.93,69.0,True
