rank,my_score,ticker,company,sentiment_score,analyst_score,relative_strength,returns_multiple,current_price,1yr_target,est_g/l,52_week_low,52_week_high,20_day_ma,50_day_ma,200_day_ma,adj_analyst_recom,in_russell_3k
2,77.16666666666667,NOTV,"Inotiv, Inc.",26.0,1.0,99,5.45,34.86,38.0,9.01,$4.85,$50.33,33.62,30.42,23.58,106.5,True
3,76.33333333333333,BPOP,"Popular, Inc.",54.0,1.7,86,1.64,79.0,86.25,9.18,$38.05,$83.72,77.57,76.14,72.12,89.0,True
4,76.33333333333333,SKIN,The Beauty Health Company,49.0,1.7,91,1.91,25.91,28.17,8.72,$9.71,$28.62,26.29,24.42,16.04,89.0,True
5,74.5,INSP,"Inspire Medical Systems, Inc.",59.0,2.0,83,1.52,238.07,254.4,6.86,$115.00,$264.40,241.09,226.42,207.6,81.5,True
6,74.33333333333333,UEC,Uranium Energy Corp.,32.0,1.5,97,2.77,3.54,3.91,10.45,$0.82,$3.77,3.09,2.73,2.58,94.0,True
7,74.16666666666667,HCCI,"Heritage-Crystal Clean, Inc",43.0,1.4,83,1.52,29.07,34.6,19.02,$14.11,$34.91,28.96,28.86,27.76,96.5,True
8,73.66666666666667,GDEN,"Golden Entertainment, Inc.",35.0,1.7,97,2.98,50.59,61.5,21.57,$12.30,$54.86,48.84,47.85,36.33,89.0,True
12,71.5,PDCE,"PDC Energy, Inc.",31.0,1.8,97,3.14,49.44,60.06,21.48,$10.61,$51.81,46.64,42.83,37.8,86.5,True
14,70.83333333333333,CARE,"Carter Bankshares, Inc.",42.0,2.0,89,1.74,14.7,16.17,10.0,$6.72,$16.28,14.41,13.25,12.88,81.5,True
19,69.16666666666667,KE,"Kimball Electronics, Inc.",10.0,1.0,91,1.87,28.08,33.0,17.52,$11.60,$29.99,26.6,24.74,22.82,106.5,True
20,69.0,SB,"Safe Bulkers, Inc.",40.0,2.5,98,3.73,4.76,5.0,5.04,$0.82,$5.44,4.9,4.27,3.3,69.0,True
21,69.0,LPLA,LPL Financial Holdings Inc.,31.0,1.7,87,1.65,166.92,188.88,13.16,$75.25,$168.96,157.11,150.17,139.63,89.0,True
22,68.83333333333333,AVID,"Avid Technology, Inc.",39.0,2.4,96,2.71,29.71,42.5,43.05,$8.21,$40.48,28.69,27.49,26.43,71.5,True
24,68.33333333333333,CLH,"Clean Harbors, Inc.",41.0,1.9,80,1.45,107.17,114.5,6.84,$52.22,$109.26,104.27,102.52,91.71,84.0,True
26,68.33333333333333,ESTE,"Earthstone Energy, Inc.",29.0,2.1,97,3.05,10.63,14.63,37.63,$2.41,$13.15,9.72,8.86,8.44,79.0,True
27,68.33333333333333,EVRI,Everi Holdings Inc.,17.0,1.5,94,2.19,24.96,30.75,23.2,$8.15,$26.61,23.96,22.99,18.91,94.0,True
28,68.33333333333333,EVC,Entravision Communications Corporation,14.0,1.5,97,3.13,7.52,10.5,39.63,$1.71,$8.11,7.29,7.11,5.01,94.0,True
30,68.0,ARCB,ArcBest Corporation,29.0,1.9,91,1.9,82.13,86.78,5.66,$29.02,$93.96,81.07,72.95,65.76,84.0,True
32,67.5,ASO,"Academy Sports and Outdoors, Inc.",20.0,1.8,96,2.46,40.89,47.88,17.09,$12.80,$47.65,41.68,40.85,33.23,86.5,True
