date,CBRE,LKQ,RJF,portfolio
2021-10-25,575.5295331740423,223.55810161470046,1700.9123652112569,2499.9999999999995
2021-10-26,573.8287024921627,217.2373272641711,1706.7487209512894,2497.8147507076233
2021-10-27,567.9581932843375,214.11643833550954,1665.3933042432757,2447.467935863123
2021-10-28,576.0781706792079,222.60997792716367,1660.5573973305281,2459.2455459369
2021-10-29,571.0306386583105,217.59287176325805,1644.0483959663643,2432.6719063879327
2021-11-01,555.394239540118,219.96315837722787,1661.0575579156118,2436.4149558329577
2021-11-02,560.2771844953016,223.28156867873446,1682.9026267776073,2466.4613799516437
2021-11-03,575.0906064265664,223.99265767690835,1702.0795342335696,2501.1627983370445
2021-11-04,578.1630099421808,226.8369985996892,1675.398686115944,2480.398694657814
2021-11-05,585.2954230844097,226.28393272775722,1667.5610497499904,2479.1404055621574
2021-11-08,581.674340205271,227.27155466189708,1674.8983978737429,2483.844292740911
2021-11-09,581.674340205271,226.5209674171201,1665.8935924854768,2474.088900107868
2021-11-10,575.7489965477803,224.50622530223723,1659.890261236182,2460.1454830861994
2021-11-11,578.1081754925152,228.06165522319196,1680.0677451765464,2486.2375758922535
2021-11-12,577.6692487450392,231.2615557149745,1667.2276093599346,2476.1584138199482
2021-11-15,573.8287024921627,232.56520883168346,1656.5550913929203,2462.9490027167667
2021-11-16,569.4395605924792,233.27629782985736,1660.5573973305281,2463.2732557528648
2021-11-17,551.6634459032897,235.56758795062098,1643.2146673341074,2430.445701188018
2021-11-18,546.506161266344,233.47381920270237,1632.3755568291822,2412.3555372982282
2021-11-19,546.9450880138199,230.03689909147172,1636.544455304701,2413.5264424099923
2021-11-22,543.1594180689675,232.4072007753563,1644.8822522557382,2420.448871100062
2021-11-23,569.7138584158827,235.5280746341031,1679.4007367393176,2484.6426697893035
2021-11-24,571.9084502949038,234.7774873893261,1709.2501621622944,2515.9360998465245
2021-11-26,538.1667204977356,227.39007954153593,1643.2146673341074,2408.771467373379
2021-11-29,537.4534959268561,227.5480875978631,1677.0661433804578,2442.067726905177
2021-11-30,524.3408628191124,220.83227050164368,1639.0457688585886,2384.2189021793447
2021-12-01,521.3232937531636,221.5433594998176,1582.6823431701314,2325.548996423113
2021-12-02,548.206950089865,226.8369985996892,1635.377158625271,2410.4211073148253
2021-12-03,540.6356520585188,223.40007848845852,1596.0226395718269,2360.0583701188043
2021-12-06,554.1323356057143,225.3358241101352,1631.5417005398083,2411.0098602556577
2021-12-07,561.3195831976087,231.81462158690647,1649.217998583402,2442.3522033679174
2021-12-08,564.0628125817955,228.06165522319196,1647.717006199682,2439.841474004669
2021-12-09,563.4592987686057,226.20492116463626,1633.2094131185563,2422.873633051798
2021-12-10,568.9457575369792,229.00977891072873,1627.5396499164347,2425.4951863641427
2021-12-13,571.0854731079761,222.9655224262506,1606.3615894916682,2400.4125850258947
2021-12-14,564.2822759555335,222.60997792716367,1607.528886171098,2394.421140053795
2021-12-15,573.5544046687592,224.58522179544343,1629.0405146430376,2427.18014110724
2021-12-16,581.1257027001054,223.9531443603905,1649.7181591684857,2454.7970062289814
2021-12-17,558.2471796819943,220.1606797500729,1623.8709120259998,2402.2787714580672
2021-12-20,542.8850783872055,218.30394569151719,1581.3481986385561,2342.537222717279
2021-12-21,566.5865785922442,224.58522179544343,1617.3674201916212,2408.5392205793087
2021-12-22,578.7116893057049,226.28393272775722,1634.043014093696,2439.038636127158
2021-12-23,580.5770651949398,228.06165522319196,1657.5557955344393,2466.1945159525712
2021-12-27,591.3853956659729,231.61710021406142,1684.5702116992381,2507.5727075792724
2021-12-28,591.001345226521,232.32818921223534,1704.7476956396026,2528.077230078359
2021-12-29,595.7197031159908,234.3034330805151,1703.4136787651446,2533.4368149616503
2021-12-30,595.335652676539,234.42194289023917,1684.5702116992381,2514.3278072660164
2021-12-31,595.335652676539,237.14777400329592,1674.231389436514,2506.714816116349
2022-01-03,596.2134643131324,231.53808865094047,1721.0816790961223,2548.8332320601953
2022-01-04,605.1564188949304,235.014522078689,1798.5520601950807,2638.7230011687
2022-01-05,585.5148864581475,231.97264471314838,1757.39068230517,2574.878213476466
2022-01-06,579.9735513817501,234.50095445336012,1782.3217343177055,2596.7962401528157
2022-01-07,574.8711430528284,230.19492221771364,1824.989083218906,2630.055148489448
2022-01-10,567.2998450214823,227.86413385034692,1801.8985915217709,2597.0625703936003
2022-01-11,577.6143724370152,227.62709916098405,1821.3079625881053,2626.5494341861045
2022-01-12,584.1981480740784,227.9431454134679,1833.3552200499557,2645.4965135375023
2022-01-13,579.8089643160362,227.15304485217302,1813.2765427182833,2620.2385518864926
2022-01-14,569.6590239662171,223.9136461137874,1814.4477967683456,2608.02046684835
2022-01-18,556.3818037927596,218.85702663336392,1755.8848389509974,2531.1236693771207
2022-01-19,542.5559042557777,216.24970533003122,1710.2056756843342,2469.011285270143
2022-01-20,547.0547987715096,211.390592152538,1700.835643283836,2459.2810342078837
2022-01-21,556.9304412979252,212.3387158400748,1642.4400439471017,2411.7092010851015
2022-01-24,552.760720913621,218.42247057115603,1633.7391901548242,2404.922381639601
2022-01-25,525.9319408849437,215.8151492678233,1619.8513723775736,2361.598462530341
2022-01-26,530.6502987744135,214.27446146175146,1647.459649451461,2392.384409687626
2022-01-27,523.2435878087811,211.78564996814282,1688.4537965178752,2423.483034294799
2022-01-28,539.4835007401633,213.9979134558707,1741.662304212519,2495.143718408553
2022-01-31,555.9977114949492,216.8422694485663,1771.4458585630346,2544.28583950655
2022-02-01,557.0401520556148,220.08166818695193,1825.1564416995197,2602.2782619420864
2022-02-02,566.3671570768648,225.65185529270428,1835.6977281500804,2627.7167405196496
2022-02-03,560.2771844953016,219.96315837722787,1807.9222202526962,2588.1625631252255
2022-02-04,555.394239540118,217.35583707389517,1856.6130702277046,2629.363146841718
2022-02-07,560.6612349347535,217.43484863701613,1875.1859042052045,2653.281987776974
2022-02-08,569.7138584158827,220.47672600255675,1920.5303505106401,2710.7209349290797
2022-02-09,581.5646294475814,225.0592911741692,1931.573712403042,2738.1976330247926
2022-02-10,571.74386322919,216.8027712019632,1901.1209794443055,2689.6676138754588
2022-02-11,556.9304412979252,212.14119446722978,1861.967392693292,2631.039028458447
