rank,my_score,ticker,company,sentiment_score,analyst_score,relative_strength,returns_multiple,current_price,1yr_target,est_g/l,52_week_low,52_week_high,20_day_ma,50_day_ma,200_day_ma,adj_analyst_recom,in_sp500
49,65.16666666666667,COF,Capital One Financial Corporation,23.0,2.0,91,1.91,166.54,183.18,9.99,$66.46,$177.95,170.24,162.71,132.83,81.5,True
55,64.83333333333333,ALGN,"Align Technology, Inc.",18.0,1.8,90,1.81,662.06,745.36,12.58,$293.33,$721.45,695.16,656.16,580.08,86.5,True
82,63.666666666666664,ULTA,"Ulta Beauty, Inc.",46.0,2.3,71,1.3,368.03,436.65,18.65,$200.50,$414.98,368.6,352.08,319.37,74.0,True
112,62.5,DFS,Discover Financial Services,20.0,2.2,91,1.92,127.19,135.94,6.88,$51.74,$135.69,130.0,124.74,104.38,76.5,True
120,62.166666666666664,CRL,"Charles River Laboratories International, Inc.",15.0,1.8,85,1.6,416.69,448.0,7.51,$197.33,$447.08,420.67,398.57,316.35,86.5,True
134,61.666666666666664,AMP,"Ameriprise Financial, Inc.",25.0,1.9,76,1.38,268.53,292.5,8.93,$141.82,$277.95,267.74,255.94,230.4,84.0,True
143,61.333333333333336,CBRE,"CBRE Group, Inc.",22.0,2.1,83,1.57,100.45,116.43,15.91,$43.17,$98.93,94.89,90.37,78.35,79.0,True
144,61.333333333333336,SYF,Synchrony Financial,20.0,2.1,85,1.6,49.91,56.95,14.11,$24.20,$52.14,50.1,48.54,41.57,79.0,True
156,61.0,JCI,Johnson Controls International plc,25.0,2.1,79,1.45,69.02,81.25,17.72,$39.80,$75.68,73.34,71.01,59.74,79.0,True
159,60.833333333333336,EPAM,"EPAM Systems, Inc.",21.0,2.0,80,1.47,575.44,653.4,13.55,$301.67,$642.63,614.55,567.16,438.02,81.5,True
170,60.5,RJF,"Raymond James Financial, Inc.",15.0,1.8,80,1.47,94.68,159.0,67.93,$67.66,$143.14,136.86,132.73,118.66,86.5,True
180,60.0,SCHW,The Charles Schwab Corporation,16.0,2.1,85,1.61,74.42,83.83,12.64,$33.79,$76.37,72.88,71.15,64.05,79.0,True
