date,BSY,CRL,CROX,INTU,NAVI,NOTV,NVDA,OAS,RPD,STKS,TRNS,portfolio
2021-09-27,141.19775876809422,264.6353260403416,66.03438142106506,263.66718767665657,66.71252164465358,397.3999105880406,497.04827168509394,56.338064167466925,236.8496601307728,10.706416862203824,499.4105010156104,2499.999999999999
2021-09-28,137.28372180367677,255.60344541889864,64.76176100953857,253.4368952146428,64.40712132863963,383.2809551123246,474.9954836384931,55.78031733220901,226.72089278112782,10.954940930500106,487.04429205475014,2414.269826624801
2021-09-29,135.2142309949043,258.89555366709396,64.40921076039949,254.32972073860034,55.44487760013541,348.3487118232687,470.81899308232096,56.03947242737935,225.0061801983139,10.726298787667526,503.8654085915724,2383.0986586716563
2021-09-30,136.40643765647974,252.51938862133278,61.68769481277696,250.87932209913933,56.85693529369396,355.895050094772,475.3855953937399,56.01130339529562,225.34513501119574,10.626889160349014,495.26282844488713,2376.8765799836624
2021-10-01,138.11601702024828,254.9792910670103,60.67733739146371,252.9532813891658,55.099067552733324,371.96144770506953,475.98223690176445,56.16904997496453,226.6610772259134,11.233287886991942,502.0219985601399,2405.8540926754654
2021-10-04,132.4474117614368,243.82406181708447,58.50184439067857,244.2947338599523,54.40744745792914,375.3694714405872,452.80500909004036,58.02820609249093,220.8190913333032,11.282992700651198,498.25836974596507,2350.0386396901195
2021-10-05,132.06500585112016,245.59861830774742,58.867292819664215,248.01484020977549,53.831097378925655,371.8397325716582,469.3044415619509,57.5775015791512,224.58747131181286,11.153760185137132,514.0041637644517,2386.843925541395
2021-10-06,131.75008333674174,249.55159586970686,59.464908485887804,248.60075695987263,53.5429223394239,384.8632518466721,475.01843138880173,56.37750081238415,229.43253128418237,11.730336023584506,520.9169513823239,2421.2492697295816
2021-10-07,132.04251138580742,254.90586114325873,59.993733859596446,250.0515984363037,55.99241017518872,403.85081265884185,483.6238377545409,58.02820609249093,233.67943570440755,11.780040837243762,529.5195315290092,2473.4679795766897
2021-10-08,129.11823089515067,250.37156335159938,56.064088399680216,246.97786056476227,55.9059576633382,408.96284826211837,478.02458667923327,59.15496737584027,231.60582979030698,11.640867358997845,530.9020890525837,2458.728889393611
2021-10-11,127.13871794762922,249.51488090783107,54.00897841079623,244.32263465757592,57.2603803489964,413.7097384651608,474.90369263725853,58.66482621758331,230.38958016761342,12.018623942808192,536.3555103955717,2458.287564098825
2021-10-12,127.27368473950567,249.68009823627207,55.9308072079325,245.08525645928967,57.80791292404971,421.74293727030954,474.35294662985126,59.08736169883931,235.65334902648402,12.277088973836326,538.9670079401012,2477.858451106471
2021-10-13,128.6683415888958,246.49813487370412,56.954062809092314,248.75421134680286,56.770482781843434,424.2989550719478,480.5029437125661,58.6873614432503,238.80363493444446,12.277088973836326,537.1235979086687,2489.338815445052
2021-10-14,129.00575856858697,248.34000212780595,58.738311021198705,252.86492886335745,57.894365435900234,424.0555248051251,499.02177821163684,59.96060169343505,243.76832601724288,13.509768352585883,539.8119042045079,2526.971269301383
2021-10-15,129.20820875640166,246.9325952559009,58.98337643828319,256.76174026479725,57.57737289244832,417.72633786773514,501.68371724743884,60.02820737043601,240.0996386307573,13.658882793563654,543.7291505213021,2526.389228039064
2021-10-18,127.13871794762922,253.33935610322527,61.5458148344649,262.52790510702323,58.124905467501634,417.2394773340898,509.9449073585484,61.07046155753415,247.61646006937178,14.086344191033259,541.8089317385599,2554.4432817089814
2021-10-19,130.22045969547514,252.4276012166433,61.22336033830109,266.3596146473411,57.404467868747275,419.55206486890535,511.5053543795358,60.60285562494417,248.63332450801724,13.271185247021453,543.6523417699924,2564.8526301649244
2021-10-20,129.9955150423477,257.8797730551973,58.441652884728,265.30403447057876,58.24017548330233,404.09424292566456,507.2141250718205,61.57187032862461,249.76982005709158,12.774137110428889,541.9625492411792,2547.2478956709633
2021-10-21,131.25520509986137,255.2974874032671,63.88898417325521,268.940438427531,57.375650364797096,405.4331093931894,520.7303500036081,61.97187058421362,249.0520333945183,12.396380526618541,554.5591844559685,2580.9006938268285
2021-10-22,132.87480660237892,257.3780019095616,64.38771379398855,274.7298539344433,57.57737289244832,410.5451449964658,521.5105735141018,62.56342025797202,250.8664385693563,12.06832875646745,554.2519494507297,2598.7536046779137
2021-10-25,131.39017189173782,259.342252369916,66.91575704391279,280.1984102686834,57.2603803489964,458.3791924271243,531.6075836499025,64.45637921399891,253.63789262762526,12.823841924088146,560.7038845607437,2676.7157463267295
2021-10-26,132.35743390018584,263.0198677178071,66.31384198440702,283.0117406957372,56.482307742341696,561.715340693356,567.1995443785996,67.57187416245984,252.48145856014614,13.112129843311832,555.9417419795429,2819.207281657895
2021-10-27,129.9955150423477,263.1667275653102,65.29918516981158,285.1136007833873,55.32960758433472,554.1690024218526,561.095442796502,65.7465208834339,253.51826151719644,13.042543104188873,564.5443221262283,2811.020728994594
2021-10-28,132.91979553300442,268.4965161976116,67.29840304602718,286.1738310930869,56.078862687039255,540.2934772129594,572.3398404477344,67.57187416245984,256.22990002025097,13.271185247021453,566.3109234063512,2826.9846090535466
2021-10-29,133.05476232488087,274.55448490711603,69.41370454086173,291.09367174072815,56.770482781843434,588.9795305774973,586.7051321409417,67.94370538596512,256.7084244619665,13.141952731507388,575.1439298069656,2913.509781400274
2021-11-01,131.5926220795525,269.4082710841936,72.11372352207333,283.10474335448276,58.44189801095355,619.5300290637447,592.6715472211876,69.29581892598432,252.5811511521702,13.78811530907772,582.6711874353153,2945.1991071587354
2021-11-02,131.23271063454862,264.31712970408483,71.97184354376125,287.5595707083961,56.1364976949396,666.2686402937012,605.8435558983456,69.76905866499105,245.32353045281832,13.748351458150315,606.7891353465583,3018.9600244002954
2021-11-03,132.42491729612405,237.30715608413274,74.50848558024985,289.64283026429706,56.050045183089075,630.4843910707657,610.3642627091473,69.20567802331638,256.80811705399054,14.56351040216212,649.2643748208175,3020.623768488092
2021-11-04,134.87681401521314,232.0630356962082,76.27983561250969,290.94951761967246,55.73305263963716,641.0736076775528,683.8659069477139,67.60567700096031,271.7620058576003,13.807997234541423,657.4829112109543,3125.500361512564
