"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Forward P/E","PEG","P/S","P/B","P/Cash","P/Free Cash Flow","Dividend Yield","Payout Ratio","EPS (ttm)","EPS growth this year","EPS growth next year","EPS growth past 5 years","EPS growth next 5 years","Sales growth past 5 years","EPS growth quarter over quarter","Sales growth quarter over quarter","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Return on Assets","Return on Equity","Return on Investment","Current Ratio","Quick Ratio","LT Debt/Equity","Total Debt/Equity","Gross Margin","Operating Margin","Profit Margin","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Average True Range","Volatility (Week)","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","Relative Strength Index (14)","Change from Open","Gap","Analyst Recom","Average Volume","Relative Volume","Price","Change","Volume","Earnings Date","Target Price","IPO Date","After-Hours Close","After-Hours Change"
1,"A","Agilent Technologies, Inc.","Healthcare","Diagnostics & Research","USA",41932.68,34.33,25.55,2.45,6.64,7.55,26.62,39.52,0.62%,19.10%,3.94,71.00%,10.16%,22.90%,14.00%,8.50%,102.30%,11.90%,301.00,299.66,0.20%,-18.32%,91.10%,0.20%,1.75%,3.05,11.70%,24.30%,14.70%,2.20,1.70,0.51,0.51,53.90%,21.30%,19.10%,-3.68%,-6.86%,-15.96%,-16.57%,5.67%,-15.31%,1.04,4.06,2.81%,2.82%,-3.07%,-8.42%,-11.00%,-16.86%,3.04%,-24.70%,20.22%,37.94,-1.28%,-0.17%,,1716.83,1.28,135.21,-1.45%,2205269,2/22/2022 4:30:00 PM,175.32,11/18/1999,135.21,0.00%
2,"AA","Alcoa Corporation","Basic Materials","Aluminum","USA",13377.52,33.50,10.54,,1.10,3.56,9.21,,0.54%,0.00%,2.21,85.00%,-4.97%,28.00%,,-3.70%,769.80%,31.50%,187.00,186.96,0.70%,-29.50%,77.70%,0.20%,5.18%,1.21,3.00%,12.10%,5.00%,1.50,0.90,0.44,0.44,24.70%,8.10%,3.50%,15.86%,22.06%,42.26%,70.11%,229.29%,23.97%,2.39,3.79,6.55%,6.04%,18.62%,27.39%,58.55%,-0.86%,70.74%,-0.86%,252.39%,73.88,-1.49%,1.99%,2.00,8026.50,0.97,73.86,0.46%,7793834,1/19/2022 4:30:00 PM,67.91,10/18/2016,73.86,0.00%
3,"AAAU","Goldman Sachs Physical Gold ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.76%,2.71%,0.22%,4.55%,4.14%,2.31%,,0.16,0.92%,0.76%,2.76%,3.55%,3.52%,0.32%,6.59%,-2.11%,11.44%,67.74,0.32%,0.27%,,466.91,0.84,18.60,0.59%,393987,,,8/15/2018,18.64,0.22%
4,"AAC","Ares Acquisition Corporation","Financial","Shell Companies","USA",1216.92,43.48,,,,1.30,1352.13,,,,0.22,,,,,,,,125.00,100.00,,,67.70%,0.06%,0.14%,0.53,,,,1.70,1.70,0.00,0.00,,,,-0.20%,-0.20%,-1.12%,0.21%,,0.00%,,0.03,0.35%,0.30%,0.02%,-0.18%,-0.30%,-0.81%,0.41%,-2.60%,2.53%,46.67,0.41%,-0.56%,,264.84,0.07,9.74,-0.15%,18608,,,3/25/2021,,
5,"AACG","ATA Creativity Global","Consumer Defensive","Education & Training Services","China",50.51,,,,1.68,1.60,4.28,,,,-0.41,40.00%,-14.10%,-36.60%,25.00%,-17.20%,-61.50%,31.00%,31.19,29.64,18.70%,0.00%,17.50%,,0.25%,0.11,-17.50%,-49.20%,-48.20%,0.30,0.30,0.00,0.00,46.60%,-53.20%,-50.50%,-3.14%,-17.20%,-30.32%,-41.44%,-73.90%,43.86%,1.36,0.22,8.70%,9.80%,-7.03%,-3.16%,-36.21%,-47.62%,54.00%,-75.79%,54.00%,44.87,-2.53%,0.64%,1.50,660.76,0.04,1.54,-1.91%,27158,11/10/2021 4:30:00 PM,32.50,1/29/2008,1.53,-0.65%
6,"AACI","Armada Acquisition Corp. I","Financial","Shell Companies","USA",214.43,,,,,1.37,536.09,,,,-0.02,,,,,,,,20.71,17.41,25.41%,0.00%,16.50%,,1.07%,3.06,,,,0.40,0.40,0.00,0.00,,,,-0.61%,0.61%,,,,0.61%,,0.05,0.30%,0.34%,0.01%,0.49%,0.51%,-1.01%,5.46%,-1.01%,5.46%,52.29,-0.51%,0.30%,,61.10,1.57,9.85,-0.20%,96000,,,11/10/2021,,
7,"AACIU","Armada Acquisition Corp. I","Financial","Shell Companies","USA",,,,,,,,,,,-0.09,,,,,,,,,10.72,,,83.96%,,0.00%,0.01,,,,,,,,,,,-1.39%,-0.64%,0.02%,,,-1.08%,,0.10,0.44%,0.63%,-0.95%,-0.54%,-0.19%,-5.78%,1.24%,-5.78%,1.66%,45.27,0.00%,0.00%,,51.08,0.00,9.92,0.00%,0,,,8/13/2021,,
8,"AACIW","Armada Acquisition Corp. I","Financial","Shell Companies","USA",,,,,,66.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.26%,-44.58%,,,,-41.02%,,0.05,28.93%,14.54%,-16.99%,-29.66%,-30.30%,-50.72%,56.92%,-50.72%,56.92%,40.99,0.00%,-5.71%,,44.86,0.02,0.33,-5.71%,700,,,11/11/2021,,
9,"AADI","Aadi Bioscience, Inc.","Healthcare","Biotechnology","USA",402.66,,,,4026.61,1.19,2.49,,,,-11.63,82.30%,52.60%,30.90%,,,-705.00%,,20.89,12.38,0.10%,0.00%,53.40%,-1.78%,4.99%,2.89,-134.90%,-147.00%,-14.70%,14.00,14.00,0.04,0.04,,,,-3.33%,-18.92%,-14.85%,-38.96%,-38.96%,-21.90%,1.53,1.49,7.17%,7.90%,-2.80%,-13.75%,-27.85%,-29.10%,9.97%,-62.13%,31.78%,43.63,0.91%,-0.64%,1.60,213.50,0.33,18.86,0.27%,69889,,48.75,8/8/2017,18.90,0.21%
10,"AADR","AdvisorShares Dorsey Wright ADR ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,0.31%,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.34%,-4.76%,-6.61%,-10.63%,-2.80%,-4.82%,,1.07,1.39%,1.45%,-1.95%,-2.66%,-5.98%,-5.86%,5.88%,-11.83%,5.88%,41.95,-1.27%,-0.48%,,3.76,0.66,61.15,-1.74%,2486,,,7/21/2010,,
11,"AAIC","Arlington Asset Investment Corp.","Real Estate","REIT - Mortgage","USA",107.58,,11.52,,5.33,0.57,5.07,21.96,,,-0.15,-743.40%,31.22%,7.90%,-9.37%,,-126.40%,-46.80%,31.93,30.42,3.40%,2.82%,34.90%,0.08%,0.78%,1.82,-0.50%,-2.40%,,,,0.49,3.43,53.10%,,-23.80%,-3.75%,-6.70%,-12.57%,-12.11%,-17.73%,-4.57%,1.69,0.08,2.33%,2.71%,-2.62%,-4.96%,-11.87%,-10.70%,2.77%,-24.43%,2.77%,39.09,-0.89%,-0.59%,2.70,131.20,0.75,3.34,-1.47%,98204,11/9/2021 4:30:00 PM,4.62,12/23/1997,,
12,"AAL","American Airlines Group Inc.","Industrials","Airlines","USA",11991.14,,8.06,,0.40,,0.82,,,,-3.12,-583.80%,200.50%,-29.60%,16.09%,-15.80%,105.40%,182.70%,648.56,640.95,0.50%,0.00%,57.30%,1.56%,15.56%,2.48,-8.60%,77.70%,-25.60%,1.00,0.90,,,57.10%,-20.90%,-19.40%,0.87%,-9.88%,-14.10%,-11.79%,-2.19%,-2.95%,1.62,0.88,5.58%,5.11%,2.17%,-1.26%,-13.17%,-11.79%,16.94%,-33.19%,16.94%,49.36,-2.35%,1.36%,3.10,40144.68,0.93,17.43,-1.02%,37380180,1/20/2022 8:30:00 AM,18.32,12/9/2013,17.44,0.06%
13,"AAME","Atlantic American Corporation","Financial","Insurance - Life","USA",53.01,4.31,,,0.25,0.40,3.71,265.06,0.74%,3.20%,0.63,,,24.30%,,3.30%,-161.10%,6.50%,20.40,4.02,2.80%,0.00%,5.60%,-1.89%,0.93%,2.09,3.30%,9.30%,7.70%,,,0.24,0.24,,8.80%,6.20%,7.09%,0.13%,-36.00%,-23.16%,-49.44%,11.02%,0.09,0.20,6.61%,8.81%,7.44%,-7.55%,-29.14%,-30.26%,28.30%,-60.47%,28.30%,51.73,0.37%,-1.45%,,17.88,1.73,2.72,-1.09%,30897,,,3/17/1980,,
14,"AAN","The Aaron's Company, Inc.","Industrials","Rental & Leasing Services","USA",663.59,7.45,7.49,,0.36,0.94,44.84,58.73,1.91%,10.50%,2.81,15.90%,-20.11%,-37.70%,-12.10%,-4.00%,109.20%,-65.30%,32.48,30.81,1.20%,-13.85%,97.20%,0.54%,2.91%,3.74,7.10%,13.30%,-36.30%,,,0.00,0.00,63.20%,7.00%,5.30%,-1.04%,-8.47%,-20.21%,-24.60%,3.46%,-14.97%,,1.03,4.47%,5.23%,-2.60%,-8.95%,-24.32%,-19.26%,4.33%,-44.09%,7.49%,42.13,1.26%,-0.72%,2.70,239.83,1.35,20.96,0.53%,324607,2/23/2022 4:30:00 PM,33.50,11/4/1982,20.50,-2.19%
15,"AAOI","Applied Optoelectronics, Inc.","Technology","Semiconductors","USA",102.50,,,,0.49,0.37,2.36,,,,-2.05,19.10%,15.40%,-43.50%,13.00%,4.30%,-37.90%,-30.40%,27.10,25.39,6.40%,0.00%,50.80%,1.78%,13.98%,7.15,-11.20%,-19.30%,-13.20%,2.10,1.10,0.37,0.55,19.50%,-26.90%,-25.30%,-7.38%,-13.33%,-40.13%,-46.15%,-71.63%,-29.18%,1.63,0.22,4.93%,5.45%,-7.98%,-23.60%,-46.10%,-40.72%,0.28%,-71.94%,0.28%,32.91,-3.70%,-0.79%,2.70,496.42,0.91,3.64,-4.46%,449414,2/24/2022 4:30:00 PM,16.58,9/26/2013,3.64,0.00%
