rank,my_score,ticker,company,sentiment_score,analyst_score,relative_strength,returns_multiple,current_price,1yr_target,est_g/l,52_week_low,52_week_high,20_day_ma,50_day_ma,200_day_ma,adj_analyst_recom,in_russell_3k
1,70.66666666666667,RWT,"Redwood Trust, Inc.",47.0,1.7,76,1.32,13.16,14.04,6.69,$6.52,$12.71,11.85,11.63,9.79,89.0,True
2,70.0,GNRC,Generac Holdings Inc.,19.0,1.5,97,2.37,404.95,497.0,22.73,$135.22,$457.00,433.42,380.45,297.54,94.0,True
3,69.33333333333333,EVRI,Everi Holdings Inc.,15.0,1.5,99,2.97,25.94,30.75,18.54,$5.53,$25.90,23.47,22.34,15.6,94.0,True
4,69.0,EPRT,"Essential Properties Realty Trust, Inc.",42.0,1.9,81,1.43,28.39,32.36,13.98,$15.11,$29.51,28.03,27.15,22.85,84.0,True
5,68.5,IIPR,"Innovative Industrial Properties, Inc.",36.0,2.0,88,1.61,234.18,257.0,9.74,$95.66,$222.08,204.16,191.62,176.66,81.5,True
6,67.66666666666667,RDNT,"RadNet, Inc.",13.0,1.3,91,1.7,29.1,43.67,50.07,$13.49,$36.64,33.99,31.54,22.71,99.0,True
7,66.66666666666667,NET,"Cloudflare, Inc.",20.0,1.9,96,2.24,114.98,125.13,8.83,$32.69,$117.49,108.42,96.58,79.06,84.0,True
8,65.83333333333333,FRGI,"Fiesta Restaurant Group, Inc.",27.0,2.0,89,1.62,11.38,17.0,49.38,$6.05,$18.52,13.73,13.59,13.43,81.5,True
9,65.83333333333333,NAVI,Navient Corporation,17.0,1.8,94,1.94,19.12,21.35,11.66,$7.42,$20.80,19.8,19.02,13.54,86.5,True
11,65.5,NSA,National Storage Affiliates Trust,43.0,2.2,77,1.36,52.84,58.3,10.33,$29.11,$55.22,52.67,49.64,40.31,76.5,True
12,65.5,CROX,"Crocs, Inc.",17.0,2.0,98,2.64,141.13,157.7,11.74,$35.17,$136.50,118.73,110.91,81.83,81.5,True
13,65.0,TGT,Target Corporation,24.0,1.9,87,1.56,228.42,279.74,22.47,$121.82,$262.38,251.23,238.11,196.51,84.0,True
14,64.83333333333333,ROKU,"Roku, Inc.",17.0,2.0,96,2.26,314.46,470.67,49.68,$143.21,$490.73,431.58,386.28,347.34,81.5,True
15,64.83333333333333,ENPH,"Enphase Energy, Inc.",23.0,2.2,95,2.21,155.36,197.73,27.27,$57.05,$229.04,178.31,159.78,154.57,76.5,True
16,64.83333333333333,AXON,"Axon Enterprise, Inc.",22.0,1.8,86,1.54,178.77,213.0,19.15,$78.28,$212.37,178.06,159.29,143.85,86.5,True
17,64.83333333333333,VVI,Viad Corp,17.0,2.0,96,2.34,47.75,58.0,21.47,$13.94,$52.00,47.58,47.04,38.33,81.5,True
18,64.83333333333333,SSTK,"Shutterstock, Inc.",21.0,1.6,82,1.46,116.29,126.0,8.35,$44.50,$108.96,101.35,95.69,81.76,91.5,True
19,64.33333333333333,ULTA,"Ulta Beauty, Inc.",48.0,2.3,71,1.25,368.03,436.65,18.65,$188.18,$356.31,341.16,336.02,302.78,74.0,True
20,64.33333333333333,MIDD,The Middleby Corporation,21.0,1.9,88,1.61,173.84,214.0,23.1,$82.04,$190.25,179.78,172.32,150.59,84.0,True
21,64.33333333333333,BOOT,"Boot Barn Holdings, Inc.",15.0,2.1,99,3.34,90.64,100.0,10.33,$18.24,$86.70,81.65,78.63,59.44,79.0,True
23,64.0,MODV,ModivCare Inc.,14.0,1.5,84,1.5,187.05,211.88,13.27,$78.82,$184.71,167.81,161.38,146.52,94.0,True
24,64.0,RH,RH,21.0,2.1,92,1.77,646.45,764.79,18.31,$278.13,$733.05,683.75,661.79,537.03,79.0,True
