rank,my_score,ticker,company,sentiment_score,analyst_score,relative_strength,returns_multiple,current_price,1yr_target,est_g/l,52_week_low,52_week_high,20_day_ma,50_day_ma,200_day_ma,adj_analyst_recom,in_sp500
2,70.0,GNRC,Generac Holdings Inc.,19.0,1.5,97,2.37,404.95,497.0,22.73,$135.22,$457.00,433.42,380.45,297.54,94.0,True
13,65.0,TGT,Target Corporation,24.0,1.9,87,1.56,228.42,279.74,22.47,$121.82,$262.38,251.23,238.11,196.51,84.0,True
15,64.83333333333333,ENPH,"Enphase Energy, Inc.",23.0,2.2,95,2.21,155.36,197.73,27.27,$57.05,$229.04,178.31,159.78,154.57,76.5,True
19,64.33333333333333,ULTA,"Ulta Beauty, Inc.",48.0,2.3,71,1.25,368.03,436.65,18.65,$188.18,$356.31,341.16,336.02,302.78,74.0,True
28,63.5,DFS,Discover Financial Services,21.0,2.2,93,1.86,127.19,135.94,6.88,$48.36,$127.65,121.36,120.05,96.87,76.5,True
35,62.5,ALGN,"Align Technology, Inc.",20.0,2.0,86,1.53,662.06,745.36,12.58,$279.83,$653.86,622.21,606.08,545.41,81.5,True
39,61.833333333333336,JCI,Johnson Controls International plc,27.0,2.2,82,1.44,69.02,81.25,17.72,$36.53,$71.15,69.64,67.39,55.95,76.5,True
43,60.833333333333336,CRL,"Charles River Laboratories International, Inc.",14.0,1.8,82,1.46,416.69,448.0,7.51,$195.48,$397.61,382.72,359.17,293.73,86.5,True
44,60.5,LKQ,LKQ Corporation,13.0,1.6,77,1.34,51.25,62.11,21.19,$26.73,$51.93,50.14,49.8,41.63,91.5,True
47,60.0,GOOG,Alphabet Inc.,10.0,1.5,76,1.33,2729.25,3103.33,13.71,$1406.55,$2800.22,2622.32,2522.97,2088.88,94.0,True
49,59.833333333333336,INTU,Intuit Inc.,19.0,1.8,74,1.3,543.97,596.52,9.66,$292.21,$532.33,506.45,476.38,401.32,86.5,True
50,59.833333333333336,CARR,Carrier Global Corporation,15.0,2.0,83,1.47,52.46,59.82,14.03,$25.60,$52.41,49.44,47.11,40.83,81.5,True
54,59.666666666666664,TRMB,Trimble Inc.,18.0,1.9,77,1.35,84.14,95.25,13.2,$44.35,$84.87,82.13,79.83,71.33,84.0,True
58,59.333333333333336,DXC,DXC Technology Company,18.0,2.5,91,1.7,34.73,44.92,29.34,$15.64,$41.75,39.28,38.93,29.42,69.0,True
60,58.833333333333336,ZBRA,Zebra Technologies Corporation,13.0,2.0,82,1.46,510.98,580.0,13.51,$246.83,$553.66,534.98,515.53,440.83,81.5,True
61,58.5,HCA,"HCA Healthcare, Inc.",11.0,2.0,83,1.47,247.79,266.62,7.6,$114.38,$254.45,225.31,215.31,180.76,81.5,True
62,58.5,MS,Morgan Stanley,12.0,2.0,82,1.44,99.05,104.51,5.51,$45.86,$97.17,92.37,90.64,75.28,81.5,True
66,57.666666666666664,IDXX,"IDEXX Laboratories, Inc.",10.0,1.9,79,1.39,623.98,717.5,14.99,$347.54,$696.35,663.64,608.95,518.27,84.0,True
68,57.333333333333336,APTV,Aptiv PLC,13.0,2.1,80,1.41,152.7,171.0,11.98,$76.18,$160.53,155.74,152.69,137.18,79.0,True
69,57.333333333333336,GOOGL,Alphabet Inc.,10.0,1.7,73,1.28,2730.86,3141.61,15.04,$1402.15,$2687.98,2537.53,2447.43,2061.46,89.0,True
70,57.0,PTC,PTC Inc.,14.0,1.9,73,1.28,120.51,164.71,36.68,$79.36,$153.73,143.99,137.73,125.99,84.0,True
71,56.833333333333336,PH,Parker-Hannifin Corporation,16.0,2.0,73,1.27,291.69,358.36,22.86,$175.02,$324.68,305.73,303.86,284.94,81.5,True
72,56.833333333333336,EL,The Estée Lauder Companies Inc.,17.0,2.0,72,1.26,310.68,365.32,17.59,$187.75,$333.71,322.24,310.16,277.76,81.5,True
73,56.833333333333336,ETN,Eaton Corporation plc,18.0,2.0,71,1.25,150.65,177.68,17.94,$91.72,$157.64,152.76,148.17,130.64,81.5,True
74,56.833333333333336,PYPL,"PayPal Holdings, Inc.",13.0,1.8,71,1.25,264.65,327.67,23.81,$171.63,$310.16,297.94,279.44,247.57,86.5,True
75,56.5,TECH,Bio-Techne Corporation,10.0,1.8,73,1.28,493.82,540.67,9.49,$228.67,$479.00,458.99,438.55,370.02,86.5,True
78,55.666666666666664,NKE,"NIKE, Inc.",11.0,1.9,72,1.26,147.06,184.13,25.21,$95.80,$166.53,160.75,144.91,137.47,84.0,True
80,55.0,TT,Trane Technologies plc,14.0,2.5,82,1.44,174.74,205.69,17.71,$103.44,$202.21,191.87,185.88,160.33,69.0,True
83,54.5,SBUX,Starbucks Corporation,15.0,2.2,72,1.26,112.92,131.26,16.24,$74.56,$126.32,118.35,114.47,105.74,76.5,True
84,54.333333333333336,EXR,Extra Space Storage Inc.,10.0,2.1,74,1.3,168.94,192.86,14.16,$95.77,$174.89,169.89,160.8,131.2,79.0,True
85,54.333333333333336,AXP,American Express Company,17.0,2.5,77,1.36,173.94,183.52,5.51,$89.11,$179.67,169.97,165.09,136.69,69.0,True
86,53.833333333333336,WELL,Welltower Inc.,13.0,2.2,72,1.26,83.85,89.35,6.56,$51.00,$89.80,86.44,81.35,69.42,76.5,True
87,53.0,FRC,First Republic Bank,17.0,2.5,73,1.28,197.8,209.43,5.88,$100.38,$202.07,193.01,190.45,162.64,69.0,True
