"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Forward P/E","PEG","P/S","P/B","P/Cash","P/Free Cash Flow","Dividend Yield","Payout Ratio","EPS (ttm)","EPS growth this year","EPS growth next year","EPS growth past 5 years","EPS growth next 5 years","Sales growth past 5 years","EPS growth quarter over quarter","Sales growth quarter over quarter","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Return on Assets","Return on Equity","Return on Investment","Current Ratio","Quick Ratio","LT Debt/Equity","Total Debt/Equity","Gross Margin","Operating Margin","Profit Margin","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Average True Range","Volatility (Week)","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","Relative Strength Index (14)","Change from Open","Gap","Analyst Recom","Average Volume","Relative Volume","Price","Change","Volume","Earnings Date","Target Price","IPO Date","After-Hours Close","After-Hours Change"
1,"A","Agilent Technologies, Inc.","Healthcare","Diagnostics & Research","USA",39620.19,33.96,25.28,2.43,6.27,7.47,25.16,37.34,0.63%,19.10%,3.94,71.00%,10.21%,22.90%,14.00%,8.50%,102.30%,11.90%,301.00,299.66,0.20%,-18.00%,91.10%,0.22%,1.75%,2.78,11.70%,24.30%,14.70%,2.20,1.70,0.51,0.51,53.90%,21.30%,19.10%,2.67%,0.16%,-12.58%,-22.96%,9.55%,-16.24%,1.06,4.53,4.21%,3.09%,-2.18%,-7.22%,-11.95%,-17.77%,8.67%,-25.53%,18.90%,44.66,3.80%,0.54%,,1889.57,1.66,133.73,4.35%,3144474,2/22/2022 4:30:00 PM,175.32,11/18/1999,133.73,0.00%
2,"AA","Alcoa Corporation","Basic Materials","Aluminum","USA",14243.44,35.31,10.85,,1.17,3.75,9.81,,0.51%,0.00%,2.21,85.00%,-9.51%,28.00%,,-3.70%,769.80%,31.50%,187.00,186.96,0.70%,-30.43%,83.90%,8.22%,5.18%,1.18,3.00%,12.10%,5.00%,1.50,0.90,0.44,0.44,24.70%,8.10%,3.50%,1.80%,28.15%,54.28%,87.95%,217.11%,30.66%,2.28,4.32,7.37%,5.91%,13.66%,24.54%,62.14%,-2.78%,62.04%,-2.78%,229.31%,66.75,6.64%,-0.41%,2.00,8193.72,0.90,77.85,6.21%,7354304,1/19/2022 4:30:00 PM,71.36,10/18/2016,77.85,0.00%
3,"AAAU","Goldman Sachs Physical Gold ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.45%,3.93%,5.68%,5.38%,9.31%,3.36%,,0.20,1.25%,0.86%,2.55%,3.63%,4.40%,-3.34%,7.68%,-3.34%,12.58%,63.13,-0.05%,-0.32%,,505.41,0.71,18.79,-0.37%,359191,,,8/15/2018,18.80,0.05%
4,"AAC","Ares Acquisition Corporation","Financial","Shell Companies","USA",1220.68,43.57,,,,1.30,1356.31,,,,0.22,,,,,,,,125.00,100.00,,,74.60%,8.07%,0.14%,0.51,,,,1.70,1.70,0.00,0.00,,,,0.10%,0.51%,-0.59%,0.83%,,0.21%,,0.03,0.24%,0.30%,0.15%,0.11%,-0.06%,-0.41%,0.62%,-2.40%,2.74%,55.30,0.10%,0.00%,,272.29,0.37,9.76,0.10%,99883,,,3/25/2021,,
5,"AACG","ATA Creativity Global","Consumer Defensive","Education & Training Services","China",47.55,,,,1.58,1.42,4.00,,,,-0.41,40.00%,-14.10%,-36.60%,25.00%,-17.20%,-61.50%,31.00%,31.19,29.64,18.70%,0.00%,17.10%,-2.26%,0.25%,0.11,-17.50%,-49.20%,-48.20%,0.30,0.30,0.00,0.00,46.60%,-53.20%,-50.50%,-12.26%,-19.05%,-22.29%,-48.29%,-73.07%,27.04%,1.38,0.15,12.91%,9.88%,-10.50%,-14.16%,-42.22%,-53.74%,36.00%,-77.56%,36.00%,40.11,0.00%,1.49%,1.50,673.09,0.01,1.36,1.49%,7920,,32.50,1/29/2008,1.34,-1.47%
6,"AACI","Armada Acquisition Corp. I","Financial","Shell Companies","USA",204.34,,,,,1.36,510.86,,,,-0.09,,,,,,,,20.71,15.16,26.79%,0.00%,59.70%,,1.23%,4.66,,,,0.40,0.40,0.00,0.00,,,,-0.81%,-0.41%,,,,0.20%,,0.04,0.14%,0.29%,-0.30%,0.02%,0.07%,-1.41%,5.03%,-1.41%,5.03%,47.24,-0.71%,0.82%,,40.05,0.01,9.81,0.10%,264,,,11/10/2021,,
7,"AACIU","Armada Acquisition Corp. I","Financial","Shell Companies","USA",,,,,,,,,,,-0.09,,,,,,,,,10.72,,,8.30%,,0.00%,0.09,,,,,,,,,,,0.30%,-0.10%,1.26%,,,-0.10%,,0.10,0.04%,0.36%,0.05%,0.41%,0.77%,-4.84%,2.24%,-4.84%,2.66%,51.38,0.00%,0.00%,,5.15,0.04,10.02,0.00%,0,,,8/13/2021,,
8,"AACIW","Armada Acquisition Corp. I","Financial","Shell Companies","USA",,,,,,46.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-31.92%,-52.09%,-53.98%,,,-58.87%,,0.05,15.77%,16.71%,-29.90%,-47.95%,-49.57%,-65.64%,9.41%,-65.64%,9.41%,30.30,-7.96%,-13.79%,,31.67,5.82,0.23,-20.66%,184363,,,11/11/2021,,
9,"AADI","Aadi Bioscience, Inc.","Healthcare","Biotechnology","USA",373.07,,,,3730.66,1.09,2.31,,,,-11.63,82.30%,52.60%,30.90%,,,-705.00%,,20.89,13.65,0.10%,0.00%,59.60%,9.33%,4.53%,3.55,-134.90%,-147.00%,-14.70%,14.00,14.00,0.04,0.04,,,,-4.09%,-7.95%,-24.23%,-47.39%,-34.98%,-28.12%,1.53,1.34,7.03%,6.69%,-6.46%,-18.62%,-33.78%,-34.74%,10.57%,-65.14%,21.30%,40.65,2.66%,1.14%,1.60,174.10,0.48,17.36,3.83%,82822,,48.75,8/8/2017,17.36,0.00%
10,"AADR","AdvisorShares Dorsey Wright ADR ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,0.32%,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.15%,-0.23%,-5.27%,-6.78%,-10.18%,-6.34%,,1.32,2.24%,1.39%,-2.95%,-3.81%,-7.23%,-7.36%,5.99%,-13.24%,5.99%,43.08,3.26%,-0.17%,,3.93,1.40,60.18,3.09%,5490,,,7/21/2010,60.30,0.20%
