date,AZO,COST,PLD,TXT,portfolio
2022-01-06,903.7003723016152,1465.867394718125,127.72252743937446,2.7097055408852326,2500.0
2022-01-07,882.7913955333275,1429.5539949331414,125.40577811244923,2.7615845525572333,2440.5127531314756
2022-01-10,881.8668845990751,1383.2157209363982,124.82660011627556,2.708646829505018,2392.617852481254
2022-01-11,876.7491536345347,1391.8276027648594,124.80212850784062,2.699823875662982,2396.0787087828976
2022-01-12,899.4896087603967,1401.879002112917,125.00606687640519,2.7132346685710105,2429.08791241829
2022-01-13,897.5266610434707,1378.096695092633,124.9326396036902,2.721351904577964,2403.277347644372
2022-01-14,890.9893498240274,1341.0633738169533,124.59819013927606,2.705470695364373,2359.3563844756213
2022-01-18,862.1058845841494,1301.2839686453672,125.1610495806897,2.654297401527455,2291.205200211734
2022-01-19,852.6109406698055,1306.8562814042168,125.29157312394948,2.6401806215291606,2287.3989758195007
2022-01-20,846.8359698811346,1287.2865077629779,125.74024002427356,2.5847724821713824,2262.4474901505573
2022-01-21,850.9809987426772,1284.0603677193421,126.79255652920625,2.5272469200531744,2264.3611699112785
2022-01-24,864.1082517143554,1303.4968647554997,125.06316314694998,2.5371285852754255,2295.2054082020804
2022-01-25,846.0604183308504,1272.6225011242843,125.59341037366396,2.513836127145146,2246.790165955944
2022-01-26,824.4854299829672,1289.019510456279,123.76611811025776,2.5321877526643,2239.803246302168
2022-01-27,835.8907445677593,1286.4866040361435,121.22912430741813,2.3521995481378046,2245.9586724594587
2022-01-28,854.9200518097273,1312.9084875798978,126.49889722798706,2.3529052659728866,2296.680341883585
2022-01-31,870.3388724103966,1346.7690445463331,127.92646580793902,2.4019608677941915,2347.436343632463
2022-02-01,881.3892518167277,1355.5141216144268,125.23447685340469,2.4305474213359126,2364.568397705895
2022-02-02,904.4408368300382,1391.8009148976637,128.34249559874308,2.4623098397630954,2427.046557166208
2022-02-03,889.5390684249961,1391.1343691413592,127.61647550454963,2.403725566264672,2410.69363863717
2022-02-04,884.5133339202135,1385.8020030909254,125.21000524496976,2.373021589962521,2397.8983638460713
2022-02-07,874.7862059176086,1375.4571999346117,124.03531825045222,2.381138825969475,2376.6598629286423
2022-02-08,883.7728693917906,1389.4813486841965,123.3337697646937,2.436546965327253,2399.024534806008
2022-02-09,878.6464201580987,1409.9576147901555,126.74361331233638,2.526540932962909,2417.8741891935533
2022-02-10,849.8286361115827,1382.362522840621,121.08228220939834,2.492308098230164,2355.7657492598323
2022-02-11,854.0218026555568,1358.873538263144,119.35288882714207,2.460192417002665,2334.7084221628456
2022-02-14,843.2824996503604,1350.5816667446857,118.56160696131873,2.4196067754782633,2314.8453801318433
2022-02-15,847.3574079544946,1370.2047347548673,118.79001693831823,2.489484688379468,2338.8416443360597
2022-02-16,844.5400163744107,1366.152247213548,117.7784905965805,2.5480689618778913,2331.018823146417
2022-02-17,829.4848492213539,1373.1109458539488,116.88115679593233,2.4743091970009594,2321.951261068236
2022-02-18,841.2713607646891,1366.8720059733462,116.28566024499864,2.4534868859210595,2326.882513868955
2022-02-22,810.9901376859439,1338.9037720757635,116.13881814697885,2.4019608677941915,2268.4346887764805
2022-02-23,786.1815272638863,1320.4538311059132,114.82545455552663,2.4196067754782633,2223.8804197008044
2022-02-24,786.3962213275305,1347.9687780884115,116.92194695912728,2.452781168085977,2253.739727543155
2022-02-25,817.0060643183409,1379.7230276825999,121.09860076415836,2.522659080987182,2320.350351846086
2022-02-28,816.4627503426316,1384.4155358439252,118.97764919953298,2.5808903609404723,2322.43682574703
2022-03-01,796.1628222297292,1394.227069849016,118.90422192681798,2.508189307443755,2311.802303313007
2022-03-02,823.2016514788348,1407.744637314574,120.4378424415948,2.5911250197078557,2353.9752562547114
2022-03-03,826.0847242522807,1421.2088290457402,122.02040617324147,2.5533627880341494,2371.8673222592965
2022-03-04,828.7180694265351,1401.0791797515315,123.04825106973922,2.513836127145146,2355.359336374951
2022-03-07,815.1088512810907,1409.1311045615741,121.47385283917765,2.3991377271986796,2348.1129464090413
2022-03-08,810.2102002579271,1395.3735090221517,119.907607662291,2.3857266650354676,2327.8770436074055
2022-03-09,825.7386143155987,1406.811538348107,122.75457932110984,2.471485787150264,2357.776217771966
2022-03-10,818.4388556927555,1420.3289430827674,123.24403638462888,2.454898590846407,2364.466733750998
2022-03-11,816.9885208074104,1406.198205595297,120.5928375932895,2.441840791483511,2346.2214047874804
