date,COST,RJF,SCHW,portfolio
2022-01-10,2359.9678502351894,112.70316279607552,27.32898696873489,2500.0
2022-01-11,2374.660977227293,113.91715869870349,28.002895717471855,2516.5810316434686
2022-01-12,2391.8101311533583,114.67067725149978,28.27424477410021,2534.7550531789584
2022-01-13,2351.2340452090066,113.41481831987687,27.844853848711537,2492.4937173775947
2022-01-14,2288.0497954385737,113.48807662447894,28.48595822871142,2430.0238302917637
2022-01-18,2220.1803258500777,109.82514542526302,27.481064821328953,2357.4865360966696
2022-01-19,2229.6875044942285,106.96805557666981,27.28724113539381,2363.942801206292
2022-01-20,2196.298615161451,106.3819891398533,27.2633850707288,2329.9439893720332
2022-01-21,2190.7943495085256,102.72952569402523,26.598424626063903,2320.122299828615
2022-01-24,2223.9558495061333,102.1853143016473,26.452313069458782,2352.5934768772395
2022-01-25,2171.279680154318,101.316674415254,26.398639203785198,2298.9949937733572
2022-01-26,2199.2553706253007,103.04348643465278,26.839958161506377,2329.13881522146
2022-01-27,2194.933862686447,105.60754306483773,26.74751819075215,2327.2889239420365
2022-01-28,2240.013451330585,108.93557003209408,26.51195095129862,2375.460972313978
2022-01-31,2297.784502239223,110.7984388918655,26.15114165217647,2434.734082783265
2022-02-01,2312.704879745169,114.15786911928534,26.854865922099318,2453.7176147865534
2022-02-02,2374.615443831728,114.81719386070391,26.94432388477042,2516.376961577202
2022-02-03,2373.478219513222,113.07992207247366,26.505986935132366,2513.0641285208285
2022-02-04,2364.3804249651735,116.12538357470959,27.403534890990358,2507.9093434308734
2022-02-07,2346.7306813305477,117.28705667951114,27.773287934539194,2491.791025944598
2022-02-08,2370.6579254147396,120.1232110213287,28.31599060744129,2519.0971270435093
2022-02-09,2405.593423162126,120.81393902291074,28.184786811429106,2554.5921489964658
2022-02-10,2358.512169790383,118.90921511870073,27.74552197395479,2505.1669068830383
2022-02-11,2318.436534733264,116.46027982211278,26.627932371186155,2461.524746926563
2022-02-14,2304.289392023959,114.57649142467842,26.218546889933137,2445.0844303385707
2022-02-15,2337.769209326539,117.59055765130722,26.78630709405973,2482.1460740719062
2022-02-16,2330.855074267028,118.04057523230743,26.69367333837655,2475.5893228377117
2022-02-17,2342.727629517994,114.05321553907615,25.704574542614804,2482.485419599685
2022-02-18,2332.0830877340086,113.57179469791247,25.582059150887634,2471.236941582809
2022-02-22,2284.3651997523207,113.82297287188213,25.271285120420206,2423.459457744623
2022-02-23,2252.886908356017,111.87638593867717,24.667667864969903,2389.4309621596644
2022-02-24,2299.831422719737,112.1589514036976,24.58399609229496,2436.5743702157297
2022-02-25,2354.008805911924,117.51729934670516,25.62389389731376,2497.149999155943
2022-02-28,2362.014909537031,114.75440330948967,25.23841463682501,2502.0077274833457
2022-03-01,2378.754818188321,107.45993618666498,23.266197020226624,2509.4809513952127
2022-03-02,2401.8177606847426,110.71471283387561,24.44653874263445,2536.9790122612526
2022-03-03,2424.789636390033,108.76812590067065,24.117836186505166,2557.675598477209
2022-03-04,2390.445517499682,104.54005578685752,23.675582501479642,2518.661155788019
2022-03-07,2404.183276112885,99.20264335062562,22.817965640098684,2526.203885103609
2022-03-08,2380.710810699033,97.28745169302778,22.617756170798987,2500.61601856286
2022-03-09,2400.2257576958964,100.34338094865151,23.72339266318549,2524.2925313077335
2022-03-10,2423.2884225496614,100.77247100743243,23.80108674075802,2547.861980297852
2022-03-11,2399.179322525865,100.60501889145266,23.97738998929345,2523.761731406611
