date,LSI,NVEE,NXRT,portfolio
2021-12-20,1102.9411764705883,294.1176470588235,1102.9411764705883,2500.0
2021-12-21,1095.9682113637098,294.2334870143409,1111.5468827592433,2501.748581137294
2021-12-22,1109.080417488601,303.477515464634,1120.2936662001714,2532.8515991534064
2021-12-23,1105.2907625392104,304.89076292194693,1110.4182655410589,2520.599791002216
2021-12-27,1124.769588979077,311.40096842202803,1142.1606248024918,2578.3311822035967
2021-12-28,1130.3782783041747,313.3934156569283,1150.2020224820549,2593.973716443158
2021-12-29,1134.1679332535653,319.1390774505942,1163.6043519479933,2616.911362652153
2021-12-30,1143.8694499240048,316.52109445589963,1167.272357907092,2627.6629022869965
2021-12-31,1152.888828703554,319.9962931214234,1182.649767504853,2655.5348893298305
2022-01-03,1102.259038579698,318.7683895929383,1160.0774231411674,2581.104851313804
2022-01-04,1099.8336594120883,319.463429326043,1165.7205092320887,2585.01759797022
2022-01-05,1090.6626944345633,307.32340198781355,1150.343099634328,2548.329196056705
2022-01-06,1090.6626944345633,304.89076292194693,1141.4552390411266,2537.0086963976364
2022-01-07,1047.0058694175855,298.54273335959033,1117.1899688501646,2462.73857162734
2022-01-10,1059.7391100475375,288.95118504274484,1123.2562863979053,2471.946581488188
2022-01-11,1062.8466271060374,286.6575539234992,1111.9701142160623,2461.474295245599
2022-01-12,1074.2913850531968,280.07784445010765,1130.0279897070109,2484.3972192103156
2022-01-13,1058.299041166769,280.5412042721775,1167.9777436684574,2506.817989107404
2022-01-14,1052.008213950781,272.45557537705895,1163.322197643447,2487.785986971287
2022-01-18,1030.179801442292,260.40822000324346,1163.0400433389011,2453.628064784437
2022-01-19,1031.771456521036,257.41954915089303,1126.783215204731,2415.97422087666
2022-01-20,1012.8989748730718,251.0946875796399,1106.044873820595,2370.038536273307
2022-01-21,1016.8402160204379,249.2412482913606,1100.8250191864927,2366.906483498291
2022-01-24,1012.823181774084,251.00201561522593,1107.1734910387793,2370.9986884280893
2022-01-25,1006.6839407560715,239.2326761346523,1087.1405354160083,2333.057152306732
2022-01-26,998.7256653623517,239.20950814354882,1069.3648142296058,2307.2999877355064
2022-01-27,986.2198040293633,233.11632648333057,1055.2570990023023,2274.593229514996
2022-01-28,1018.1286987032307,234.46006996733308,1098.144553293305,2350.7333219638685
2022-01-31,1022.8278708404747,242.31401895141667,1118.741817525168,2383.8837073170594
2022-02-01,1013.5811127639621,242.82371475569346,1103.5054850796803,2359.910312599336
2022-02-02,1044.3531109530122,242.10550703148525,1114.65058010925,2401.1091980937476
2022-02-03,1036.3948355592925,237.79626068623583,1103.3644079274072,2377.555504172936
2022-02-04,1024.6469052161822,235.38678961147272,1094.3354701819328,2354.369165009588
2022-02-07,1022.9794570384504,238.83882028589295,1098.285630445578,2360.1039077699215
2022-02-08,1024.8742845131455,248.10601672728953,1077.5472890614417,2350.5275903018764
2022-02-09,1045.641593635805,252.04457521488305,1092.0782357455644,2389.7644045962525
2022-02-10,1021.0088364647675,248.56937654935936,1097.5802446842129,2367.1584576983396
2022-02-11,1011.0041473983765,249.42659222018852,1112.5344228251545,2372.9651624437192
2022-02-14,1001.7573893218639,242.9858906934179,1108.0199539524174,2352.7632339676993
2022-02-15,989.7062865828026,246.9707851632184,1151.0484853956932,2387.7255571417145
2022-02-16,985.0071144455584,248.22185668280696,1213.6867410049206,2446.915712133286
2022-02-17,969.8484946479966,244.49181011514486,1183.3551532662182,2397.6954580293595
2022-02-18,960.6775296704718,241.31779533396653,1194.359171143515,2396.3544961479533
2022-02-22,956.1299437312034,234.92342978940292,1194.359171143515,2385.412544664121
2022-02-23,955.068840345374,232.67613465236425,1196.1931741230644,2383.938149120803
2022-02-24,960.6775296704718,239.34851609016977,1183.072998961672,2383.099044722314
2022-02-25,986.6745626232902,246.99395315432193,1231.180307886777,2464.848823664389
2022-02-28,959.464840086667,248.47670458494537,1198.732562863979,2406.6741075355912
2022-03-01,964.5429777188501,280.37902833445304,1179.8282244593922,2424.7502305126955
2022-03-02,980.004769912363,282.4873155248708,1220.5995214662994,2483.091606903533
2022-03-03,1000.2415273421078,285.1284665106688,1239.22170556634,2524.5916994191166
2022-03-04,1024.0405604242799,289.36820888260775,1287.752245948264,2601.161015255152
2022-03-07,1007.8208372408886,297.2453258577948,1280.4162340300663,2585.4823971287497
2022-03-08,990.615803770656,287.51476959432836,1251.072186357275,2529.2027597222595
2022-03-09,1001.5300100249004,289.04385700715886,1276.6071509186943,2567.181017950754
