date,LSI,NVEE,NXRT,ROG,portfolio
2021-12-20,512.3673210132233,572.6967562997049,1256.6424635879846,158.29345909908685,2499.9999999999995
2021-12-21,509.1158328116347,572.9223300392495,1266.447435023008,158.5920543997233,2507.0776522736155
2021-12-22,515.1992242233312,590.9220406220287,1276.4131778709852,160.05572882696956,2542.5901715433147
2021-12-23,513.4510966896823,593.6738750394144,1265.1615089846903,159.65761367086725,2531.944094384654
2021-12-27,522.5062350672899,606.3503344777934,1301.327351041943,160.05572882696956,2590.239649413996
2021-12-28,525.0934251357593,610.229968757461,1310.4893594578075,159.9971782764558,2605.809931627484
2021-12-29,526.876473315306,621.4177241173749,1325.7594552393527,159.8098236616596,2633.863476333693
2021-12-30,531.3516346732276,616.3200467125192,1329.9385309149002,159.8800771754283,2637.4902894760753
2021-12-31,535.5470547954718,623.0868458862112,1347.4589359471731,159.833247455289,2665.9260840841453
2022-01-03,512.0526591316479,620.6959156850087,1321.7410283441025,160.0674317902245,2614.5570349509835
2022-01-04,510.8988809911814,622.0492892868352,1328.1704132703776,159.83910787047623,2620.9576914188706
2022-01-05,506.6684864989687,598.410579392646,1310.6501308707614,159.9503485563165,2575.6795453186924
2022-01-06,506.6684864989687,593.6738750394144,1300.523739242487,160.09671599904112,2560.962816779911
2022-01-07,486.3556302967965,581.3131637680451,1272.8769425819398,160.3952934325581,2500.9410300793397
2022-01-10,492.2991242286189,562.636800802073,1279.7886417470766,160.11427937748329,2494.838846155252
2022-01-11,493.73258988069233,558.170722984398,1266.9296266292129,159.96205151957145,2478.7949910138746
2022-01-12,499.04681377343456,545.3588986516601,1287.5039527116694,159.69858297581933,2491.608248112583
2022-01-13,491.61779556511556,546.2611247743974,1330.742265347013,159.96205151957145,2528.5832372060977
2022-01-14,488.69547474416754,530.5170483339027,1325.437912413445,160.0440079965951,2504.69444348811
2022-01-18,478.5553787605475,507.0588249655255,1325.116492220194,159.833247455289,2470.563943401556
2022-01-19,479.29478314438256,501.239373546024,1283.8070686423268,159.8566712489184,2424.1978965816515
2022-01-20,470.52782068153857,488.9237839061077,1260.17869887703,159.84495041854396,2379.4752538832204
2022-01-21,472.3586832839301,485.3148449974376,1254.231382924303,159.6927404277516,2371.5976516334226
2022-01-24,470.4926314152876,488.74333179801613,1261.4646249153477,160.2079566848814,2380.908544813533
2022-01-25,467.64074285091215,465.8264647539137,1238.6398669495068,159.2477776843905,2331.354852238723
2022-01-26,463.9438283798781,465.78134312246067,1218.3870836929582,159.58149974191133,2307.693754937208
2022-01-27,458.13437600423305,453.91690096163353,1202.3133761119568,159.833247455289,2274.1979005331123
2022-01-28,472.95722315462007,456.5333704846602,1251.1773392414627,159.81568407684682,2340.48361695759
2022-01-31,475.14013959173303,471.8263338637864,1274.6450602264624,159.80398111359187,2381.415514795574
2022-02-01,470.84468525000904,472.8188032494298,1257.2854266071436,159.833247455289,2360.7821625618712
2022-02-02,485.139371062208,471.42034243387064,1269.9836703120534,159.77469690477525,2386.3180807129074
2022-02-03,481.4425103152446,463.029508705075,1257.1246551941897,159.61076608360847,2361.2074402981175
2022-02-04,475.98516549839155,458.3378571478555,1246.8374921529614,159.54051256983976,2340.7010273690485
2022-02-07,475.21057184830556,465.05953469009444,1251.3381106544166,159.4351322991867,2351.043349492003
2022-02-08,476.0907870212151,483.1043324866062,1227.7097408891198,159.4351322991867,2346.339992696128
2022-02-09,485.7379646569686,490.77339220075595,1244.2657627089827,159.7571335263331,2380.5342530930407
2022-02-10,474.2951674091451,484.00659302706407,1250.5344988549607,159.7161463542615,2368.5524056454315
2022-02-11,469.64760550862906,485.67574921362075,1267.5725896483718,159.48782243451322,2382.383766805135
2022-02-14,465.35215116690506,473.1345858341599,1262.4290081277577,159.66345621893498,2360.579201347758
2022-02-15,459.7539955609776,480.89385439349525,1311.4537426702175,159.65175325568003,2411.75334588037
2022-02-16,457.57107912386465,483.3299062261508,1382.821043572313,159.6868800125644,2483.408908934893
2022-02-17,450.52933087855337,476.06687235963716,1348.262547746629,159.56393636346914,2434.4226873482885
2022-02-18,446.26909266511564,469.8865511416729,1360.8001426712417,159.63418987723784,2436.589976355268
2022-02-22,444.1565816225399,457.4356310251181,1360.8001426712417,159.39414512711514,2421.786500446015
2022-02-23,443.66366327467335,453.0597620526287,1362.8896805090155,159.39414512711514,2419.007250963433
2022-02-24,446.26909266511564,466.05200407573784,1347.941127553378,159.3414549917886,2419.60367928602
2022-02-25,458.34561904988004,480.9389760249482,1402.752406635611,159.89179800580274,2501.928799716242
2022-02-28,445.7057420606766,483.8261409189725,1365.782952778902,159.833247455289,2455.14808321384
2022-03-01,448.0647391392209,545.9453421896674,1344.2441208513787,159.833247455289,2498.087449635556
2022-03-02,455.2472981736066,550.0505502088796,1390.6971259498598,159.65761367086725,2555.652588003213
2022-03-03,464.6479897733916,555.1933148274678,1411.9144150514753,159.78641773514968,2591.5421373874847
2022-03-04,475.7034901961721,563.4488180796249,1467.2080083725698,159.77469690477525,2666.135013553142
2022-03-07,468.16885046502955,578.786903090204,1458.8497343888182,160.02644461815294,2665.831932562204
2022-03-08,460.17648165227155,559.8398447532344,1425.416393188498,159.7161463542615,2605.1488659482657
2022-03-09,464.50712526024654,561.2383399865139,1444.5441444523394,160.09671599904112,2630.386325698141
2022-03-10,465.45777268972853,566.8773392979239,1419.7906200616787,160.12598234073823,2612.2517143900695
2022-03-11,461.7961012090161,558.7571665224053,1432.6495125468857,159.83910787047623,2613.0418881487835
