date,LSI,NVEE,NXRT,portfolio
2021-12-20,833.3333333333334,833.3333333333334,833.3333333333334,2500.0
2021-12-21,828.0648708081362,833.6615465406328,839.8354225292062,2501.561839877975
2021-12-22,837.9718709913873,859.8529604831299,846.4441033512406,2544.2689348257577
2021-12-23,835.1085761407367,863.8571616121832,838.9826895199112,2537.948427272831
2021-12-27,849.8259116730804,882.302743862413,862.9658054063271,2595.0944609418207
2021-12-28,854.0635880520431,887.9480110279638,869.0415280975526,2611.0531271775594
2021-12-29,856.9268829026937,904.227386110017,879.1677325829284,2640.322001595639
2021-12-30,864.2569177203591,896.8097676250493,881.9391148631363,2643.0058002085448
2021-12-31,871.0715594649075,906.6561638440331,893.5576021147779,2671.285325423719
2022-01-03,832.8179402602162,903.1771038466588,876.5029419288821,2612.497986035757
2022-01-04,830.9854315557999,905.1463830904555,880.7666069753559,2616.8984216216113
2022-01-05,824.0562580172256,870.7496389654721,869.1481197237146,2563.954016706412
2022-01-06,824.0562580172256,863.8571616121832,862.4328472755179,2550.346266904927
2022-01-07,791.0711013377312,845.8710778521729,844.09908757568,2481.0412667655837
2022-01-10,800.6917720359171,818.6950242877773,848.6825275006396,2468.069323824334
2022-01-11,803.0396738134505,812.196402783248,840.1551974076915,2455.3912740043897
2022-01-12,811.6868242624153,793.5538926086385,853.7989255564082,2459.0396424274622
2022-01-13,799.6037199926699,794.8667454378365,882.4720729939456,2476.9425384244523
2022-01-14,794.8506505405901,771.957463568334,878.9545493306046,2445.7626634395288
2022-01-18,778.3580722008428,737.82329000919,878.7413660782809,2394.922728288314
2022-01-19,779.5606560381161,729.3553892608638,851.3473181546858,2360.263363453666
2022-01-20,765.3014476818764,711.4349481423133,835.678349108894,2312.414744933084
2022-01-21,768.279274326553,706.1835368255219,831.7344589409056,2306.1972700929805
2022-01-24,765.2441817848634,711.1723775764737,836.5310821181888,2312.947641479526
2022-01-25,760.6056441268096,677.8259157148484,821.3950712032063,2259.8266310448644
2022-01-26,754.5927249404435,677.7602730733885,807.9645263068132,2240.317524320645
2022-01-27,745.1438519332967,660.4962583694368,797.3053636906284,2202.9454739933617
2022-01-28,769.2527945757743,664.3035315741106,829.7092180438304,2263.2655441937154
2022-01-31,772.8032801905808,686.5563870290141,845.2715954634604,2304.6312626830554
2022-02-01,765.8168407549934,688.0005251411317,833.7596998379807,2287.577065734106
2022-02-02,789.0667949422759,685.9656032558751,842.1804383047668,2317.2128365029175
2022-02-03,783.0538757559099,673.7560719443351,833.6531082118188,2290.4630559120637
2022-02-04,774.1776617188931,666.9292372325062,826.8312441374604,2267.9381430888598
2022-02-07,772.9178119846068,676.7099908100303,829.8158096699923,2279.4436124646295
2022-02-08,774.3494594099321,702.9670473939872,814.1468406242005,2291.46334742812
2022-02-09,790.0403151914971,714.1262964421688,825.1257781188709,2329.292389752537
2022-02-10,771.4288986622687,704.279900223185,829.2828515391831,2304.9916504246366
2022-02-11,763.8698002565511,706.708677957201,840.581563912339,2311.160042126091
2022-02-14,756.8833608209638,688.4600236313509,837.17063187516,2282.5140163274746
2022-02-15,747.7780831958952,699.7505579624524,869.6810778545238,2317.209719012871
2022-02-16,744.2275975810885,703.2952606012866,917.0077598703846,2364.5306180527596
2022-02-17,732.7744181784863,692.726795326244,894.0905602455871,2319.5917737503173
2022-02-18,725.845244639912,683.7337534462387,902.4047070862113,2311.983705172362
2022-02-22,722.4092908191313,665.6163844033084,902.4047070862113,2290.430382308651
2022-02-23,721.6075682609493,659.2490481816989,903.7903982263153,2284.6470146689635
2022-02-24,725.845244639912,678.1541289221478,893.8773769932634,2297.8767505553233
2022-02-25,745.4874473153748,699.8162006039123,930.2251215144538,2375.5287694337408
2022-02-28,724.9289902877039,704.0173296573454,905.7090474972285,2334.6553674422776
2022-03-01,728.7658053875756,794.4072469476172,891.4257695915409,2414.5988219267338
2022-03-02,740.4480483782298,800.3807273204674,922.2307495523152,2463.0595252510125
2022-03-03,755.7380428807037,807.8639884468951,936.3008442056793,2499.902875533278
2022-03-04,773.7195345427891,819.8765918340555,972.9683636053552,2566.5644899821996
2022-03-07,761.4646325820047,842.1950899304188,967.4255990449391,2571.0853215573625
2022-03-08,748.4652739600513,814.625180517264,945.2545408032745,2508.3449952805895
2022-03-09,756.7115631299248,818.9575948536169,964.5476251385691,2540.216783122111
