date,CBRE,COF,DISH,portfolio
2021-10-04,1184.3850672730719,1031.362516581391,284.25241614553727,2500.0
2021-10-05,1194.4303364219952,1047.566513657192,282.6256138519463,2524.6224639311336
2021-10-06,1161.065692463071,1042.2485995589561,279.62228654070134,2482.9365785627283
2021-10-07,1179.6016057735844,1042.3111632542295,283.56415363671033,2505.476922664524
2021-10-08,1161.185279000558,1048.0044595241056,278.49603879898444,2487.6857773236484
2021-10-11,1168.240884712302,1031.7378987530312,270.54973528798223,2470.5285187533154
2021-10-12,1172.3068269868663,1040.8721982629422,268.2346704855642,2481.4136957353726
2021-10-13,1175.53566349902,1006.4621658625925,264.7933579414294,2446.791187303042
2021-10-14,1208.6611343829702,1030.7368796286573,272.3016762195418,2511.699690231169
2021-10-15,1213.4445958824576,1045.4393480178976,270.8000125639193,2529.683956464274
2021-10-18,1220.3806150567143,1050.2567525539466,271.42570575376203,2542.063073364423
2021-10-19,1219.0651631443552,1054.1982653561686,276.4938205914878,2549.7572490920115
2021-10-20,1222.1744131190221,1075.657612834932,278.30833084203164,2576.140356795986
2021-10-21,1223.9682111813297,1028.7348413799098,274.5541717029755,2527.257224264215
2021-10-22,1242.7432975668178,1042.0609084731361,271.05028983985636,2555.85449587981
2021-10-25,1254.4627782405619,1047.3162588760986,272.7396614524317,2574.518698569092
2021-10-26,1250.7555955784592,1023.5420546722206,269.2357795893126,2543.5334298399926
2021-10-27,1237.9598360673303,946.8389642670775,259.16211923284516,2443.9609195672533
2021-10-28,1255.6586436154337,946.8389642670775,257.84816353417546,2460.3457714166866
2021-10-29,1244.6566821666127,937.7046647571664,256.9721930683957,2439.333539992175
2021-11-01,1210.5745189827653,950.0297127260189,264.918496579398,2425.522728288182
2021-11-02,1221.2177208191247,943.147706245949,268.2346704855642,2432.6000975506377
2021-11-03,1253.5060859406642,955.5353179100748,269.6111955032182,2478.652599353957
2021-11-04,1260.2029320399465,952.7825153180469,232.00703479367206,2444.9924821516656
2021-11-05,1275.7491819132806,961.5414326563177,236.8874416744451,2474.1780562440435
2021-11-08,1267.8564704391263,965.6080728490864,236.2617484846024,2469.726291772815
2021-11-09,1267.8564704391263,964.9824358963527,230.63050977601813,2463.469416111497
2021-11-10,1254.9411243905104,970.3003499945886,228.25287565461588,2453.494350039715
2021-11-11,1260.0833455024595,975.6808277880978,227.06405859391478,2462.828231884472
2021-11-12,1259.126653202562,977.2449201699318,228.62829156852152,2464.9998649410154
2021-11-15,1250.7555955784592,974.4921175779039,226.43836540407207,2451.686078560435
2021-11-16,1241.1886725794843,958.663502673743,223.74788468774847,2423.600059940976
2021-11-17,1202.4426344336366,947.0266553528976,221.8708051182204,2371.3400949047546
2021-11-18,1191.2014999098412,953.5332796613272,214.6753334350294,2359.4101130061977
2021-11-19,1192.158192209739,943.0851425506756,210.10777314917766,2345.3511079095924
2021-11-22,1183.9067211231231,954.9096809573413,210.10777314917766,2348.924175229642
2021-11-23,1241.7866052669203,974.0541717109903,207.29215379488556,2423.132930772796
2021-11-24,1246.5700667664075,971.4264965095092,211.17145157191027,2429.168014847827
2021-11-26,1173.0243462117894,929.6339480669026,208.60610949355524,2311.264403772247
2021-11-29,1171.469721224456,916.3078809736762,207.29215379488556,2295.0697559930177
2021-11-30,1142.888538765019,875.8291701318103,195.52912182584285,2214.2468307226723
2021-12-01,1136.3112792032239,862.3779756480372,191.14926949694396,2189.838524348205
2021-12-02,1194.9086825719442,893.4721321988987,195.15370591193724,2283.53452068278
2021-12-03,1178.4057403987126,884.4003963842612,195.4039831878743,2258.210119970848
2021-12-06,1207.8240286205598,909.5510018841529,201.66091508630126,2319.0359455910143
2021-12-07,1223.489865031381,926.0052537410475,201.03522189645858,2350.5303406688868
2021-12-08,1229.4691919057402,927.4442187323349,202.03633100020687,2358.949741638282
2021-12-09,1228.1537399933814,929.6965117621759,201.22292985341136,2359.0731816089683
2021-12-10,1240.1123937420996,937.454409976073,201.03522189645858,2378.602025614631
2021-12-13,1244.7762687041,910.1766388368866,203.03744010395522,2357.9903476449417
2021-12-14,1229.947538055689,921.938613548279,201.598345767317,2353.4844973712848
2021-12-15,1250.1576628910232,918.6227376987907,201.47320712934848,2370.253607719162
2021-12-16,1266.6606050642545,922.5642505010126,202.09890031919113,2391.323755884458
2021-12-17,1216.7930189320987,897.9767182585808,208.0429856226968,2322.8127228133767
2021-12-20,1183.3087884356871,862.2528482574904,196.15481501568556,2241.716451708863
2021-12-21,1234.9701726301507,894.4105876279992,200.47209802560013,2329.8528582837503
2021-12-22,1261.3987974148185,895.7869889240131,201.91119236223838,2359.0969787010704
2021-12-23,1265.4647396893827,904.3582151764639,205.6653515012945,2375.488306367141
2021-12-27,1289.0232875743582,909.2381834077863,205.72792082027883,2403.9893918024236
2021-12-28,1288.1861818119476,911.1776579612604,205.540212863326,2404.904052636534
2021-12-29,1298.4706240358455,907.4238362448586,203.10000942293948,2408.9944697036435
2021-12-30,1297.6335182734354,906.798199292125,205.540212863326,2409.9719304288865
2021-12-31,1297.6335182734354,904.2956514811905,202.97487078497093,2404.9040405395967
2022-01-03,1299.5469028732302,924.5037250544868,208.29326289863386,2432.3438908263506
2022-01-04,1319.0395084836412,942.0215597310284,211.23402089089453,2472.2950891055643
2022-01-05,1276.2275280632293,924.0657791875732,206.6038912860586,2406.897198536861
2022-01-06,1264.1492877770236,939.4564482248205,206.22847537215296,2409.834211373997
2022-01-07,1253.0277397907155,964.1065441625257,215.1133186679193,2432.2476026211607
2022-01-10,1236.5247976174842,979.4346495044997,212.42283795159568,2428.3822850735796
2022-01-11,1259.0070666650747,987.9433120616769,221.37025056634624,2468.320629293098
2022-01-12,1273.357451163537,989.6950955293312,227.5646131457889,2490.6171598386572
2022-01-13,1263.7905281645621,1005.7739652145855,227.126627912899,2496.691121292047
2022-01-14,1241.667018729433,1000.706305897443,226.43836540407207,2468.8116900309483
2022-01-18,1212.7270766575346,978.996703637586,224.93670174844962,2416.66048204357
2022-01-19,1182.591269210764,944.8994897136032,213.04853114143833,2340.5392900658053
2022-01-20,1192.397365284713,936.5785182422458,207.98041630371253,2336.956299830671
2022-01-21,1213.9229420324064,913.1796962100082,198.72015709404062,2325.822795336455
2022-01-24,1204.8343651833804,924.3160339686667,192.9012104285035,2322.0516095805506
2022-01-25,1146.3565483521472,948.3404929536382,194.5905820410788,2289.287623346864
2022-01-26,1156.6409905760452,903.1069412709966,191.9001013247552,2251.648033171797
2022-01-27,1140.4968080152753,883.0239950882469,189.3973285653844,2212.9181316689064
2022-01-28,1175.8944231114817,888.9049824439433,193.90231953225182,2258.701725087677
2022-01-31,1211.8899708951242,914.4935338107487,196.46766161060688,2322.8511663164795
2022-02-01,1214.1621151073807,937.9549195382598,198.53244913708778,2350.6494837827286
2022-02-02,1234.491826480202,932.5118780494773,195.46655250685856,2362.470257036538
2022-02-03,1221.2177208191247,924.2534702733933,192.9012104285035,2338.3724015210214
2022-02-04,1210.5745189827653,937.0790278044328,191.77496268678664,2339.428509473985
2022-02-07,1222.0548265815348,948.4030566489115,190.02302175522712,2360.4809049856735
2022-02-08,1241.7866052669203,972.1772608527895,192.27551723866083,2406.2393833583706
2022-02-09,1267.617297364152,989.9453503104246,201.34806849137993,2458.9107161659563
2022-02-10,1246.2113071539459,981.6869425343407,199.78383551677317,2427.6820852050596
2022-02-11,1213.9229420324064,975.9936462644646,195.71682978279566,2385.6334180796666
2022-02-14,1174.4593846616356,970.6131684709553,193.77718089428328,2338.849734026874
2022-02-15,1195.6262017968672,994.0745541984664,199.5335582408361,2389.2343142361697
2022-02-16,1215.5971535572269,993.8868631126466,197.656478671308,2407.140495341181
2022-02-17,1193.4736441220978,965.7332002396332,186.95712512499787,2346.1639694867285
2022-02-18,1192.158192209739,963.2306524286986,181.20074777844508,2336.5895924168826
2022-02-22,1185.9396922604053,956.7865918155422,178.57283638110573,2321.2991204570535
2022-02-23,1148.6286925644038,935.1395532509586,172.50361243963158,2256.2718582549937
2022-02-24,1122.2000677797362,924.5037250544868,184.32921372765855,2231.0330065618814
2022-02-25,1179.4820192360971,960.9157957035842,205.22736626840464,2345.625181208086
2022-02-28,1158.1956155633784,958.9137574548366,199.971543473726,2317.080916491941
2022-03-01,1142.5297791525575,880.1460651056724,195.52912182584285,2218.204966084073
2022-03-02,1171.8284808369174,883.3993772598872,193.83975021326756,2249.067608310072
2022-03-03,1140.7359810902497,866.632306926626,193.83975021326756,2201.2080382301433
2022-03-04,1072.8108277975289,839.1042810063461,188.70906605655745,2100.6241748604325
2022-03-07,1033.945203114194,780.7949170115717,184.39178304664281,1999.1319031724086
2022-03-08,1014.6917705787574,788.8030700065622,193.83975021326756,1997.3345907985872
