date,AN,ATLC,EVC,EVRI,MCB,OAS,ORMP,STKS,TH,portfolio
2021-10-04,260.71722663778473,497.59304987198635,406.5931028065789,195.71090753139754,689.178021364748,25.906723838073297,19.78351557952462,392.23425165883185,12.283200711074702,2500.0
2021-10-05,249.4646494548317,510.4214743794124,420.4794792685522,182.74941830294324,697.7332234100301,25.70550656554457,21.071200025529183,387.74170075877475,12.50087768570134,2507.8675298513194
2021-10-06,249.65978085106786,516.1334006199452,408.2594679820156,184.03798740752643,688.6130551919463,25.16976557743684,21.05168965513517,407.78538938979875,12.06552373644806,2512.7760604113205
2021-10-07,254.73319715320852,528.399996316827,404.9267376311421,187.82789653865342,697.7332234100301,25.906723838073297,22.066228915623615,409.51329358212837,12.687457949667033,2543.794755335354
2021-10-08,256.0991169268618,508.45507354250765,402.7049173972263,185.02336378161942,700.8001826338103,26.409767019395108,22.075984100820616,404.6751618436054,12.283200711074702,2518.5267679569215
2021-10-11,254.97169108194163,510.3278362443217,414.92492868376286,179.18690371968387,690.3886631636087,26.19094323552012,22.436925953109775,417.80723370531075,11.754556629838575,2527.9896824170983
2021-10-12,254.06107789950616,547.7830902806022,409.9258331574525,188.43428199963373,694.0205885601906,26.3795844285158,22.671050397837877,426.79233550542494,11.84784676182142,2581.9156889909855
2021-10-13,247.96864208368766,557.0532656545817,416.03583880072074,189.19226382585913,697.5718045035153,26.201004099146555,22.866154101777965,426.79233550542494,11.692363208516678,2595.3736717832307
2021-10-14,251.5894135471812,570.2562427023705,419.92402421007324,184.56857468588422,706.7726821748562,26.769442894040203,23.061257805718046,469.6443594752004,11.599073076533832,2664.185070571858
2021-10-15,253.0420583858283,583.3655816150687,419.36856915159433,181.309252833115,707.4183578009154,26.79962548491951,21.519938544591376,474.8280720521894,11.536879655211935,2679.1883355234336
2021-10-18,254.36461562698463,625.877294946247,427.7003950287783,185.02336378161942,713.4715667952187,27.264940427642188,21.929656322865554,489.6880481062244,11.44358952322909,2756.7634705588093
2021-10-19,250.28853757227333,615.0152712757258,423.2567545609469,184.4169783206391,708.2254523334891,27.056177507393635,22.183291137987663,461.35041935201804,11.412492812568141,2703.205374873042
2021-10-20,253.58409004203992,642.170330452029,433.25494561356766,183.73479467703623,710.4046075714383,27.488794643330394,21.578469655773404,444.0713774287215,11.412492812568141,2727.6999028965047
2021-10-21,273.18395473065175,633.1810694833218,423.8122096194258,183.88639104228136,745.997476457942,27.667374972699637,21.832104470895512,430.93930556701616,11.225912548602448,2751.725798892837
2021-10-22,282.8971620099638,659.9615761192623,426.0340298533415,186.91831834718292,768.3539950102355,27.93147264289359,22.05647373042661,419.5351378976404,11.44358952322909,2805.1317551341754
2021-10-25,284.11131291987783,658.6506422279925,433.81040067204657,193.7401547832115,786.3522030866308,28.776585187514232,22.35888447153374,445.7992816210512,12.31429742173565,2865.913762391594
2021-10-26,271.9481225544893,672.5090862214162,442.6976816077095,191.76940203502548,750.3557869338402,30.16749958386904,22.60276410145885,455.82112593656313,12.936231634954623,2850.8077006093263
2021-10-27,261.02076436526323,660.8979574701693,429.36676020421515,189.49545655634927,710.0010603051514,29.352569630127707,22.40766039751876,453.40206006730165,12.874038213632724,2768.8183272097285
