Company,Recommendations
SNN,1.0
PTR,1.3
FTAI,1.3
QFIN,1.4
ZLAB,1.5
CLVT,1.5
ALEC,1.6
BILI,1.6
CD,1.7
SKLZ,1.7
MNSO,1.7
EXAS,1.7
UBER,1.8
FUTU,1.8
PYPL,1.8
OSK,1.8
TIGR,1.8
FB,1.8
PTC,1.9
BUD,2.0
LRCX,2.0
PEGA,2.0
SAVA,2.0
OMCL,2.0
ORAN,2.0
MLCO,2.0
EQT,2.0
GSHD,2.0
BEKE,2.0
CRUS,2.0
MKSI,2.1
ORLY,2.1
BAX,2.2
PINS,2.2
TAL,2.2
ATUS,2.2
VIR,2.2
LU,2.2
IQ,2.3
TW,2.3
CNMD,2.3
W,2.3
AR,2.4
IART,2.4
CTXS,2.4
TIGO,2.5
CNX,2.5
MRNA,2.5
NUVA,2.6
NKLA,2.6
QS,2.6
PRLB,2.8
HP,2.8
RRC,2.9
SWN,2.9
NVCR,3.0
CS,3.5
TSP,6.0
WXXWY,6.0
WDH,6.0
NOKPF,6.0
MPNGY,6.0
ZH,6.0
LUNMF,6.0
KNBE,6.0
IDCBY,6.0
BCAUY,6.0
FMCC,6.0
DDL,6.0
COUR,6.0
PHJMF,6.0
MPNGF,6.0
