Company,Recommendations
RBC,1.5
SCI,1.5
SID,1.5
ASX,1.5
TREE,1.6
NRZ,1.6
SE,1.6
IGMS,1.6
RDS-A,1.7
VSTO,1.7
BNR,1.7
CHX,1.7
ALGM,1.7
NOVA,1.7
PRFT,1.7
CCS,1.7
BZUN,1.8
WGO,1.8
RDS-B,1.8
ZIM,1.8
TDUP,1.9
CIGI,1.9
EEFT,1.9
QCOM,2.0
CBRE,2.0
JLL,2.0
INSP,2.0
STLD,2.0
WST,2.0
RXN,2.0
BYRN,2.0
ALGN,2.0
SAH,2.0
FIVN,2.0
KGC,2.1
WING,2.1
ASGN,2.1
TPX,2.1
AEM,2.1
COOP,2.1
PAG,2.1
NGVT,2.1
CFX,2.1
SANA,2.2
MXL,2.2
ACI,2.2
CG,2.2
TPH,2.2
CERT,2.2
CWH,2.2
STM,2.2
ZM,2.2
SSNC,2.2
ROL,2.3
CLF,2.3
KIM,2.3
ADNT,2.4
ODFL,2.4
CTSH,2.4
SKY,2.5
F,2.5
SAIA,2.5
ALB,2.5
ATI,2.6
HL,2.6
WRI,2.6
SITC,2.6
YUM,2.6
UMC,2.7
LTHM,2.7
NOK,2.7
BVN,2.7
MTH,2.8
X,2.9
THRM,3.0
DFH,3.0
LGIH,3.1
ALBHF,6.0
XNYIF,6.0
BAESY,6.0
BMBOY,6.0
CASBF,6.0
CCIV,6.0
VEDL,6.0
CITAF,6.0
DANOY,6.0
NPSNY,6.0
PROSY,6.0
HTZZ,6.0
IAS,6.0
IMPUY,6.0
JOE,6.0
KL,6.0
LYEL,6.0
MRAAY,6.0
NEGG,6.0
NGLOY,6.0
NOKBF,6.0
DIDI,6.0
ABSI,6.0
