date,ACN,AZO,COST,DHR,DRE,INTU,IT,LOW,TSN,WFC,portfolio
2021-12-17,124.6053148067793,302.993188723247,636.6261014400425,596.3799100150092,11.413831184986494,73.90706474534804,155.5266194023374,144.87285040594614,403.9252692598252,49.7498500164787,2500.0
2021-12-20,121.31596550188439,302.67902870874923,637.7305417969773,598.0544327680021,11.4542734124382,72.04350929555571,150.0066243260894,143.43048587431255,401.1356463385488,48.6085584122722,2486.4590664348298
2021-12-21,123.55185168605009,302.08255635710947,634.0917425432457,597.350385931924,11.445081292245128,74.0023857309651,153.66555901990304,144.22466157271842,403.1687736376036,49.604595444244445,2493.1875932160087
2021-12-22,126.9481175680817,307.21094022767,639.0209595503482,608.3109354753285,11.538833728610445,75.26421245946689,157.75696463046157,145.8130129695302,401.561202314649,49.832849789429616,2523.258028713576
2021-12-23,126.82861577830148,305.744816930667,639.8347614426505,610.4231340924135,11.505744633422687,75.74678813060486,158.1797077690764,146.0407542671673,402.9323778185262,50.17523727069157,2527.4119381335217
2021-12-27,130.6085285897942,310.6865241304674,655.0641886067315,623.0201450915487,11.820089627980122,77.77953887530686,163.06314136393954,148.14882069197253,407.37684397627925,50.60062850056056,2578.1684494545807
2021-12-28,130.5896603925511,312.6413304906542,656.4244277100042,615.4657620544491,11.838472458639988,77.42327241895465,161.73174070597005,148.33568924327804,409.7881828349774,50.237488094318785,2574.4760264037973
2021-12-29,130.6368453182421,319.33449320325514,660.0632269637358,621.8444868225215,11.974503995796722,77.21475458118763,163.4130003112294,150.40872060839968,408.60613123665564,50.268617481788525,2593.764780522812
2021-12-30,130.13682365871725,316.3718996077897,655.5757151427509,625.4432841691697,11.976342278862708,76.65830460075706,161.71229997864006,149.71966796863617,408.1333395985008,49.90547707554675,2585.633154079371
2021-12-31,130.36324202563418,318.17341470419433,659.98183967884,626.4715202837622,12.066418149096052,76.6416214283297,162.45089932787982,150.94011994948485,412.10497786663166,49.78097145263619,2598.9750248664886
2022-01-03,128.05503897737927,310.3905574953549,658.8309227119603,601.2420518865149,11.867883577969497,75.24157308903689,156.44498987089202,149.2057816874949,415.13099660698543,52.63419648749631,2559.043992391084
2022-01-04,127.13993622195115,315.7238299429238,655.9477408922794,585.0571098958279,11.715307493218884,73.6747148430455,157.14957165453677,151.71677364815102,423.35794087584645,54.730019273715406,2556.2129447414964
