Company,Recommendations
CNXC,1.0
SONY,1.0
NVMI,1.5
VNET,1.6
BTRS,1.6
CD,1.7
MGIC,1.7
WIX,1.7
ZEN,1.7
ADI,1.7
HUBS,1.7
INTU,1.8
MPWR,1.8
QTWO,1.8
BAND,1.8
NVDA,1.9
MU,1.9
KEYS,1.9
PD,1.9
SMTC,1.9
GLW,1.9
CRSR,1.9
ASML,1.9
PTC,1.9
QCOM,2.0
RAAS,2.0
TEAM,2.0
ZBRA,2.0
AAPL,2.0
ZS,2.0
AMAT,2.0
DQ,2.0
LRCX,2.0
LOGI,2.1
MKSI,2.1
LAZR,2.1
OKTA,2.1
NXPI,2.1
ZM,2.2
VICR,2.2
DDOG,2.2
QRVO,2.2
KLIC,2.2
LFUS,2.2
MXL,2.2
NCNO,2.3
SWKS,2.3
KLAC,2.3
AMD,2.3
COUP,2.3
NTGR,2.4
TXN,2.4
HPQ,2.6
FSLR,2.6
CSOD,2.7
AI,2.7
IRBT,3.0
FSLY,3.0
UI,3.3
YMM,6.0
DCBO,6.0
LSPD,6.0
