no,ticker,company,sector,industry,country,market_cap,pe,forward_pe,peg,ps,pb,pcash,pfree_cash_flow,dividend_yield,payout_ratio,eps_ttm,eps_growth_this_year,eps_growth_next_year,eps_growth_past_5_years,eps_growth_next_5_years,sales_growth_past_5_years,eps_growth_quarter_over_quarter,sales_growth_quarter_over_quarter,shares_outstanding,shares_float,insider_ownership,insider_transactions,institutional_ownership,institutional_transactions,float_short,short_ratio,return_on_assets,return_on_equity,return_on_investment,current_ratio,quick_ratio,lt_debtequity,total_debtequity,gross_margin,operating_margin,profit_margin,performance_week,performance_month,performance_quarter,performance_half_year,performance_year,performance_ytd,beta,average_true_range,volatility_week,volatility_month,20day_simple_moving_average,50day_simple_moving_average,200day_simple_moving_average,50day_high,50day_low,52week_high,52week_low,relative_strength_index_14,change_from_open,gap,ar,average_volume,relative_volume,price,change,volume,earnings_date,target_price,ipo_date,afterhours_close,afterhours_change,analyst_recom,rs_rating,returns_multiple,current_price,day_ma_20,day_ma_50,day_ma_200,low_52_week,high_52_week,sentiment_score,est_gl,my_score,in_russell_3k
23,AAWW,"Atlas Air Worldwide Holdings, Inc.",Industrials,Airports & Air Services,USA,2639.44,5.22,6.88,0.52,0.69,0.99,,3.58,,0.00%,17.07,218.90%,-26.13%,115.40%,10.00%,12.00%,40.70%,25.50%,29.02,27.16,0.40%,-33.73%,,1.14%,13.77%,6.62,8.20%,20.50%,7.80%,0.8,0.8,0.64,0.9,57.00%,16.90%,13.20%,1.98%,-0.58%,20.46%,29.56%,60.93%,63.44%,1.12,2.82,3.45%,3.13%,0.57%,4.34%,20.49%,-6.17%,16.23%,-6.17%,77.50%,55.82,0.03%,1.28%,2.0,565.43,0.81,89.14,1.32%,458852,11/3/2021 8:30:00 AM,105.57,7/21/2004,89.14,0.00%,69.0,87,1.26,89.14,88.47,85.61,74.14,50.22,95.0,27.0,18.43,61.0,True
79,ACLS,"Axcelis Technologies, Inc.",Technology,Semiconductor Equipment & Materials,USA,2131.07,28.86,17.84,1.44,3.68,4.28,7.86,21.64,,0.00%,2.26,190.80%,36.73%,24.70%,20.00%,9.50%,155.80%,60.10%,33.54,32.68,2.50%,-6.56%,89.40%,0.84%,2.23%,1.96,11.80%,15.70%,9.80%,4.2,2.7,0.09,0.09,43.20%,16.40%,13.40%,2.87%,4.36%,34.70%,69.06%,119.91%,124.21%,1.48,3.29,6.02%,5.35%,1.74%,10.78%,40.65%,-6.44%,39.36%,-6.44%,132.93%,55.44,0.85%,3.06%,1.8,373.21,0.79,65.29,3.93%,296344,11/3/2021 4:30:00 PM,79.33,7/11/2000,65.29,0.00%,75.0,96,1.79,65.29,64.26,59.27,46.56,28.03,69.79,20.0,21.5,63.666666666666664,True
328,AMBA,"Ambarella, Inc.",Technology,Semiconductor Equipment & Materials,USA,7148.66,,102.19,,23.53,13.62,15.62,297.86,,,-0.83,-27.30%,21.88%,-22.50%,,-6.80%,103.90%,64.30%,36.79,34.48,5.20%,-4.57%,84.00%,3.63%,3.60%,1.56,-4.90%,-5.90%,-13.40%,6.8,6.2,0.0,0.0,62.10%,-10.30%,-9.80%,0.30%,3.77%,19.12%,87.37%,119.61%,113.24%,1.13,15.38,10.38%,8.19%,1.30%,4.90%,52.76%,-13.97%,32.46%,-13.97%,137.07%,51.78,2.59%,3.42%,2.3,797.26,0.75,195.8,6.10%,597882,11/30/2021 4:30:00 PM,218.0,10/10/2012,195.8,0.00%,59.0,96,1.69,195.8,194.0,187.55,128.61,82.59,227.59,15.0,11.34,56.666666666666664,True
335,AMD,"Advanced Micro Devices, Inc.",Technology,Semiconductors,USA,175322.89,44.66,43.24,1.26,11.8,24.53,48.59,59.15,,0.00%,3.23,604.70%,26.65%,34.80%,35.32%,19.60%,133.20%,54.00%,1214.0,1202.52,0.50%,-18.25%,70.50%,1.00%,5.96%,1.34,38.90%,59.90%,40.90%,2.2,1.7,0.0,0.04,46.80%,19.90%,26.70%,6.38%,-7.18%,38.20%,72.09%,54.72%,57.29%,1.91,7.61,6.48%,5.55%,-0.96%,6.00%,41.41%,-12.29%,38.67%,-12.29%,98.97%,52.46,4.46%,1.69%,2.3,53660.2,1.07,144.25,6.22%,57426088,10/26/2021 4:30:00 PM,142.5,10/15/1979,144.41,0.11%,59.0,86,1.23,144.25,145.24,136.87,102.33,72.5,164.46,18.0,-1.21,54.333333333333336,True
346,AMN,"AMN Healthcare Services, Inc.",Healthcare,Medical Care Facilities,USA,5634.57,26.1,19.55,1.35,1.73,5.49,41.13,25.83,,0.00%,4.59,-38.10%,-13.35%,-2.40%,19.35%,10.30%,181.60%,59.10%,47.74,46.88,0.30%,-15.32%,96.60%,-0.10%,2.06%,1.91,8.50%,23.70%,7.60%,1.4,1.4,0.81,0.81,33.30%,10.40%,6.80%,8.71%,1.11%,4.73%,26.69%,75.15%,75.69%,0.26,4.56,4.89%,3.94%,5.56%,10.58%,21.95%,-3.78%,28.47%,-3.78%,79.78%,63.42,-0.02%,0.06%,1.7,506.08,0.93,119.91,0.04%,469654,11/4/2021 4:30:00 PM,133.33,11/13/2001,119.91,0.00%,78.0,91,1.38,119.91,113.58,108.44,98.54,67.04,124.62,16.0,11.19,61.666666666666664,True
367,AMTB,Amerant Bancorp Inc.,Financial,Banks - Regional,USA,941.87,23.34,17.32,,3.83,1.56,4.4,23.03,0.18%,0.00%,1.47,-103.50%,19.34%,-16.20%,,4.60%,900.60%,-0.80%,37.13,18.07,1.10%,-10.03%,40.70%,6.95%,1.59%,2.98,0.70%,7.00%,21.20%,,,0.15,0.15,,,22.70%,9.09%,9.16%,40.62%,60.87%,132.18%,125.00%,1.4,1.62,6.69%,4.70%,10.42%,17.63%,43.92%,-6.86%,37.52%,-6.86%,150.93%,64.64,-3.34%,0.97%,2.2,96.29,1.52,34.2,-2.40%,146813,,34.0,8/29/2018,34.2,0.00%,63.0,97,1.86,34.2,31.09,29.25,23.84,13.63,36.72,14.0,-0.58,58.0,True
382,ANET,"Arista Networks, Inc.",Technology,Computer Hardware,USA,40843.43,56.02,40.06,3.07,14.73,10.97,12.06,44.67,,0.00%,2.46,-24.90%,24.12%,36.70%,18.27%,22.60%,32.20%,23.70%,307.46,225.42,0.10%,-89.51%,65.90%,1.01%,1.71%,1.77,15.50%,21.90%,17.90%,5.1,4.4,0.0,0.0,63.90%,30.80%,28.30%,5.18%,6.94%,57.54%,51.30%,92.04%,89.85%,1.17,4.55,5.17%,3.40%,7.82%,15.68%,46.33%,-1.86%,48.36%,-1.86%,110.49%,63.9,2.05%,0.60%,2.3,2177.34,1.25,137.91,2.67%,2718335,11/1/2021 4:30:00 PM,127.43,6/6/2014,137.9,-0.01%,59.0,93,1.5,137.91,128.4,120.09,94.59,65.52,140.53,15.0,-7.6,55.666666666666664,True
439,APTS,"Preferred Apartment Communities, Inc.",Real Estate,REIT - Residential,USA,861.99,,,,1.85,0.81,15.79,7.91,4.24%,,-3.06,-154.30%,34.00%,-48.80%,7.00%,35.70%,-15.10%,-12.30%,52.45,51.54,0.40%,-0.13%,53.10%,5.92%,1.61%,1.94,-3.80%,-11.90%,-2.10%,,,2.24,2.24,73.50%,22.60%,-33.40%,17.84%,16.84%,38.39%,61.23%,122.51%,123.11%,1.16,0.65,7.08%,4.19%,18.07%,23.42%,45.05%,-2.53%,37.93%,-2.53%,134.52%,73.97,1.60%,-1.93%,2.3,428.13,2.72,16.51,-0.36%,1163634,11/8/2021 4:30:00 PM,14.18,4/1/2011,16.51,0.00%,59.0,97,1.81,16.51,14.1,13.46,11.41,7.04,16.94,15.0,-14.11,57.0,True
449,AQUA,Evoqua Water Technologies Corp.,Industrials,Pollution & Treatment Controls,USA,5492.31,107.99,47.8,6.69,3.75,9.4,37.57,53.12,,0.00%,0.42,-56.00%,20.31%,32.00%,16.14%,5.20%,-16.00%,11.00%,121.25,119.12,0.30%,-30.94%,,-0.77%,1.58%,2.33,2.80%,9.60%,3.70%,1.7,1.3,1.26,1.3,31.50%,4.20%,3.50%,-0.86%,-7.55%,15.31%,37.54%,77.70%,66.90%,1.84,1.82,4.60%,3.83%,-1.82%,3.00%,27.55%,-8.81%,21.31%,-8.81%,104.68%,49.6,3.47%,0.74%,2.2,807.48,0.89,45.03,4.24%,721868,11/16/2021 8:30:00 AM,48.7,11/2/2017,45.03,0.00%,63.0,90,1.34,45.03,45.76,43.87,35.4,22.0,49.38,14.0,8.15,55.666666666666664,True
457,ARCB,ArcBest Corporation,Industrials,Trucking,USA,2685.87,16.63,11.92,0.71,0.74,2.84,5.73,12.3,0.30%,4.80%,6.41,78.10%,14.81%,10.00%,23.30%,2.00%,115.20%,27.90%,25.63,25.16,0.80%,-6.39%,92.50%,-0.48%,5.35%,3.19,9.40%,19.40%,6.90%,1.5,1.5,0.18,0.25,77.00%,6.20%,4.80%,2.21%,-3.18%,41.86%,86.29%,147.48%,149.68%,1.53,5.28,5.53%,4.83%,0.94%,5.18%,37.37%,-8.78%,30.21%,-8.78%,153.18%,53.04,3.65%,1.20%,1.9,421.17,0.68,106.54,4.89%,288141,11/2/2021 8:30:00 AM,128.56,5/13/1992,106.54,0.00%,72.0,97,1.98,106.54,105.4,101.65,77.72,42.41,116.79,26.0,20.67,65.0,True
