"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Forward P/E","PEG","P/S","P/B","P/Cash","P/Free Cash Flow","Dividend Yield","Payout Ratio","EPS (ttm)","EPS growth this year","EPS growth next year","EPS growth past 5 years","EPS growth next 5 years","Sales growth past 5 years","EPS growth quarter over quarter","Sales growth quarter over quarter","Shares Outstanding","Shares Float","Insider Ownership","Insider Transactions","Institutional Ownership","Institutional Transactions","Float Short","Short Ratio","Return on Assets","Return on Equity","Return on Investment","Current Ratio","Quick Ratio","LT Debt/Equity","Total Debt/Equity","Gross Margin","Operating Margin","Profit Margin","Performance (Week)","Performance (Month)","Performance (Quarter)","Performance (Half Year)","Performance (Year)","Performance (YTD)","Beta","Average True Range","Volatility (Week)","Volatility (Month)","20-Day Simple Moving Average","50-Day Simple Moving Average","200-Day Simple Moving Average","50-Day High","50-Day Low","52-Week High","52-Week Low","Relative Strength Index (14)","Change from Open","Gap","Analyst Recom","Average Volume","Relative Volume","Price","Change","Volume","Earnings Date","Target Price","IPO Date","After-Hours Close","After-Hours Change"
1,"A","Agilent Technologies, Inc.","Healthcare","Diagnostics & Research","USA",46245.17,48.22,32.59,3.55,7.53,9.48,32.38,44.64,0.50%,23.10%,3.21,-31.60%,11.92%,12.00%,13.60%,5.70%,35.30%,25.80%,303.00,301.98,0.20%,-14.71%,90.30%,-0.04%,1.53%,3.33,9.90%,20.40%,10.00%,2.10,1.60,0.55,0.58,53.60%,20.40%,16.10%,-4.10%,-2.25%,-10.69%,16.12%,37.94%,30.63%,0.99,3.77,2.20%,2.27%,-2.76%,-3.25%,6.08%,-12.73%,5.80%,-13.81%,41.27%,41.17,-0.88%,-4.07%,2.00,1391.84,2.25,154.78,-4.91%,3129645,11/22/2021 4:30:00 PM,175.88,11/18/1999,154.77,-0.01%
2,"AA","Alcoa Corporation","Basic Materials","Aluminum","USA",9191.25,11.41,7.23,,0.82,2.36,6.33,204.25,0.82%,0.00%,4.29,85.00%,6.47%,28.00%,,-3.70%,769.80%,31.50%,187.00,184.05,0.10%,-52.45%,76.10%,-3.40%,4.51%,1.02,5.60%,23.00%,5.60%,1.50,0.90,0.44,0.44,22.00%,12.60%,7.30%,1.70%,-4.20%,16.55%,34.12%,147.45%,112.67%,2.41,2.47,3.91%,4.47%,2.20%,0.11%,25.64%,-14.85%,10.21%,-14.85%,183.35%,51.46,-0.28%,1.34%,2.20,8167.81,0.59,49.02,1.05%,4853129,10/14/2021 4:30:00 PM,59.19,10/18/2016,48.92,-0.20%
3,"AAAU","Goldman Sachs Physical Gold ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.26%,-0.95%,-0.06%,-5.67%,-2.63%,-6.02%,,0.19,0.75%,0.71%,-1.82%,0.01%,-0.16%,-4.17%,3.94%,-8.44%,6.65%,42.05,0.06%,-0.84%,,237.27,1.04,17.80,-0.78%,246467,,,8/15/2018,17.80,0.00%
4,"AAC","Ares Acquisition Corporation","Financial","Shell Companies","USA",1228.75,59.94,,,,1.31,1365.28,,,,0.16,,,,,,,,125.00,100.00,,,67.60%,11.78%,0.08%,0.22,,,,1.70,1.70,0.00,0.00,,,,0.00%,-0.10%,1.44%,0.10%,,-0.41%,,0.04,0.45%,0.42%,0.02%,0.41%,0.46%,-0.30%,1.34%,-1.70%,3.47%,54.13,-0.10%,-0.10%,,377.03,1.02,9.83,-0.20%,386280,,,3/25/2021,9.80,-0.31%
5,"AACG","ATA Creativity Global","Consumer Defensive","Education & Training Services","China",59.39,,,,1.99,1.82,5.03,,,,-0.41,40.00%,-6.30%,-36.60%,25.00%,-17.20%,-61.50%,31.00%,31.19,29.64,18.70%,0.00%,17.50%,4.78%,0.16%,0.88,-17.50%,-49.20%,-48.10%,0.30,0.30,0.00,0.00,46.60%,-53.20%,-50.50%,-19.53%,-27.62%,-34.22%,-40.55%,47.86%,45.38%,1.67,0.14,6.63%,4.68%,-21.26%,-25.82%,-45.72%,-40.34%,-1.14%,-91.24%,53.10%,20.64,-1.70%,0.00%,1.00,52.65,0.32,1.73,-1.70%,16944,11/10/2021 4:30:00 PM,32.50,1/29/2008,1.77,2.31%
6,"AACI","Armada Acquisition Corp. I","Financial","Shell Companies","USA",,,,,,1960.00,,,,,,,,,,,,,,,25.41%,,,,,,,,,,,,,,,,0.51%,,,,,0.51%,,0.05,0.43%,,0.22%,0.22%,0.22%,-0.60%,0.82%,-0.60%,0.82%,,0.05%,-0.05%,,193.56,0.09,9.80,0.00%,16556,,,11/10/2021,9.79,-0.10%
7,"AACIU","Armada Acquisition Corp. I","Financial","Shell Companies","USA",,,,,,1997.10,,,,,,,,,,,,,,,,,41.98%,,,0.01,,,,,,,,,,,0.36%,0.36%,,,,1.89%,,0.05,0.20%,0.33%,0.32%,0.72%,0.76%,-0.84%,2.21%,-0.84%,2.31%,54.29,-0.14%,-0.40%,,157.17,0.01,9.99,-0.54%,1021,,,8/13/2021,,
8,"AACIW","Armada Acquisition Corp. I","Financial","Shell Companies","USA",,,,,,103.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.50%,,,,,3.50%,,0.04,4.22%,,1.09%,1.09%,1.09%,-13.75%,3.50%,-13.75%,3.50%,,-1.99%,1.54%,,158.56,0.29,0.52,-0.48%,46158,,,11/11/2021,,
9,"AADI","Aadi Bioscience, Inc.","Healthcare","Biotechnology","USA",481.98,,,,4819.77,1.53,2.99,,,,-11.63,82.30%,-30.90%,30.90%,,,-705.00%,,9.51,,0.10%,0.00%,54.40%,,,2.21,-134.90%,-147.00%,-14.70%,14.00,14.00,0.04,0.04,,,,-4.06%,-10.16%,-26.94%,-4.02%,-0.49%,65.51%,1.41,2.23,14.25%,8.36%,-5.53%,-10.97%,-7.89%,-26.25%,13.11%,-51.14%,70.00%,44.18,-22.37%,22.81%,2.00,81.86,27.16,24.33,-4.66%,2223183,,47.67,8/8/2017,23.80,-2.18%
10,"AADR","AdvisorShares Dorsey Wright ADR ETF","Financial","Exchange Traded Fund","USA",,,,,,,,,0.31%,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.42%,-4.16%,-1.60%,-1.89%,11.59%,4.34%,,0.57,0.72%,0.58%,-2.66%,-2.34%,-2.67%,-6.04%,2.14%,-8.41%,12.52%,36.49,-0.24%,-0.20%,,2.40,1.68,63.53,-0.44%,4031,,,7/21/2010,63.35,-0.28%
