date,AMTB,ATLC,CROX,DEN,EVC,MCB,ORMP,STKS,TH,portfolio
2021-10-06,17.822190540005945,255.89675436774107,24.22532523713409,570.9674983130401,495.99116217959875,284.4474512162416,170.10562882316606,556.9906104958568,123.55337882721558,2500.0
2021-10-07,17.947600794001296,261.9784805691515,24.440762660615217,574.3731859850418,491.94225473323473,288.21474633900715,178.30349045319818,559.3507402013477,129.92210969459782,2526.4733714301956
2021-10-08,17.905797376002845,252.08987231800327,22.839869936535937,564.3145270468041,489.2429831023253,289.48162434489285,178.38231604579462,552.7423770259732,125.78243463079937,2492.7818018271314
2021-10-11,17.599238977347547,253.0183801350125,22.002641575365374,570.33388200197,504.0889770723269,285.1809069038597,181.29886297186374,570.6793627877041,120.36901339352445,2524.571265818974
2021-10-12,17.654976868012145,271.5885364751969,22.78557269972362,557.4239496639167,498.0156159027808,286.6811571739875,183.19067719417885,582.9520372562569,121.32432302363179,2541.6168462576848
2021-10-13,17.766452649341346,276.18465016939257,23.202435356540764,584.8278551176984,505.43861288778163,288.1480685492237,184.76718904610811,582.9520372562569,119.73214030678622,2583.0194413391296
2021-10-14,17.947600794001296,282.73063027930755,23.929317720318558,584.6694510399309,510.162338241873,291.94870256688085,186.34370089803735,641.4832539524316,118.7768306766789,2657.9918261694597
2021-10-15,18.21235577465815,289.23018499837207,24.029154575102492,578.7292981236487,509.48752033414564,292.21541372601473,173.88925726779627,648.5636430689044,118.13995758994066,2652.4967854585834
2021-10-18,18.49104522798115,310.3073124444814,25.073062740913493,609.0636790161296,519.6097889500559,294.7158308428945,177.1999321568477,668.8607585361264,117.18464795983334,2740.5060578752637
2021-10-19,18.567684827644975,304.92196710582795,24.941698458303048,596.7873629891465,514.2112456882371,292.54880267493206,179.24939756435572,630.1546313660753,116.86621141646422,2678.2490020909863
2021-10-20,18.616455481976498,318.3853304524616,23.80846258031695,609.7764973660834,526.3579680273293,293.44895283700873,174.36221082337505,606.553334311166,116.86621141646422,2688.1754232961816
2021-10-21,18.46317628264885,313.92849293081736,26.027643194549388,617.7759032933434,514.8860635959644,308.1514054842618,176.41167623088307,588.6163485494351,114.95559215624954,2679.216301718153
2021-10-22,18.532848645979602,327.2061547140492,26.23081995165354,634.8043416533523,517.5853352268738,317.386279369271,178.2246648606017,573.0394924931951,117.18464795983334,2710.1945848748096
2021-10-25,18.7836691539703,326.5561992421428,27.260715927319424,655.7928819575491,527.0327859350566,324.8208529301268,180.66825823109207,608.913464016657,126.10087117416847,2795.9296985680826
2021-10-26,18.539815882312674,333.427157088011,27.015502599779932,657.0601145796893,537.8298724586941,309.95170580841517,182.63889804600362,622.6022163085042,132.46960204155073,2821.534884812961
2021-10-27,18.46317628264885,327.6704086225538,26.602142990499065,630.5274315536291,521.634242673238,293.28225836255007,181.06238619407435,619.298034720817,131.8327289548125,2750.372810354823
2021-10-28,18.5885865366442,341.13377196918753,27.41660154268382,631.5570580591179,527.707603842784,298.3831092809848,185.1613170090904,630.1546313660753,129.2852366078596,2789.3879162144276
2021-10-29,18.498012464314225,359.7503537002223,28.278351236608334,670.5244611899288,535.8054187355121,302.91719898626013,184.53071226831872,624.0182941317989,131.8327289548125,2856.1555316677764
2021-11-01,19.04842413462715,381.47743661823813,29.37830816299979,688.9785362498453,569.5463141218794,310.5518059164663,197.69458623192793,654.6999803031807,133.10647512828893,2984.4818668674534
2021-11-02,18.637357190975724,386.11997570328424,29.320507878651195,703.7101154822251,570.8959499373342,311.88536171213553,226.93888108521554,652.811876538788,128.96680006449049,3029.2868255931
2021-11-03,19.020555189294853,405.4793636879265,30.35390690185336,703.9477215988763,586.416761815063,327.18791446743967,197.69458623192793,691.5180037088392,130.55898278133603,3092.1777963825566
2021-11-04,18.93694835329795,377.90268152275263,31.07553469432673,686.6816771222163,593.8397588000639,328.62148694778404,208.80899478802914,655.6440321853772,131.8327289548125,3033.3438433686606
2021-11-05,20.239821547582984,396.65853942633885,31.55720373056503,716.7784518980459,603.2872095082466,330.92187069531343,211.48906493630886,732.5842605843811,132.15116549818163,3175.6675878249644
2021-11-08,20.887774526558964,373.7243963462111,30.921400602730476,706.7989949986918,618.8080213859756,337.3896163043091,234.50613797447593,729.2800789966938,142.3411348859932,3194.65755602164
2021-11-09,20.602117836902885,393.82659058446075,31.264699261285774,707.1950051931107,580.3434006455169,341.0568947423994,230.3283815668634,739.6646497008538,151.57579464369746,3195.8575341750907
2021-11-10,20.365231801578336,363.46438496825925,30.508040993449615,679.157483428259,565.4974066755154,337.05622735539174,215.8244725291143,704.2627041184901,142.97800797273143,3059.1139598427894
2021-11-11,20.90867623555819,382.82377295290144,30.860097270845603,681.9295547891905,571.5707678450615,329.35494263540215,220.08105452932332,705.6787819417846,156.03390625086504,3099.2415544509327
2021-11-12,20.845971108560512,364.11434044016573,31.627264681290598,679.3950895449102,562.7981350446059,335.2225881363466,225.83532278886506,761.3778429913702,157.62608896771061,3138.842643703825
2021-11-15,20.971381362555864,351.95088803734495,31.089546884471847,675.9894018729084,572.9204036605162,339.8233556314054,221.9728687516384,699.5424447075083,152.8495408171739,3067.1098317255232
2021-11-16,21.152529507215814,348.7939614595135,31.606246396072926,668.7028142956024,558.0744096905145,342.29043385339344,218.1892403070082,696.238263119821,148.07299266663725,3033.1208912957795
2021-11-17,20.971381362555864,349.44391693142,30.854842699541184,654.2088411798738,550.6514127055137,337.92303862257677,214.79973982536032,674.9970957704028,135.65396747524184,2969.5042365724858
2021-11-18,22.04433575784942,321.7279585936948,30.998467648528603,662.0498430293663,547.9521410746044,337.4562940940925,217.9527635292188,669.8048104183226,129.92210969459782,2939.9087238402753
2021-11-19,21.82835143152409,314.06776910336873,30.739242130843994,628.7057846593025,531.0816933814208,331.42195411868937,208.8878203806256,683.4935627101701,125.78243463079937,2876.0086125467446
2021-11-22,22.21154942984322,311.32867104319155,30.74624822591655,641.6949190362395,529.732057565966,329.9217038485615,149.37449797029643,662.2523953607517,127.05618080427583,2804.318223285042
