date,DVN,portfolio
2022-01-31,2500.0,2500.0
2022-02-01,2598.3785688390303,2598.3785688390303
2022-02-02,2631.9953529639756,2631.9953529639756
2022-02-03,2620.6248092462774,2620.6248092462774
2022-02-04,2613.703739912023,2613.703739912023
2022-02-07,2599.8616012435145,2599.8616012435145
2022-02-08,2530.6505307309812,2530.6505307309812
2022-02-09,2576.6264211199505,2576.6264211199505
2022-02-10,2581.5701767765577,2581.5701767765577
2022-02-11,2675.004989958981,2675.004989958981
2022-02-14,2583.5474904542048,2583.5474904542048
2022-02-15,2542.020885863684,2542.020885863684
2022-02-16,2662.151413836798,2662.151413836798
2022-02-17,2731.362484349331,2731.362484349331
2022-02-18,2708.1273042257676,2708.1273042257676
2022-02-22,2603.816417183805,2603.816417183805
2022-02-23,2647.3205240369684,2647.3205240369684
2022-02-24,2607.77142170909,2607.77142170909
2022-02-25,2728.8907008135257,2728.8907008135257
2022-02-28,2943.939074373547,2943.939074373547
2022-03-01,2929.1081845737176,2929.1081845737176
2022-03-02,2899.4464049740577,2899.4464049740577
2022-03-03,2909.3335391172805,2909.3335391172805
2022-03-04,2944.9278255048685,2944.9278255048685
2022-03-07,2960.7474664360197,2960.7474664360197
2022-03-08,2940.47853970642,2940.47853970642
2022-03-09,2913.782824915729,2913.782824915729
2022-03-10,2994.364250560965,2994.364250560965
2022-03-11,2898.9519351158992,2898.9519351158992
