date,COST,LOW,RJF,portfolio
2022-01-07,1955.664824788203,525.6476437482542,18.687531463542964,2500.0000000000005
2022-01-10,1892.2729327589225,518.5298703748535,18.451089342290487,2429.2538924760665
2022-01-11,1904.0541977036874,522.319029481239,18.64983750786853,2445.023064692795
2022-01-12,1917.8047578186377,524.8730502741593,18.77319906928162,2461.4510071620784
2022-01-13,1885.269980218958,524.831194215689,18.567597338382416,2428.668771773029
2022-01-14,1834.6074910645596,509.5488934675883,18.579590750898472,2362.7359752830466
2022-01-18,1780.188291985124,500.7483847572955,17.979917510727883,2298.916594253147
2022-01-19,1787.8113521100481,492.95601094381794,17.512171808233894,2298.2795348621
2022-01-20,1761.0394231903374,470.33505477409534,17.416224508105458,2248.790702472538
2022-01-21,1756.6259847154417,472.6244786154608,16.81826498606114,2246.0687283169636
2022-01-24,1783.2155879801237,488.0201689002138,16.72916994406994,2287.964926824407
2022-01-25,1740.9787035005613,483.10528693489414,16.586961404819633,2240.670951840275
2022-01-26,1763.4102132553262,479.09361127876974,16.869664765193978,2259.37348929929
2022-01-27,1759.9451353303955,474.53578777242194,17.28943681762375,2251.7703599204415
2022-01-28,1796.0909181649831,493.56513517604293,17.834281535225028,2307.490334876251
2022-01-31,1842.4129881544359,498.5220013960303,18.139259309689137,2359.0742488601554
2022-02-01,1854.3764674443055,500.62236789519363,18.689245181669236,2373.6880805211686
2022-02-02,1904.017688048712,502.21863489689997,18.797185894313728,2425.0335088399256
2022-02-03,1903.1058371537222,491.71680240108344,18.512770122997033,2413.3354096778025
2022-02-04,1895.8110299938037,481.13096934688207,19.01135490866037,2395.9533542493464
2022-02-07,1881.6590862939736,476.8252116137874,19.201537097974896,2377.685835005736
2022-02-08,1900.8444647437352,486.7809283084299,19.665855364216338,2407.2912484163817
2022-02-09,1928.856497523441,490.7716438862698,19.77893723123965,2439.40707864095
2022-02-10,1891.1057368989539,477.62332909011593,19.4671071986383,2388.1961731877077
2022-02-11,1858.97223157423,474.4938035177542,19.06618212404575,2352.5322172160295
2022-02-14,1847.628748559396,474.577804076139,18.757779527696947,2340.964332163232
2022-02-15,1874.4735854791331,479.09361127876974,19.25122446616539,2372.818421224068
2022-02-16,1868.9296834190914,476.8041874374042,19.32489865938799,2365.058769515884
2022-02-17,1878.4493533340217,470.04100474617445,18.67211192195829,2367.1624700021544
2022-02-18,1869.914331004184,467.7306208265244,18.593296574356874,2356.2382484050654
2022-02-22,1831.6531030695865,450.7176393636819,18.634417966283852,2301.005160399552
2022-02-23,1806.4131326298252,451.76782261326355,18.31573436836134,2276.49668961145
2022-02-24,1844.0542529794634,448.2392222782129,18.361994300299287,2310.6554695579753
2022-02-25,1887.4948429739695,460.3583139030696,19.239231053649334,2367.0923879306883
2022-02-28,1893.9143088938736,464.3070131771924,18.786906199923948,2377.00822827099
2022-03-01,1907.3367273537422,465.2311795646722,17.59269956677766,2390.160606485192
2022-03-02,1925.8290902185176,480.2698113904533,18.12555217904681,2424.224453788018
2022-03-03,1944.2484337733426,475.2709288667488,17.8068685811243,2437.326231221216
2022-03-04,1916.7105812686193,470.62913685106554,17.114674169893892,2404.4543922895787
2022-03-07,1927.7258113184475,466.8274465663785,16.24086485279639,2410.7941227376223
2022-03-08,1908.905084178743,468.92781306554184,15.927321102068769,2393.7602183463537
2022-03-09,1924.5525880134708,474.43079508670326,16.427619605858375,2415.411002706033
2022-03-10,1943.044728258399,470.8391542715523,16.497867670012358,2430.381750199964
2022-03-11,1923.7135338085839,466.7224538806598,16.470453408727703,2406.9064410979713
